"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Poss","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Url"
"217",2022,"Bayern Munich","Bundesliga","team",30,64.5,34,27678,2045,7345,13202,7367,1266,27673,832,492,59.1,340,40.9,16502,84467,44476,833,622,241,598,338,19963,2151,"https://fbref.com/en/squads/054efa67/2021-2022/Bayern-Munich-Stats"
"218",2022,"Bayern Munich","Bundesliga","opponent",30,35.2,34,17397,2841,7477,6712,3405,554,17395,559,300,53.7,259,46.3,8893,45583,22053,439,348,125,595,304,9449,913,"https://fbref.com/en/squads/054efa67/2021-2022/Bayern-Munich-Stats"
"219",2022,"Betis","La Liga","team",31,53.7,38,23691,2299,7311,10969,5603,826,23685,655,372,56.8,283,43.2,13042,66497,33876,666,482,187,588,364,15573,1501,"https://fbref.com/en/squads/fc536746/2021-2022/Real-Betis-Stats"
"220",2022,"Betis","La Liga","opponent",31,45.9,38,21018,2221,6760,9187,5302,736,21015,695,371,53.4,324,46.6,11051,61249,32663,686,469,160,562,338,12921,1356,"https://fbref.com/en/squads/fc536746/2021-2022/Real-Betis-Stats"
"221",2022,"Bochum","Bundesliga","team",28,44.7,34,17579,2362,6682,7348,3759,571,17573,443,226,51,216,48.8,8977,48731,23584,467,333,112,588,282,9487,921,"https://fbref.com/en/squads/b42c6323/2021-2022/Bochum-Stats"
"222",2022,"Bochum","Bundesliga","opponent",28,55.5,34,20636,2173,6917,9252,4679,793,20628,575,297,51.7,277,48.2,11633,61059,31925,600,418,150,598,289,12641,1393,"https://fbref.com/en/squads/b42c6323/2021-2022/Bochum-Stats"
"223",2022,"Bologna","Serie A","team",36,50.6,38,22181,2573,7497,9928,4964,630,22176,598,326,54.5,272,45.5,11905,63323,30938,540,455,106,563,302,14304,1264,"https://fbref.com/en/squads/1d8099f8/2021-2022/Bologna-Stats"
"224",2022,"Bologna","Serie A","opponent",36,49.3,38,22069,2103,6135,9931,6221,876,22061,531,312,58.8,216,40.7,12486,66971,35717,790,591,199,643,314,14154,1446,"https://fbref.com/en/squads/1d8099f8/2021-2022/Bologna-Stats"
"225",2022,"Bordeaux","Ligue 1","team",39,47.4,38,21609,2364,7619,10032,4195,649,21605,657,355,54,302,46,13243,71815,35359,609,410,139,676,313,13416,1253,"https://fbref.com/en/squads/123f3efe/2021-2022/Bordeaux-Stats"
"226",2022,"Bordeaux","Ligue 1","opponent",39,52.7,38,23533,2088,6933,11438,5430,763,23524,741,418,56.4,323,43.6,14932,83784,43142,774,612,179,623,319,15401,1630,"https://fbref.com/en/squads/123f3efe/2021-2022/Bordeaux-Stats"
"227",2022,"Brentford","Premier League","team",29,44.8,38,20462,2793,7862,8201,4566,819,20456,476,262,55,214,45,10280,49925,26085,450,332,102,563,291,11565,1170,"https://fbref.com/en/squads/cd051869/2021-2022/Brentford-Stats"
"228",2022,"Brentford","Premier League","opponent",29,55.5,38,24462,2251,6892,11000,6765,838,24457,616,325,52.8,291,47.2,13970,69503,34218,734,609,164,618,316,15638,1517,"https://fbref.com/en/squads/cd051869/2021-2022/Brentford-Stats"
"229",2022,"Brest","Ligue 1","team",25,43.9,38,20760,2287,6773,9255,4953,692,20752,640,315,49.2,325,50.8,12273,69969,33743,666,490,155,664,312,12570,1335,"https://fbref.com/en/squads/fb08dbb3/2021-2022/Brest-Stats"
"230",2022,"Brest","Ligue 1","opponent",25,56.2,38,25656,2028,7312,13468,5149,845,25652,655,345,52.7,310,47.3,16170,88283,46765,683,468,163,676,372,17583,1805,"https://fbref.com/en/squads/fb08dbb3/2021-2022/Brest-Stats"
"231",2022,"Brighton","Premier League","team",26,54.4,38,24854,2629,8034,10520,6505,876,24847,559,317,56.7,242,43.3,13919,68537,35095,676,519,139,598,349,16278,1529,"https://fbref.com/en/squads/d07537b9/2021-2022/Brighton-and-Hove-Albion-Stats"
"232",2022,"Brighton","Premier League","opponent",26,45.3,38,21578,2394,7672,8761,5358,830,21574,564,320,56.7,243,43.1,11610,61934,31945,642,446,197,581,425,13173,1250,"https://fbref.com/en/squads/d07537b9/2021-2022/Brighton-and-Hove-Albion-Stats"
"233",2022,"Burnley","Premier League","team",23,40.2,38,18371,2247,5842,8051,4686,663,18369,479,258,53.9,221,46.1,8229,42272,19061,388,300,84,540,291,9342,958,"https://fbref.com/en/squads/943e8050/2021-2022/Burnley-Stats"
"234",2022,"Burnley","Premier League","opponent",23,60.2,38,25638,2435,8341,10906,6613,1094,25633,534,284,53.2,250,46.8,14368,77595,41281,865,582,253,571,340,16680,1694,"https://fbref.com/en/squads/943e8050/2021-2022/Burnley-Stats"
"235",2022,"Cagliari","Serie A","team",33,44.5,38,19878,2390,6906,8724,4452,643,19874,479,252,52.6,227,47.4,10278,51842,25151,474,393,83,572,261,11383,1078,"https://fbref.com/en/squads/c4260e09/2021-2022/Cagliari-Stats"
"236",2022,"Cagliari","Serie A","opponent",33,55.6,38,23942,2208,7251,11080,5841,912,23932,545,314,57.6,230,42.2,12644,69161,36888,713,500,150,655,327,15634,1586,"https://fbref.com/en/squads/c4260e09/2021-2022/Cagliari-Stats"
"237",2022,"Celta Vigo","La Liga","team",25,55.2,38,24789,2272,7479,11772,5737,719,24783,591,346,58.5,244,41.3,13606,72693,38568,665,544,125,572,310,15869,1434,"https://fbref.com/en/squads/f25da7fb/2021-2022/Celta-Vigo-Stats"
"238",2022,"Celta Vigo","La Liga","opponent",25,44.4,38,21082,2265,6965,9473,4873,676,21074,762,476,62.5,286,37.5,10464,53122,25441,547,395,133,679,410,12239,1241,"https://fbref.com/en/squads/f25da7fb/2021-2022/Celta-Vigo-Stats"
"239",2022,"Chelsea","Premier League","team",26,61.8,38,28975,2279,7926,13385,7881,1066,28966,624,364,58.3,260,41.7,17090,86187,46504,894,729,243,591,383,21040,1956,"https://fbref.com/en/squads/cff3d9bb/2021-2022/Chelsea-Stats"
"240",2022,"Chelsea","Premier League","opponent",26,37.7,38,19624,2723,7393,7923,4499,614,19618,567,310,54.7,257,45.3,10135,54161,25855,495,367,130,592,364,11579,993,"https://fbref.com/en/squads/cff3d9bb/2021-2022/Chelsea-Stats"
"241",2022,"Clermont Foot","Ligue 1","team",28,50,38,23488,2137,8082,10780,4860,676,23485,599,327,54.6,272,45.4,14941,76251,36491,617,419,142,618,410,15584,1352,"https://fbref.com/en/squads/d9676424/2021-2022/Clermont-Foot-Stats"
"242",2022,"Clermont Foot","Ligue 1","opponent",28,50,38,23897,2279,7651,11589,4871,724,23892,666,374,56.2,291,43.7,15533,81908,39141,592,477,144,657,331,15844,1435,"https://fbref.com/en/squads/d9676424/2021-2022/Clermont-Foot-Stats"
"243",2022,"Crystal Palace","Premier League","team",24,51.1,38,23466,2753,8764,9989,4943,749,23458,687,382,55.6,305,44.4,13129,65928,33176,592,410,149,671,471,14878,1214,"https://fbref.com/en/squads/47c64c55/2021-2022/Crystal-Palace-Stats"
"244",2022,"Crystal Palace","Premier League","opponent",24,49.1,38,22794,2209,7021,10187,5794,794,22790,575,302,52.5,273,47.5,12186,62876,31764,563,428,135,652,364,14161,1394,"https://fbref.com/en/squads/47c64c55/2021-2022/Crystal-Palace-Stats"
"245",2022,"Cádiz","La Liga","team",33,41.3,38,18574,2215,6501,7898,4374,646,18568,519,281,54.1,238,45.9,9062,51953,26751,571,382,106,576,291,10039,1063,"https://fbref.com/en/squads/ee7c297c/2021-2022/Cadiz-Stats"
"246",2022,"Cádiz","La Liga","opponent",33,59.1,38,24939,2196,6771,12031,6336,803,24926,712,410,57.6,302,42.4,14139,77242,41615,735,581,139,672,345,16592,1789,"https://fbref.com/en/squads/ee7c297c/2021-2022/Cadiz-Stats"
"247",2022,"Dortmund","Bundesliga","team",33,59.2,34,24818,2177,7537,12138,5316,835,24807,636,352,55.3,284,44.7,14995,75219,36752,670,481,180,579,310,17303,1454,"https://fbref.com/en/squads/add600ae/2021-2022/Dortmund-Stats"
"248",2022,"Dortmund","Bundesliga","opponent",33,40.4,34,18432,2278,6830,7906,3895,627,18426,551,295,53.5,255,46.3,9568,48756,23973,489,350,126,615,286,10895,1046,"https://fbref.com/en/squads/add600ae/2021-2022/Dortmund-Stats"
"249",2022,"Eint Frankfurt","Bundesliga","team",27,49.6,34,21105,2288,7030,9752,4528,675,21103,544,285,52.4,258,47.4,11595,59438,29061,609,408,153,631,294,12527,1243,"https://fbref.com/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats"
"250",2022,"Eint Frankfurt","Bundesliga","opponent",27,50.4,34,21621,2536,7758,9624,4449,778,21617,673,390,57.9,283,42.1,11468,56525,26820,519,352,122,660,312,12998,1228,"https://fbref.com/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats"
"251",2022,"Elche","La Liga","team",28,48.4,38,20889,2493,7657,9086,4313,498,20888,597,339,56.8,258,43.2,11059,55476,26247,531,403,89,650,330,12844,1087,"https://fbref.com/en/squads/6c8b07df/2021-2022/Elche-Stats"
"252",2022,"Elche","La Liga","opponent",28,51.6,38,22214,1764,6198,10589,5631,834,22205,623,354,56.8,268,43,12291,66584,35516,657,488,163,567,321,14181,1463,"https://fbref.com/en/squads/6c8b07df/2021-2022/Elche-Stats"
"253",2022,"Empoli","Serie A","team",28,47.4,38,20894,2792,7114,8751,5240,789,20887,547,291,53.2,255,46.6,11739,64693,34764,658,438,129,584,335,12671,1465,"https://fbref.com/en/squads/a3d88bd8/2021-2022/Empoli-Stats"
"254",2022,"Empoli","Serie A","opponent",28,52.9,38,23120,2464,7208,9514,6634,1132,23110,606,333,55,273,45,12901,69575,35694,823,559,267,655,295,14820,1665,"https://fbref.com/en/squads/a3d88bd8/2021-2022/Empoli-Stats"
"255",2022,"Espanyol","La Liga","team",34,46.9,38,20970,2604,7525,9167,4471,581,20965,616,373,60.6,243,39.4,11191,60124,30222,610,468,119,563,331,13239,1196,"https://fbref.com/en/squads/a8661628/2021-2022/Espanyol-Stats"
"256",2022,"Espanyol","La Liga","opponent",34,52.9,38,23110,1938,6189,10593,6526,976,23105,646,371,57.4,275,42.6,12859,72070,39484,800,567,194,533,282,15370,1679,"https://fbref.com/en/squads/a8661628/2021-2022/Espanyol-Stats"
"257",2022,"Everton","Premier League","team",33,40,38,19075,2289,6394,7899,5013,728,19068,634,337,53.2,295,46.5,9422,53443,25599,512,388,143,640,325,10276,1086,"https://fbref.com/en/squads/d3fd31cc/2021-2022/Everton-Stats"
"258",2022,"Everton","Premier League","opponent",33,60.3,38,26579,2286,7934,12214,6624,880,26577,735,399,54.3,336,45.7,14994,76711,41763,735,574,160,664,369,17894,1782,"https://fbref.com/en/squads/d3fd31cc/2021-2022/Everton-Stats"
"259",2022,"Fiorentina","Serie A","team",28,57.7,38,24439,2417,8057,10824,5796,923,24427,542,301,55.5,240,44.3,14623,77944,39314,755,546,184,618,275,17288,1567,"https://fbref.com/en/squads/421387cf/2021-2022/Fiorentina-Stats"
"260",2022,"Fiorentina","Serie A","opponent",28,41.8,38,19162,2819,7794,8009,3575,593,19157,541,272,50.3,268,49.5,10277,51793,24887,480,352,123,558,240,11875,971,"https://fbref.com/en/squads/421387cf/2021-2022/Fiorentina-Stats"
"261",2022,"Freiburg","Bundesliga","team",26,49,34,19480,2322,6642,8357,4649,750,19474,420,226,53.8,194,46.2,9662,49455,24484,401,331,102,538,219,11501,1223,"https://fbref.com/en/squads/a486e511/2021-2022/Freiburg-Stats"
"262",2022,"Freiburg","Bundesliga","opponent",26,50.8,34,20400,2340,7206,8899,4481,808,20398,477,262,54.9,215,45.1,10866,59380,30266,582,392,153,555,303,12499,1115,"https://fbref.com/en/squads/a486e511/2021-2022/Freiburg-Stats"
"263",2022,"Genoa","Serie A","team",40,43.9,38,20229,2408,6913,9038,4503,696,20222,581,302,52,278,47.8,10185,50318,24651,517,384,133,732,373,11085,1090,"https://fbref.com/en/squads/658bf2de/2021-2022/Genoa-Stats"
"264",2022,"Genoa","Serie A","opponent",40,56.1,38,24827,2343,7825,11265,5983,908,24821,727,378,52,349,48,14100,69920,34552,684,517,165,670,390,15731,1560,"https://fbref.com/en/squads/658bf2de/2021-2022/Genoa-Stats"
"265",2022,"Getafe","La Liga","team",31,41.5,38,18658,2003,5988,8734,4125,551,18653,452,242,53.5,210,46.5,9326,44746,20748,399,328,92,603,301,10197,910,"https://fbref.com/en/squads/7848bd64/2021-2022/Getafe-Stats"
"266",2022,"Getafe","La Liga","opponent",31,58.8,38,25022,2099,7619,12389,5225,653,25018,594,346,58.2,248,41.8,14196,68698,34864,612,505,111,621,339,16581,1509,"https://fbref.com/en/squads/7848bd64/2021-2022/Getafe-Stats"
"267",2022,"Gladbach","Bundesliga","team",26,54,34,21886,2151,7493,10390,4173,745,21879,610,359,58.9,251,41.1,12219,58910,30071,527,348,163,573,309,14453,1287,"https://fbref.com/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats"
"268",2022,"Gladbach","Bundesliga","opponent",26,45.6,34,19174,2094,6376,8728,4288,735,19169,615,330,53.7,285,46.3,10420,54125,26778,540,369,151,530,287,11648,1185,"https://fbref.com/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats"
"269",2022,"Granada","La Liga","team",32,44.7,38,19055,2401,6704,8239,4287,600,19050,495,270,54.5,225,45.5,9255,49523,24761,435,354,96,588,321,10466,1036,"https://fbref.com/en/squads/a0435291/2021-2022/Granada-Stats"
"270",2022,"Granada","La Liga","opponent",32,66,38,22987,2120,6813,10236,6130,960,22978,632,358,56.6,274,43.4,12410,63240,33624,706,505,190,644,337,14472,1594,"https://fbref.com/en/squads/a0435291/2021-2022/Granada-Stats"
"271",2022,"Greuther Fürth","Bundesliga","team",29,43.6,34,17946,2396,6666,7952,3509,505,17941,536,266,49.6,270,50.4,9290,47683,22121,413,281,107,621,308,10087,967,"https://fbref.com/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats"
"272",2022,"Greuther Fürth","Bundesliga","opponent",29,56.6,34,22142,1925,6953,10329,5051,873,22136,568,297,52.3,270,47.5,12117,61531,30586,619,413,150,587,298,14278,1490,"https://fbref.com/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats"
"273",2022,"Hellas Verona","Serie A","team",31,50.6,38,21791,2173,6491,10061,5483,883,21783,590,313,53.1,276,46.8,11502,60870,30016,677,468,175,683,383,12927,1572,"https://fbref.com/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats"
"274",2022,"Hellas Verona","Serie A","opponent",31,49.4,38,21246,2399,6985,9678,4855,773,21242,557,319,57.3,238,42.7,11333,60116,28375,568,474,150,668,296,12349,1141,"https://fbref.com/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats"
"275",2022,"Hertha BSC","Bundesliga","team",36,43.7,34,18046,2255,6954,7844,3430,547,18043,526,281,53.4,245,46.6,8883,47745,22989,462,296,92,537,316,10214,959,"https://fbref.com/en/squads/2818f8bc/2021-2022/Hertha-BSC-Stats"
"276",2022,"Hertha BSC","Bundesliga","opponent",36,56.5,34,22122,1838,6042,11128,5149,809,22114,546,292,53.5,252,46.2,12831,65756,32728,519,380,128,605,294,14351,1492,"https://fbref.com/en/squads/2818f8bc/2021-2022/Hertha-BSC-Stats"
"277",2022,"Hoffenheim","Bundesliga","team",32,53.2,34,21823,2385,7462,9467,5067,866,21823,525,249,47.4,275,52.4,12635,63453,31714,588,350,151,551,241,14184,1462,"https://fbref.com/en/squads/033ea6b8/2021-2022/Hoffenheim-Stats"
"278",2022,"Hoffenheim","Bundesliga","opponent",32,46.4,34,19930,2540,7577,8673,3855,671,19926,484,261,53.9,223,46.1,10875,54854,26674,509,343,123,567,260,12289,1064,"https://fbref.com/en/squads/033ea6b8/2021-2022/Hoffenheim-Stats"
"279",2022,"Inter","Serie A","team",27,56.5,38,25692,2568,8099,11248,6574,1193,25680,471,255,54.1,216,45.9,15187,75463,39052,782,500,205,544,245,18155,1768,"https://fbref.com/en/squads/d609edc0/2021-2022/Internazionale-Stats"
"280",2022,"Inter","Serie A","opponent",27,43.4,38,20754,2862,7712,9059,4209,606,20750,545,298,54.7,247,45.3,11791,60314,29576,569,497,118,522,341,13372,1088,"https://fbref.com/en/squads/d609edc0/2021-2022/Internazionale-Stats"
"281",2022,"Juventus","Serie A","team",32,51.5,38,23918,2492,7794,11044,5316,885,23911,637,367,57.6,271,42.5,13534,68320,34106,701,483,184,607,312,16334,1456,"https://fbref.com/en/squads/e0652b02/2021-2022/Juventus-Stats"
"282",2022,"Juventus","Serie A","opponent",32,48.3,38,22486,2318,6536,10230,5924,704,22479,529,293,55.4,236,44.6,13023,67673,34838,719,589,141,599,319,14939,1464,"https://fbref.com/en/squads/e0652b02/2021-2022/Juventus-Stats"
"283",2022,"Köln","Bundesliga","team",26,54.8,34,20891,2450,7559,8852,4687,781,20890,509,252,49.5,256,50.3,11262,57192,28130,550,391,105,584,258,12515,1398,"https://fbref.com/en/squads/bc357bf7/2021-2022/Koln-Stats"
"284",2022,"Köln","Bundesliga","opponent",26,44.9,34,18297,2519,7003,7569,3941,691,18296,666,377,56.6,288,43.2,9002,46912,22391,494,323,131,613,310,9972,1073,"https://fbref.com/en/squads/bc357bf7/2021-2022/Koln-Stats"
"285",2022,"Lazio","Serie A","team",27,55.4,38,26867,2495,8040,13314,5750,804,26858,610,334,54.8,274,44.9,15747,79463,41085,788,564,183,555,273,19495,1516,"https://fbref.com/en/squads/7213da33/2021-2022/Lazio-Stats"
"286",2022,"Lazio","Serie A","opponent",27,44.4,38,22493,2709,8413,9788,4540,751,22487,621,383,61.7,239,38.5,13377,65312,32244,579,442,129,535,340,15165,1276,"https://fbref.com/en/squads/7213da33/2021-2022/Lazio-Stats"
"287",2022,"Leeds United","Premier League","team",29,52.3,38,22705,2608,8521,9502,4919,789,22700,655,339,51.8,316,48.2,12260,67099,36354,671,412,170,676,298,13865,1467,"https://fbref.com/en/squads/5bfb9659/2021-2022/Leeds-United-Stats"
"288",2022,"Leeds United","Premier League","opponent",29,47.5,38,21610,2367,7145,9288,5440,949,21605,886,478,54,408,46,11522,65965,34372,700,480,208,675,379,12886,1339,"https://fbref.com/en/squads/5bfb9659/2021-2022/Leeds-United-Stats"
"289",2022,"Leicester City","Premier League","team",28,52,38,24409,2771,8575,11067,4962,746,24407,547,297,54.3,250,45.7,13897,68708,34763,622,467,157,601,368,16036,1351,"https://fbref.com/en/squads/a2d435b3/2021-2022/Leicester-City-Stats"
"290",2022,"Leicester City","Premier League","opponent",28,47.9,38,23094,2218,7065,10268,6018,1025,23085,720,414,57.5,306,42.5,13115,70989,36278,732,510,208,598,384,14699,1481,"https://fbref.com/en/squads/a2d435b3/2021-2022/Leicester-City-Stats"
"291",2022,"Lens","Ligue 1","team",28,50.7,38,24163,2058,6639,12383,5399,748,24158,594,345,58.1,250,42.1,15515,88191,47289,763,564,142,617,336,16448,1680,"https://fbref.com/en/squads/fd4e0f7d/2021-2022/Lens-Stats"
"292",2022,"Lens","Ligue 1","opponent",28,49.2,38,23589,2304,7628,11173,5042,647,23584,603,336,55.7,266,44.1,15021,80745,39797,654,530,152,600,326,15734,1314,"https://fbref.com/en/squads/fd4e0f7d/2021-2022/Lens-Stats"
"293",2022,"Levante","La Liga","team",31,47.2,38,20500,2377,7382,8840,4535,719,20487,683,348,51,335,49,10842,56754,29187,569,405,154,614,302,12487,1334,"https://fbref.com/en/squads/9800b6a1/2021-2022/Levante-Stats"
"294",2022,"Levante","La Liga","opponent",31,53.1,38,22619,2204,6680,10519,5639,842,22613,611,374,61.2,237,38.8,12819,67914,35497,716,561,187,554,321,14569,1437,"https://fbref.com/en/squads/9800b6a1/2021-2022/Levante-Stats"
"295",2022,"Leverkusen","Bundesliga","team",29,53.7,34,22247,2353,7516,10602,4364,806,22241,706,401,56.8,305,43.2,13043,70540,37410,709,494,177,608,296,14605,1334,"https://fbref.com/en/squads/c7a9f859/2021-2022/Bayer-Leverkusen-Stats"
"296",2022,"Leverkusen","Bundesliga","opponent",29,46.1,34,19814,2054,6137,9059,4819,739,19810,493,268,54.4,225,45.6,10585,55518,28219,553,404,132,649,259,12133,1277,"https://fbref.com/en/squads/c7a9f859/2021-2022/Bayer-Leverkusen-Stats"
"297",2022,"Lille","Ligue 1","team",26,50.8,38,23068,2112,6990,11083,5263,793,23063,620,313,50.5,306,49.4,14302,79012,40425,725,540,183,655,347,14980,1472,"https://fbref.com/en/squads/cb188c0c/2021-2022/Lille-Stats"
"298",2022,"Lille","Ligue 1","opponent",26,49.2,38,22618,2208,7186,10546,5121,690,22612,619,314,50.7,305,49.3,13683,71774,35932,723,553,144,688,348,14392,1459,"https://fbref.com/en/squads/cb188c0c/2021-2022/Lille-Stats"
"299",2022,"Liverpool","Premier League","team",27,62.7,38,29575,2130,7195,14176,8419,1377,29567,635,343,54,291,45.8,17262,84190,45325,885,672,290,590,366,21042,2227,"https://fbref.com/en/squads/822bd0ba/2021-2022/Liverpool-Stats"
"300",2022,"Liverpool","Premier League","opponent",27,36.7,38,19789,3363,8838,7652,3510,540,19789,577,343,59.4,233,40.4,10261,50690,24148,469,309,139,655,321,10987,898,"https://fbref.com/en/squads/822bd0ba/2021-2022/Liverpool-Stats"
"301",2022,"Lorient","Ligue 1","team",29,44.4,38,21037,2054,6869,10009,4373,597,21034,597,307,51.4,290,48.6,12358,64255,31731,569,446,126,644,332,13060,1251,"https://fbref.com/en/squads/d2c87802/2021-2022/Lorient-Stats"
"302",2022,"Lorient","Ligue 1","opponent",29,55.7,38,25266,2003,7112,12479,5929,774,25260,811,428,52.8,383,47.2,16366,86995,44986,755,581,148,680,313,17291,1603,"https://fbref.com/en/squads/d2c87802/2021-2022/Lorient-Stats"
"303",2022,"Lyon","Ligue 1","team",30,58.4,38,27712,2276,7862,13801,6302,913,27704,814,489,60.1,325,39.9,18559,92512,45471,781,625,207,704,408,19671,1739,"https://fbref.com/en/squads/d53c0b06/2021-2022/Lyon-Stats"
"304",2022,"Lyon","Ligue 1","opponent",30,41.2,38,20987,2251,7090,9512,4645,697,20979,614,335,54.6,279,45.4,12256,67465,34067,661,493,157,698,353,12856,1306,"https://fbref.com/en/squads/d53c0b06/2021-2022/Lyon-Stats"
"305",2022,"Mainz 05","Bundesliga","team",28,46.5,34,19091,1958,6504,8458,4323,753,19087,506,269,53.2,237,46.8,9358,44371,21357,444,312,114,670,295,10665,1169,"https://fbref.com/en/squads/a224b06a/2021-2022/Mainz-05-Stats"
"306",2022,"Mainz 05","Bundesliga","opponent",28,53.7,34,21598,2363,7408,9989,4405,639,21592,595,313,52.6,282,47.4,11970,59816,28841,528,399,109,653,297,13142,1186,"https://fbref.com/en/squads/a224b06a/2021-2022/Mainz-05-Stats"
"307",2022,"Mallorca","La Liga","team",33,45.3,38,19305,2231,6593,8320,4619,647,19298,612,368,60.1,244,39.9,10034,55423,27611,575,449,112,613,404,10923,1110,"https://fbref.com/en/squads/2aa12281/2021-2022/Mallorca-Stats"
"308",2022,"Mallorca","La Liga","opponent",33,54.9,38,22593,2165,6846,10513,5434,804,22585,551,303,55,248,45,12229,64575,33902,650,495,141,622,359,14251,1358,"https://fbref.com/en/squads/2aa12281/2021-2022/Mallorca-Stats"
"309",2022,"Manchester City","Premier League","team",26,67.9,38,31381,1837,6566,15281,9729,1499,31372,741,425,57.4,316,42.6,21064,110018,61200,1145,840,386,497,316,24212,2402,"https://fbref.com/en/squads/b8fd03ef/2021-2022/Manchester-City-Stats"
"310",2022,"Manchester City","Premier League","opponent",26,31.5,38,17313,3457,8404,6269,2844,464,17312,509,282,55.4,227,44.6,9091,46446,22113,392,286,119,510,271,9919,749,"https://fbref.com/en/squads/b8fd03ef/2021-2022/Manchester-City-Stats"
"311",2022,"Manchester Utd","Premier League","team",29,52.7,38,24652,2256,7391,11141,6331,883,24647,631,368,58.3,263,41.7,13954,76394,41495,784,587,213,538,333,16590,1562,"https://fbref.com/en/squads/19538871/2021-2022/Manchester-United-Stats"
"312",2022,"Manchester Utd","Premier League","opponent",29,47.1,38,23079,2490,7246,10393,5671,814,23074,608,343,56.4,265,43.6,13079,67807,33613,672,482,173,547,320,14963,1396,"https://fbref.com/en/squads/19538871/2021-2022/Manchester-United-Stats"
"313",2022,"Marseille","Ligue 1","team",27,61.7,38,27998,1932,7517,14192,6507,861,27988,573,307,53.6,266,46.4,19842,101741,52308,762,630,200,569,328,21071,1854,"https://fbref.com/en/squads/5725cc7b/2021-2022/Marseille-Stats"
"314",2022,"Marseille","Ligue 1","opponent",27,38,38,19076,2231,6674,8956,3645,518,19072,501,269,53.7,232,46.3,11717,63728,30845,502,359,130,586,324,12098,1113,"https://fbref.com/en/squads/5725cc7b/2021-2022/Marseille-Stats"
"315",2022,"Metz","Ligue 1","team",36,42.9,38,20273,2201,7342,9598,3595,412,20272,609,334,54.8,275,45.2,12090,68592,32106,572,464,90,710,364,11964,1004,"https://fbref.com/en/squads/f83960ae/2021-2022/Metz-Stats"
"316",2022,"Metz","Ligue 1","opponent",36,57.2,38,25049,1842,6819,12456,6034,910,25044,650,349,53.7,300,46.2,15412,84985,44226,732,505,163,670,411,16897,1724,"https://fbref.com/en/squads/f83960ae/2021-2022/Metz-Stats"
"317",2022,"Milan","Serie A","team",28,54,38,23507,2057,6813,10934,6067,987,23499,779,456,58.5,323,41.5,13142,77523,41919,806,583,198,627,312,15548,1468,"https://fbref.com/en/squads/dc56fe14/2021-2022/Milan-Stats"
"318",2022,"Milan","Serie A","opponent",28,45.8,38,20652,2592,7383,9057,4455,603,20647,584,302,51.7,281,48.1,11138,61760,29705,542,439,101,686,416,12736,1288,"https://fbref.com/en/squads/dc56fe14/2021-2022/Milan-Stats"
"319",2022,"Monaco","Ligue 1","team",27,54.1,38,24599,2002,6595,12120,6112,936,24590,652,366,56.1,286,43.9,15043,79820,40906,750,546,189,654,321,16188,1855,"https://fbref.com/en/squads/fd6114db/2021-2022/Monaco-Stats"
"320",2022,"Monaco","Ligue 1","opponent",27,45.8,38,22109,2567,8164,9885,4350,613,22100,701,377,53.8,324,46.2,13539,71621,33442,561,510,142,684,421,13612,1237,"https://fbref.com/en/squads/fd6114db/2021-2022/Monaco-Stats"
"321",2022,"Montpellier","Ligue 1","team",27,48.2,38,21921,2665,7961,9658,4518,574,21917,590,316,53.6,274,46.4,13539,71134,35564,604,424,95,648,340,13818,1269,"https://fbref.com/en/squads/281b0e73/2021-2022/Montpellier-Stats"
"322",2022,"Montpellier","Ligue 1","opponent",27,51.9,38,23521,2085,6735,10907,6143,907,23515,723,414,57.3,309,42.7,14765,83574,43805,905,674,219,621,316,15437,1645,"https://fbref.com/en/squads/281b0e73/2021-2022/Montpellier-Stats"
"323",2022,"Nantes","Ligue 1","team",26,43.9,38,20769,1992,6238,9782,4964,703,20764,676,333,49.3,343,50.7,11889,64267,30486,607,467,173,587,352,12477,1319,"https://fbref.com/en/squads/d7a486cd/2021-2022/Nantes-Stats"
"324",2022,"Nantes","Ligue 1","opponent",26,56.3,38,25601,2196,7815,12434,5608,796,25594,774,421,54.4,353,45.6,16563,85761,41834,697,545,146,640,332,17383,1697,"https://fbref.com/en/squads/d7a486cd/2021-2022/Nantes-Stats"
"325",2022,"Napoli","Serie A","team",27,58.3,38,26604,2258,7411,13013,6400,969,26590,595,357,60,238,40,16522,80220,42230,827,571,243,525,294,19439,1658,"https://fbref.com/en/squads/d48ad4ff/2021-2022/Napoli-Stats"
