"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Url"
"274",2022,"Hellas Verona","Serie A","opponent",31,38,659,367,305,287,67,276,589,46.9,313,425,117,308,425,1084,569,16,"https://fbref.com/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats"
"275",2022,"Hertha BSC","Bundesliga","team",36,34,546,321,294,197,55,252,544,46.3,292,377,105,272,406,952,816,15,"https://fbref.com/en/squads/2818f8bc/2021-2022/Hertha-BSC-Stats"
"276",2022,"Hertha BSC","Bundesliga","opponent",36,34,561,333,215,269,77,245,526,46.6,281,372,75,297,352,913,526,11,"https://fbref.com/en/squads/2818f8bc/2021-2022/Hertha-BSC-Stats"
"277",2022,"Hoffenheim","Bundesliga","team",32,34,483,291,191,216,76,223,484,46.1,261,390,88,302,285,768,520,17,"https://fbref.com/en/squads/033ea6b8/2021-2022/Hoffenheim-Stats"
"278",2022,"Hoffenheim","Bundesliga","opponent",32,34,516,316,280,178,58,275,524,52.5,249,414,106,308,362,878,658,11,"https://fbref.com/en/squads/033ea6b8/2021-2022/Hoffenheim-Stats"
"279",2022,"Inter","Serie A","team",27,38,588,332,265,240,83,247,545,45.3,298,360,110,250,332,920,485,11,"https://fbref.com/en/squads/d609edc0/2021-2022/Internazionale-Stats"
"280",2022,"Inter","Serie A","opponent",27,38,461,251,230,172,59,216,471,45.9,255,447,172,275,395,856,832,8,"https://fbref.com/en/squads/d609edc0/2021-2022/Internazionale-Stats"
"281",2022,"Juventus","Serie A","team",32,38,555,316,260,217,78,236,529,44.6,293,392,134,258,332,887,677,9,"https://fbref.com/en/squads/e0652b02/2021-2022/Juventus-Stats"
"282",2022,"Juventus","Serie A","opponent",32,38,582,334,277,224,81,270,637,42.4,367,389,120,269,364,946,570,12,"https://fbref.com/en/squads/e0652b02/2021-2022/Juventus-Stats"
"283",2022,"Köln","Bundesliga","team",26,34,598,361,264,246,88,288,665,43.3,377,442,99,343,426,1024,628,10,"https://fbref.com/en/squads/bc357bf7/2021-2022/Koln-Stats"
"284",2022,"Köln","Bundesliga","opponent",26,34,514,324,218,228,68,256,508,50.4,252,395,95,300,367,881,880,9,"https://fbref.com/en/squads/bc357bf7/2021-2022/Koln-Stats"
"285",2022,"Lazio","Serie A","team",27,38,578,339,246,255,77,238,621,38.3,383,416,144,272,315,893,565,10,"https://fbref.com/en/squads/7213da33/2021-2022/Lazio-Stats"
"286",2022,"Lazio","Serie A","opponent",27,38,547,319,243,223,81,274,608,45.1,334,351,89,262,399,946,621,14,"https://fbref.com/en/squads/7213da33/2021-2022/Lazio-Stats"
"287",2022,"Leeds United","Premier League","team",29,38,787,437,396,298,93,408,886,46,478,473,143,330,395,1182,621,15,"https://fbref.com/en/squads/5bfb9659/2021-2022/Leeds-United-Stats"
"288",2022,"Leeds United","Premier League","opponent",29,38,614,351,282,248,84,316,655,48.2,339,459,138,321,398,1012,735,20,"https://fbref.com/en/squads/5bfb9659/2021-2022/Leeds-United-Stats"
"289",2022,"Leicester City","Premier League","team",28,38,690,384,336,270,84,306,720,42.5,414,469,146,323,367,1057,777,15,"https://fbref.com/en/squads/a2d435b3/2021-2022/Leicester-City-Stats"
"290",2022,"Leicester City","Premier League","opponent",28,38,618,370,262,264,92,250,547,45.7,297,455,117,338,400,1018,630,13,"https://fbref.com/en/squads/a2d435b3/2021-2022/Leicester-City-Stats"
"291",2022,"Lens","Ligue 1","team",28,38,591,359,273,243,75,266,602,44.2,336,360,99,261,455,1046,616,7,"https://fbref.com/en/squads/fd4e0f7d/2021-2022/Lens-Stats"
"292",2022,"Lens","Ligue 1","opponent",28,38,585,333,296,228,61,249,594,41.9,345,369,119,250,474,1059,613,17,"https://fbref.com/en/squads/fd4e0f7d/2021-2022/Lens-Stats"
"293",2022,"Levante","La Liga","team",31,38,558,305,268,212,78,237,611,38.8,374,326,110,216,377,935,735,12,"https://fbref.com/en/squads/9800b6a1/2021-2022/Levante-Stats"
"294",2022,"Levante","La Liga","opponent",31,38,637,384,345,238,54,335,683,49,348,379,107,272,327,964,621,17,"https://fbref.com/en/squads/9800b6a1/2021-2022/Levante-Stats"
"295",2022,"Leverkusen","Bundesliga","team",29,34,484,281,235,199,50,225,493,45.6,268,350,101,249,360,844,620,12,"https://fbref.com/en/squads/c7a9f859/2021-2022/Bayer-Leverkusen-Stats"
"296",2022,"Leverkusen","Bundesliga","opponent",29,34,601,347,272,246,83,305,706,43.2,401,395,95,300,414,1015,588,13,"https://fbref.com/en/squads/c7a9f859/2021-2022/Bayer-Leverkusen-Stats"
"297",2022,"Lille","Ligue 1","team",26,38,653,359,310,274,69,305,619,49.3,314,351,111,240,377,1030,672,6,"https://fbref.com/en/squads/cb188c0c/2021-2022/Lille-Stats"
"298",2022,"Lille","Ligue 1","opponent",26,38,653,395,321,262,70,306,619,49.4,313,410,101,309,437,1090,601,10,"https://fbref.com/en/squads/cb188c0c/2021-2022/Lille-Stats"
"299",2022,"Liverpool","Premier League","team",27,38,554,320,207,240,107,233,576,40.5,343,359,74,285,340,894,523,8,"https://fbref.com/en/squads/822bd0ba/2021-2022/Liverpool-Stats"
"300",2022,"Liverpool","Premier League","opponent",27,38,657,350,407,211,39,291,634,45.9,343,542,212,330,487,1144,999,18,"https://fbref.com/en/squads/822bd0ba/2021-2022/Liverpool-Stats"
"301",2022,"Lorient","Ligue 1","team",29,38,696,412,337,292,67,383,811,47.2,428,405,115,290,412,1108,776,9,"https://fbref.com/en/squads/d2c87802/2021-2022/Lorient-Stats"
"302",2022,"Lorient","Ligue 1","opponent",29,38,622,388,267,270,85,290,597,48.6,307,373,116,257,392,1014,540,9,"https://fbref.com/en/squads/d2c87802/2021-2022/Lorient-Stats"
"303",2022,"Lyon","Ligue 1","team",30,38,632,367,264,270,98,279,614,45.4,335,385,91,294,396,1028,621,17,"https://fbref.com/en/squads/d53c0b06/2021-2022/Lyon-Stats"
"304",2022,"Lyon","Ligue 1","opponent",30,38,733,403,382,279,72,325,814,39.9,489,435,147,288,485,1218,629,9,"https://fbref.com/en/squads/d53c0b06/2021-2022/Lyon-Stats"
"305",2022,"Mainz 05","Bundesliga","team",28,34,579,305,291,220,68,282,595,47.4,313,404,94,310,439,1018,584,9,"https://fbref.com/en/squads/a224b06a/2021-2022/Mainz-05-Stats"
"306",2022,"Mainz 05","Bundesliga","opponent",28,34,532,312,244,231,57,237,506,46.8,269,385,105,280,359,891,748,10,"https://fbref.com/en/squads/a224b06a/2021-2022/Mainz-05-Stats"
"307",2022,"Mallorca","La Liga","team",33,38,607,332,301,235,71,248,551,45,303,374,119,255,344,951,826,9,"https://fbref.com/en/squads/2aa12281/2021-2022/Mallorca-Stats"
"308",2022,"Mallorca","La Liga","opponent",33,38,648,351,257,304,87,244,612,39.9,368,377,121,256,306,954,746,10,"https://fbref.com/en/squads/2aa12281/2021-2022/Mallorca-Stats"
"309",2022,"Manchester City","Premier League","team",26,38,498,284,183,214,101,227,509,44.6,282,267,55,212,279,777,403,7,"https://fbref.com/en/squads/b8fd03ef/2021-2022/Manchester-City-Stats"
"310",2022,"Manchester City","Premier League","opponent",26,38,632,359,392,194,46,316,741,42.6,425,509,209,300,374,1006,909,24,"https://fbref.com/en/squads/b8fd03ef/2021-2022/Manchester-City-Stats"
"311",2022,"Manchester Utd","Premier League","team",29,38,585,358,320,197,68,265,608,43.6,343,404,133,271,340,925,704,20,"https://fbref.com/en/squads/19538871/2021-2022/Manchester-United-Stats"
"312",2022,"Manchester Utd","Premier League","opponent",29,38,596,347,273,228,95,263,631,41.7,368,468,143,325,430,1026,686,17,"https://fbref.com/en/squads/19538871/2021-2022/Manchester-United-Stats"
"313",2022,"Marseille","Ligue 1","team",27,38,556,319,252,238,66,232,501,46.3,269,263,65,198,327,883,437,10,"https://fbref.com/en/squads/5725cc7b/2021-2022/Marseille-Stats"
"314",2022,"Marseille","Ligue 1","opponent",27,38,594,351,307,210,77,266,573,46.4,307,414,127,287,404,998,610,5,"https://fbref.com/en/squads/5725cc7b/2021-2022/Marseille-Stats"
"315",2022,"Metz","Ligue 1","team",36,38,711,442,395,275,41,300,649,46.2,349,452,139,313,507,1218,782,11,"https://fbref.com/en/squads/f83960ae/2021-2022/Metz-Stats"
"316",2022,"Metz","Ligue 1","opponent",36,38,639,387,244,303,92,275,609,45.2,334,355,96,259,359,998,504,4,"https://fbref.com/en/squads/f83960ae/2021-2022/Metz-Stats"
"317",2022,"Milan","Serie A","team",28,38,697,421,304,288,105,281,583,48.2,302,371,110,261,355,1052,477,12,"https://fbref.com/en/squads/dc56fe14/2021-2022/Milan-Stats"
"318",2022,"Milan","Serie A","opponent",28,38,635,352,318,250,67,323,779,41.5,456,431,158,273,356,991,722,16,"https://fbref.com/en/squads/dc56fe14/2021-2022/Milan-Stats"
"319",2022,"Monaco","Ligue 1","team",27,38,745,435,292,368,85,324,701,46.2,377,378,103,275,424,1169,487,10,"https://fbref.com/en/squads/fd6114db/2021-2022/Monaco-Stats"
"320",2022,"Monaco","Ligue 1","opponent",27,38,607,360,308,246,53,286,652,43.9,366,407,113,294,506,1113,806,9,"https://fbref.com/en/squads/fd6114db/2021-2022/Monaco-Stats"
"321",2022,"Montpellier","Ligue 1","team",27,38,625,380,340,210,75,309,723,42.7,414,363,134,229,356,981,675,13,"https://fbref.com/en/squads/281b0e73/2021-2022/Montpellier-Stats"
"322",2022,"Montpellier","Ligue 1","opponent",27,38,614,384,266,246,102,274,590,46.4,316,376,120,256,411,1025,683,9,"https://fbref.com/en/squads/281b0e73/2021-2022/Montpellier-Stats"
"323",2022,"Nantes","Ligue 1","team",26,38,685,405,331,262,92,353,774,45.6,421,419,136,283,415,1100,680,9,"https://fbref.com/en/squads/d7a486cd/2021-2022/Nantes-Stats"
"324",2022,"Nantes","Ligue 1","opponent",26,38,695,409,386,233,76,343,676,50.7,333,319,93,226,357,1052,666,10,"https://fbref.com/en/squads/d7a486cd/2021-2022/Nantes-Stats"
"325",2022,"Napoli","Serie A","team",27,38,550,327,246,227,77,268,617,43.4,349,371,108,263,296,846,510,8,"https://fbref.com/en/squads/d48ad4ff/2021-2022/Napoli-Stats"
"326",2022,"Napoli","Serie A","opponent",27,38,532,320,248,220,64,238,595,40,357,455,155,300,397,929,613,19,"https://fbref.com/en/squads/d48ad4ff/2021-2022/Napoli-Stats"
"327",2022,"Newcastle Utd","Premier League","team",29,38,659,383,334,266,59,304,641,47.4,337,420,162,258,360,1019,776,14,"https://fbref.com/en/squads/b2b47a98/2021-2022/Newcastle-United-Stats"
"328",2022,"Newcastle Utd","Premier League","opponent",29,38,632,364,298,260,74,273,632,43.2,359,373,120,253,268,900,665,12,"https://fbref.com/en/squads/b2b47a98/2021-2022/Newcastle-United-Stats"
"329",2022,"Nice","Ligue 1","team",27,38,610,369,291,253,66,314,590,53.2,276,392,119,273,441,1051,595,7,"https://fbref.com/en/squads/132ebc33/2021-2022/Nice-Stats"
"330",2022,"Nice","Ligue 1","opponent",27,38,658,386,321,252,85,310,697,44.5,387,372,100,272,381,1039,677,9,"https://fbref.com/en/squads/132ebc33/2021-2022/Nice-Stats"
"331",2022,"Norwich City","Premier League","team",28,38,614,368,322,242,50,297,714,41.6,417,450,180,270,381,995,860,14,"https://fbref.com/en/squads/1c781004/2021-2022/Norwich-City-Stats"
"332",2022,"Norwich City","Premier League","opponent",28,38,596,363,273,234,89,283,581,48.7,298,382,115,267,330,926,586,13,"https://fbref.com/en/squads/1c781004/2021-2022/Norwich-City-Stats"
"333",2022,"Osasuna","La Liga","team",29,38,577,331,270,236,71,251,598,42,347,340,115,225,368,945,758,5,"https://fbref.com/en/squads/03c57e2b/2021-2022/Osasuna-Stats"
"334",2022,"Osasuna","La Liga","opponent",29,38,515,326,265,204,46,206,467,44.1,261,355,99,256,353,868,843,15,"https://fbref.com/en/squads/03c57e2b/2021-2022/Osasuna-Stats"
"335",2022,"Paris S-G","Ligue 1","team",36,38,607,360,229,276,102,290,599,48.4,309,330,106,224,303,910,437,14,"https://fbref.com/en/squads/e2d8892c/2021-2022/Paris-Saint-Germain-Stats"
"336",2022,"Paris S-G","Ligue 1","opponent",36,38,729,393,417,240,72,381,871,43.7,490,380,127,253,455,1184,571,8,"https://fbref.com/en/squads/e2d8892c/2021-2022/Paris-Saint-Germain-Stats"
"337",2022,"RB Leipzig","Bundesliga","team",29,34,499,289,218,222,59,219,512,42.8,293,399,81,318,349,848,523,12,"https://fbref.com/en/squads/acbb6a5b/2021-2022/RB-Leipzig-Stats"
"338",2022,"RB Leipzig","Bundesliga","opponent",29,34,569,318,272,231,66,213,560,38,347,389,96,293,402,971,569,11,"https://fbref.com/en/squads/acbb6a5b/2021-2022/RB-Leipzig-Stats"
"339",2022,"Rayo Vallecano","La Liga","team",28,38,621,359,320,237,64,280,688,40.7,408,410,95,315,365,986,686,9,"https://fbref.com/en/squads/98e8af82/2021-2022/Rayo-Vallecano-Stats"
"340",2022,"Rayo Vallecano","La Liga","opponent",28,38,653,391,304,274,75,282,639,44.1,357,400,130,270,343,996,711,15,"https://fbref.com/en/squads/98e8af82/2021-2022/Rayo-Vallecano-Stats"
"341",2022,"Real Madrid","La Liga","team",31,38,560,345,281,195,84,211,502,42,291,379,114,265,334,894,526,17,"https://fbref.com/en/squads/53a2f082/2021-2022/Real-Madrid-Stats"
"342",2022,"Real Madrid","La Liga","opponent",31,38,601,346,347,159,95,324,780,41.5,456,443,161,282,342,943,696,16,"https://fbref.com/en/squads/53a2f082/2021-2022/Real-Madrid-Stats"
"343",2022,"Real Sociedad","La Liga","team",32,38,586,339,271,234,81,260,546,47.6,286,382,105,277,348,934,703,6,"https://fbref.com/en/squads/e31d1cd9/2021-2022/Real-Sociedad-Stats"
"344",2022,"Real Sociedad","La Liga","opponent",32,38,701,415,344,276,81,310,670,46.3,360,424,117,307,339,1040,693,9,"https://fbref.com/en/squads/e31d1cd9/2021-2022/Real-Sociedad-Stats"
"345",2022,"Reims","Ligue 1","team",35,38,615,365,328,221,66,286,629,45.5,343,460,154,306,493,1108,753,7,"https://fbref.com/en/squads/7fdd64e0/2021-2022/Reims-Stats"
"346",2022,"Reims","Ligue 1","opponent",35,38,589,335,246,251,92,265,594,44.6,329,368,86,282,367,956,551,9,"https://fbref.com/en/squads/7fdd64e0/2021-2022/Reims-Stats"
"347",2022,"Rennes","Ligue 1","team",28,38,546,318,234,215,97,261,550,47.5,289,347,92,255,315,861,646,12,"https://fbref.com/en/squads/b3072e00/2021-2022/Rennes-Stats"
"348",2022,"Rennes","Ligue 1","opponent",28,38,512,295,240,212,60,243,530,45.8,287,396,137,259,392,904,665,11,"https://fbref.com/en/squads/b3072e00/2021-2022/Rennes-Stats"
"349",2022,"Roma","Serie A","team",29,38,613,362,282,253,78,283,622,45.5,339,383,82,301,385,998,552,9,"https://fbref.com/en/squads/cf74a709/2021-2022/Roma-Stats"
"350",2022,"Roma","Serie A","opponent",29,38,586,361,290,226,70,299,630,47.5,331,402,165,237,383,969,722,5,"https://fbref.com/en/squads/cf74a709/2021-2022/Roma-Stats"
"351",2022,"Saint-Étienne","Ligue 1","team",39,38,695,397,341,265,89,295,638,46.2,343,398,93,305,452,1147,563,10,"https://fbref.com/en/squads/d298ef2c/2021-2022/Saint-Etienne-Stats"
"352",2022,"Saint-Étienne","Ligue 1","opponent",39,38,737,415,316,321,100,339,736,46.1,397,380,105,275,402,1139,591,16,"https://fbref.com/en/squads/d298ef2c/2021-2022/Saint-Etienne-Stats"
"353",2022,"Salernitana","Serie A","team",42,38,541,321,274,208,59,277,579,47.8,302,394,146,248,353,894,777,3,"https://fbref.com/en/squads/c5577084/2021-2022/Salernitana-Stats"
"354",2022,"Salernitana","Serie A","opponent",42,38,602,341,267,244,91,272,586,46.4,314,373,114,259,315,917,702,12,"https://fbref.com/en/squads/c5577084/2021-2022/Salernitana-Stats"
"355",2022,"Sampdoria","Serie A","team",34,38,562,327,277,217,68,288,629,45.8,341,383,134,249,443,1005,723,11,"https://fbref.com/en/squads/8ff9e3b3/2021-2022/Sampdoria-Stats"
"356",2022,"Sampdoria","Serie A","opponent",34,38,464,276,177,196,91,194,422,46,228,410,108,302,363,827,631,7,"https://fbref.com/en/squads/8ff9e3b3/2021-2022/Sampdoria-Stats"
"357",2022,"Sassuolo","Serie A","team",29,38,482,271,252,163,67,236,574,41.1,338,422,127,295,314,796,664,19,"https://fbref.com/en/squads/e2befd26/2021-2022/Sassuolo-Stats"
"358",2022,"Sassuolo","Serie A","opponent",29,38,661,371,286,271,104,275,678,40.6,403,440,154,286,374,1035,573,12,"https://fbref.com/en/squads/e2befd26/2021-2022/Sassuolo-Stats"
"359",2022,"Sevilla","La Liga","team",33,38,534,302,252,211,71,236,542,43.5,306,367,124,243,270,804,603,18,"https://fbref.com/en/squads/ad2be733/2021-2022/Sevilla-Stats"
"360",2022,"Sevilla","La Liga","opponent",33,38,609,353,312,203,94,283,588,48.1,305,344,91,253,348,957,748,8,"https://fbref.com/en/squads/ad2be733/2021-2022/Sevilla-Stats"
"361",2022,"Southampton","Premier League","team",25,38,602,340,285,243,74,248,581,42.7,333,430,132,298,446,1048,795,13,"https://fbref.com/en/squads/33c895d4/2021-2022/Southampton-Stats"
"362",2022,"Southampton","Premier League","opponent",25,38,640,357,309,249,82,274,624,43.9,350,438,137,301,349,989,820,18,"https://fbref.com/en/squads/33c895d4/2021-2022/Southampton-Stats"
"363",2022,"Spezia","Serie A","team",30,38,580,343,301,205,74,266,585,45.5,319,465,176,289,372,952,736,8,"https://fbref.com/en/squads/68449f6d/2021-2022/Spezia-Stats"
"364",2022,"Spezia","Serie A","opponent",30,38,607,366,270,234,103,254,546,46.5,292,388,105,283,334,941,514,7,"https://fbref.com/en/squads/68449f6d/2021-2022/Spezia-Stats"
"365",2022,"Strasbourg","Ligue 1","team",26,38,660,392,302,257,101,293,626,46.8,333,380,93,287,433,1093,563,6,"https://fbref.com/en/squads/c0d3eab4/2021-2022/Strasbourg-Stats"
"366",2022,"Strasbourg","Ligue 1","opponent",26,38,526,284,269,199,58,226,498,45.4,272,348,99,249,406,932,771,19,"https://fbref.com/en/squads/c0d3eab4/2021-2022/Strasbourg-Stats"
"367",2022,"Stuttgart","Bundesliga","team",34,34,532,307,231,236,65,241,530,45.5,289,386,124,262,342,874,708,8,"https://fbref.com/en/squads/598bc722/2021-2022/Stuttgart-Stats"
"368",2022,"Stuttgart","Bundesliga","opponent",34,34,623,346,279,268,76,321,693,46.3,372,390,109,281,345,968,607,7,"https://fbref.com/en/squads/598bc722/2021-2022/Stuttgart-Stats"
"369",2022,"Torino","Serie A","team",31,38,531,314,223,234,74,228,440,51.8,212,375,108,267,423,954,651,4,"https://fbref.com/en/squads/105360fe/2021-2022/Torino-Stats"
"370",2022,"Torino","Serie A","opponent",31,38,502,284,267,190,45,216,511,42.3,295,390,123,267,300,802,625,9,"https://fbref.com/en/squads/105360fe/2021-2022/Torino-Stats"
"371",2022,"Tottenham","Premier League","team",25,38,598,349,286,244,68,262,584,44.9,322,470,161,309,355,953,793,15,"https://fbref.com/en/squads/361ca564/2021-2022/Tottenham-Hotspur-Stats"
"372",2022,"Tottenham","Premier League","opponent",25,38,632,369,278,267,87,291,666,43.7,375,419,135,284,368,1000,676,10,"https://fbref.com/en/squads/361ca564/2021-2022/Tottenham-Hotspur-Stats"
"373",2022,"Troyes","Ligue 1","team",35,38,636,351,351,221,64,285,625,45.6,340,375,107,268,430,1066,656,8,"https://fbref.com/en/squads/54195385/2021-2022/Troyes-Stats"
"374",2022,"Troyes","Ligue 1","opponent",35,38,590,356,257,256,77,268,586,45.7,318,361,79,282,379,969,597,4,"https://fbref.com/en/squads/54195385/2021-2022/Troyes-Stats"
"375",2022,"Udinese","Serie A","team",29,38,622,350,282,271,69,284,643,44.2,359,432,122,310,351,973,671,12,"https://fbref.com/en/squads/04eea015/2021-2022/Udinese-Stats"
"376",2022,"Udinese","Serie A","opponent",29,38,650,363,301,254,95,316,679,46.5,363,390,126,264,340,990,611,9,"https://fbref.com/en/squads/04eea015/2021-2022/Udinese-Stats"
"377",2022,"Union Berlin","Bundesliga","team",28,34,538,296,266,223,49,268,568,47.2,300,322,90,232,376,914,657,7,"https://fbref.com/en/squads/7a41008f/2021-2022/Union-Berlin-Stats"
"378",2022,"Union Berlin","Bundesliga","opponent",28,34,399,227,186,163,50,168,412,40.8,244,350,71,279,354,753,641,15,"https://fbref.com/en/squads/7a41008f/2021-2022/Union-Berlin-Stats"
"379",2022,"Valencia","La Liga","team",34,38,591,364,289,217,85,266,623,42.7,357,373,93,280,339,930,746,8,"https://fbref.com/en/squads/dcc91a7b/2021-2022/Valencia-Stats"
"380",2022,"Valencia","La Liga","opponent",34,38,576,335,299,211,66,282,642,43.9,360,314,90,224,286,862,795,7,"https://fbref.com/en/squads/dcc91a7b/2021-2022/Valencia-Stats"
"381",2022,"Venezia","Serie A","team",39,38,613,352,325,217,71,273,626,43.6,353,495,202,293,388,1001,865,13,"https://fbref.com/en/squads/af5d5982/2021-2022/Venezia-Stats"
"382",2022,"Venezia","Serie A","opponent",39,38,589,341,251,246,92,276,576,47.9,300,377,82,295,370,959,560,5,"https://fbref.com/en/squads/af5d5982/2021-2022/Venezia-Stats"
"383",2022,"Villarreal","La Liga","team",29,38,538,312,250,197,91,229,476,48.1,247,330,109,221,329,867,644,16,"https://fbref.com/en/squads/2a8183b3/2021-2022/Villarreal-Stats"
"384",2022,"Villarreal","La Liga","opponent",29,38,628,380,310,234,84,296,746,39.7,450,469,112,357,387,1015,690,11,"https://fbref.com/en/squads/2a8183b3/2021-2022/Villarreal-Stats"
"385",2022,"Watford","Premier League","team",30,38,614,356,341,213,60,278,626,44.4,348,440,148,292,444,1058,899,19,"https://fbref.com/en/squads/2abfe087/2021-2022/Watford-Stats"
"386",2022,"Watford","Premier League","opponent",30,38,745,438,356,287,102,356,751,47.4,395,377,93,284,347,1092,608,15,"https://fbref.com/en/squads/2abfe087/2021-2022/Watford-Stats"
"387",2022,"West Ham","Premier League","team",25,38,534,301,273,199,62,240,557,43.1,317,420,175,245,374,908,781,5,"https://fbref.com/en/squads/7c21e445/2021-2022/West-Ham-United-Stats"
"388",2022,"West Ham","Premier League","opponent",25,38,533,324,284,184,65,239,545,43.9,306,408,133,275,337,870,776,9,"https://fbref.com/en/squads/7c21e445/2021-2022/West-Ham-United-Stats"
"389",2022,"Wolfsburg","Bundesliga","team",30,34,539,298,278,201,60,257,540,47.6,283,388,103,285,388,927,740,9,"https://fbref.com/en/squads/4eaa11d7/2021-2022/Wolfsburg-Stats"
"390",2022,"Wolfsburg","Bundesliga","opponent",30,34,506,282,207,228,71,222,541,41,319,356,94,262,349,855,583,10,"https://fbref.com/en/squads/4eaa11d7/2021-2022/Wolfsburg-Stats"
"391",2022,"Wolves","Premier League","team",26,38,673,377,377,242,54,273,671,40.7,398,437,135,302,389,1062,820,20,"https://fbref.com/en/squads/8cec06e1/2021-2022/Wolverhampton-Wanderers-Stats"
"392",2022,"Wolves","Premier League","opponent",26,38,662,388,297,277,88,321,771,41.6,450,404,108,296,383,1045,630,14,"https://fbref.com/en/squads/8cec06e1/2021-2022/Wolverhampton-Wanderers-Stats"
"393",2023,"Ajaccio","Ligue 1","team",36,38,637,382,321,236,80,313,694,45.1,381,359,85,274,420,1057,670,10,"https://fbref.com/en/squads/7a54bb4f/2022-2023/Ajaccio-Stats"
"394",2023,"Ajaccio","Ligue 1","opponent",36,38,601,366,264,267,70,277,562,49.3,285,386,77,309,349,950,613,5,"https://fbref.com/en/squads/7a54bb4f/2022-2023/Ajaccio-Stats"
"395",2023,"Almería","La Liga","team",29,38,557,322,292,202,63,280,623,44.9,343,435,122,313,322,879,855,13,"https://fbref.com/en/squads/78ecf4bb/2022-2023/Almeria-Stats"
"396",2023,"Almería","La Liga","opponent",29,38,591,369,274,233,84,310,606,51.2,296,373,108,265,249,840,553,14,"https://fbref.com/en/squads/78ecf4bb/2022-2023/Almeria-Stats"
"397",2023,"Angers","Ligue 1","team",33,38,652,386,311,268,73,310,610,50.8,300,402,99,303,375,1027,605,13,"https://fbref.com/en/squads/69236f98/2022-2023/Angers-Stats"
"398",2023,"Angers","Ligue 1","opponent",33,38,741,450,348,293,100,392,833,47.1,441,347,84,263,370,1111,526,11,"https://fbref.com/en/squads/69236f98/2022-2023/Angers-Stats"
"399",2023,"Arsenal","Premier League","team",26,38,568,343,238,212,118,249,510,48.8,261,362,86,276,237,805,599,23,"https://fbref.com/en/squads/18bb7c10/2022-2023/Arsenal-Stats"
"400",2023,"Arsenal","Premier League","opponent",26,38,668,387,402,202,64,290,648,44.8,358,516,186,330,360,1028,841,21,"https://fbref.com/en/squads/18bb7c10/2022-2023/Arsenal-Stats"
"401",2023,"Aston Villa","Premier League","team",26,38,632,338,305,251,76,312,648,48.1,336,438,118,320,324,956,714,14,"https://fbref.com/en/squads/8602292d/2022-2023/Aston-Villa-Stats"
"402",2023,"Aston Villa","Premier League","opponent",26,38,650,370,305,237,108,279,572,48.8,293,413,127,286,332,982,635,10,"https://fbref.com/en/squads/8602292d/2022-2023/Aston-Villa-Stats"
"403",2023,"Atalanta","Serie A","team",27,38,636,364,291,272,73,312,634,49.2,322,455,93,362,421,1057,613,12,"https://fbref.com/en/squads/922493f3/2022-2023/Atalanta-Stats"
"404",2023,"Atalanta","Serie A","opponent",27,38,742,458,420,245,77,355,695,51.1,340,454,133,321,360,1102,704,9,"https://fbref.com/en/squads/922493f3/2022-2023/Atalanta-Stats"
"405",2023,"Athletic Club","La Liga","team",26,38,608,369,267,254,87,322,642,50.2,320,415,95,320,310,918,598,14,"https://fbref.com/en/squads/2b390eca/2022-2023/Athletic-Club-Stats"
"406",2023,"Athletic Club","La Liga","opponent",26,38,656,416,374,212,70,305,652,46.8,347,449,147,302,384,1040,839,17,"https://fbref.com/en/squads/2b390eca/2022-2023/Athletic-Club-Stats"
"407",2023,"Atlético Madrid","La Liga","team",27,38,667,408,332,245,90,334,685,48.8,351,396,103,293,304,971,704,9,"https://fbref.com/en/squads/db3b9613/2022-2023/Atletico-Madrid-Stats"
"408",2023,"Atlético Madrid","La Liga","opponent",27,38,539,317,271,181,87,262,584,44.9,322,445,134,311,368,907,663,14,"https://fbref.com/en/squads/db3b9613/2022-2023/Atletico-Madrid-Stats"
"409",2023,"Augsburg","Bundesliga","team",34,34,522,299,251,202,69,232,479,48.4,247,428,125,303,286,808,755,14,"https://fbref.com/en/squads/0cdc4311/2022-2023/Augsburg-Stats"
"410",2023,"Augsburg","Bundesliga","opponent",34,34,500,302,231,200,69,234,436,53.7,202,387,99,288,262,762,701,7,"https://fbref.com/en/squads/0cdc4311/2022-2023/Augsburg-Stats"
"411",2023,"Auxerre","Ligue 1","team",33,38,674,378,337,263,74,313,678,46.2,365,441,118,323,454,1128,782,11,"https://fbref.com/en/squads/5ae09109/2022-2023/Auxerre-Stats"
"412",2023,"Auxerre","Ligue 1","opponent",33,38,639,393,276,267,96,319,656,48.6,337,379,98,281,361,1000,584,8,"https://fbref.com/en/squads/5ae09109/2022-2023/Auxerre-Stats"
"413",2023,"Barcelona","La Liga","team",29,38,522,324,211,216,95,227,498,45.6,271,353,82,271,253,775,439,17,"https://fbref.com/en/squads/206d90db/2022-2023/Barcelona-Stats"
