"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Url"
"134",2021,"Nîmes","Ligue 1","opponent",33,38,658,419,292,288,78,296,616,48.1,320,341,89,252,444,1102,615,6,"https://fbref.com/en/squads/1cbf5f9e/2020-2021/Nimes-Stats"
"135",2021,"Osasuna","La Liga","team",28,38,524,281,223,217,84,224,552,40.6,328,349,100,249,392,916,774,7,"https://fbref.com/en/squads/03c57e2b/2020-2021/Osasuna-Stats"
"136",2021,"Osasuna","La Liga","opponent",28,38,505,309,252,195,58,195,440,44.3,245,312,79,233,338,843,694,7,"https://fbref.com/en/squads/03c57e2b/2020-2021/Osasuna-Stats"
"137",2021,"Paris S-G","Ligue 1","team",33,38,609,385,217,278,114,293,700,41.9,407,327,81,246,373,982,448,22,"https://fbref.com/en/squads/e2d8892c/2020-2021/Paris-Saint-Germain-Stats"
"138",2021,"Paris S-G","Ligue 1","opponent",33,38,706,385,402,217,87,358,847,42.3,489,340,103,237,535,1241,671,22,"https://fbref.com/en/squads/e2d8892c/2020-2021/Paris-Saint-Germain-Stats"
"139",2021,"Parma","Serie A","team",42,38,585,317,317,215,53,269,695,38.7,426,412,116,296,463,1048,806,14,"https://fbref.com/en/squads/eab4234c/2020-2021/Parma-Stats"
"140",2021,"Parma","Serie A","opponent",42,38,519,302,221,209,89,227,589,38.5,362,362,96,266,414,933,593,7,"https://fbref.com/en/squads/eab4234c/2020-2021/Parma-Stats"
"141",2021,"RB Leipzig","Bundesliga","team",25,34,460,305,167,229,64,190,460,41.3,270,336,63,273,353,813,504,5,"https://fbref.com/en/squads/acbb6a5b/2020-2021/RB-Leipzig-Stats"
"142",2021,"RB Leipzig","Bundesliga","opponent",25,34,534,303,244,227,63,208,523,39.8,315,429,127,302,520,1054,696,9,"https://fbref.com/en/squads/acbb6a5b/2020-2021/RB-Leipzig-Stats"
"143",2021,"Real Madrid","La Liga","team",30,38,531,318,266,188,77,192,532,36.1,340,344,83,261,398,929,544,12,"https://fbref.com/en/squads/53a2f082/2020-2021/Real-Madrid-Stats"
"144",2021,"Real Madrid","La Liga","opponent",30,38,531,295,277,184,70,216,645,33.5,429,418,133,285,380,911,707,16,"https://fbref.com/en/squads/53a2f082/2020-2021/Real-Madrid-Stats"
"145",2021,"Real Sociedad","La Liga","team",30,38,547,322,240,227,80,200,480,41.7,280,353,96,257,315,862,563,5,"https://fbref.com/en/squads/e31d1cd9/2020-2021/Real-Sociedad-Stats"
"146",2021,"Real Sociedad","La Liga","opponent",30,38,531,311,253,212,66,220,550,40,330,413,104,309,379,910,710,16,"https://fbref.com/en/squads/e31d1cd9/2020-2021/Real-Sociedad-Stats"
"147",2021,"Reims","Ligue 1","team",29,38,656,372,336,242,78,276,645,42.8,369,335,121,214,487,1143,762,18,"https://fbref.com/en/squads/7fdd64e0/2020-2021/Reims-Stats"
"148",2021,"Reims","Ligue 1","opponent",29,38,575,336,257,218,100,298,669,44.5,371,272,77,195,455,1030,524,9,"https://fbref.com/en/squads/7fdd64e0/2020-2021/Reims-Stats"
"149",2021,"Rennes","Ligue 1","team",32,38,587,337,242,254,91,234,564,41.5,330,347,74,273,361,948,510,12,"https://fbref.com/en/squads/b3072e00/2020-2021/Rennes-Stats"
"150",2021,"Rennes","Ligue 1","opponent",32,38,552,318,291,213,48,265,671,39.5,406,379,130,249,519,1071,748,14,"https://fbref.com/en/squads/b3072e00/2020-2021/Rennes-Stats"
"151",2021,"Roma","Serie A","team",31,38,478,273,192,218,68,206,582,35.4,376,360,83,277,489,967,521,26,"https://fbref.com/en/squads/cf74a709/2020-2021/Roma-Stats"
"152",2021,"Roma","Serie A","opponent",31,38,490,290,257,180,53,266,663,40.1,397,421,137,284,452,942,637,16,"https://fbref.com/en/squads/cf74a709/2020-2021/Roma-Stats"
"153",2021,"Saint-Étienne","Ligue 1","team",40,38,716,428,394,253,69,326,700,46.6,374,374,88,286,471,1187,665,10,"https://fbref.com/en/squads/d298ef2c/2020-2021/Saint-Etienne-Stats"
"154",2021,"Saint-Étienne","Ligue 1","opponent",40,38,733,435,320,309,104,370,802,46.1,432,377,106,271,447,1180,704,8,"https://fbref.com/en/squads/d298ef2c/2020-2021/Saint-Etienne-Stats"
"155",2021,"Sampdoria","Serie A","team",27,38,576,326,275,235,66,251,634,39.6,383,470,154,316,453,1029,745,6,"https://fbref.com/en/squads/8ff9e3b3/2020-2021/Sampdoria-Stats"
"156",2021,"Sampdoria","Serie A","opponent",27,38,479,293,210,200,69,192,484,39.7,292,396,125,271,460,939,785,16,"https://fbref.com/en/squads/8ff9e3b3/2020-2021/Sampdoria-Stats"
"157",2021,"Sassuolo","Serie A","team",28,38,528,310,276,164,88,241,543,44.4,302,383,141,242,426,954,629,11,"https://fbref.com/en/squads/e2befd26/2020-2021/Sassuolo-Stats"
"158",2021,"Sassuolo","Serie A","opponent",28,38,603,345,332,194,77,290,718,40.4,428,445,155,290,442,1045,631,10,"https://fbref.com/en/squads/e2befd26/2020-2021/Sassuolo-Stats"
"159",2021,"Schalke 04","Bundesliga","team",42,34,552,337,283,224,45,203,546,37.2,343,437,143,294,411,963,693,12,"https://fbref.com/en/squads/c539e393/2020-2021/Schalke-04-Stats"
"160",2021,"Schalke 04","Bundesliga","opponent",42,34,636,370,211,309,116,284,617,46,333,380,83,297,378,1014,447,7,"https://fbref.com/en/squads/c539e393/2020-2021/Schalke-04-Stats"
"161",2021,"Sevilla","La Liga","team",26,38,492,297,220,200,72,184,510,36.1,326,310,90,220,362,854,636,10,"https://fbref.com/en/squads/ad2be733/2020-2021/Sevilla-Stats"
"162",2021,"Sevilla","La Liga","opponent",26,38,516,306,255,196,65,207,599,34.6,392,325,87,238,407,923,635,13,"https://fbref.com/en/squads/ad2be733/2020-2021/Sevilla-Stats"
"163",2021,"Sheffield Utd","Premier League","team",27,38,634,356,325,239,70,294,720,40.8,426,442,152,290,351,985,839,19,"https://fbref.com/en/squads/1df6b87e/2020-2021/Sheffield-United-Stats"
"164",2021,"Sheffield Utd","Premier League","opponent",27,38,529,301,288,177,64,206,475,43.4,269,353,91,262,296,825,690,9,"https://fbref.com/en/squads/1df6b87e/2020-2021/Sheffield-United-Stats"
"165",2021,"Southampton","Premier League","team",29,38,727,419,335,325,67,341,731,46.6,390,439,95,344,401,1128,681,10,"https://fbref.com/en/squads/33c895d4/2020-2021/Southampton-Stats"
"166",2021,"Southampton","Premier League","opponent",29,38,644,355,236,315,93,258,601,42.9,343,399,98,301,428,1072,680,14,"https://fbref.com/en/squads/33c895d4/2020-2021/Southampton-Stats"
"167",2021,"Spezia","Serie A","team",35,38,567,318,264,223,80,265,617,42.9,352,364,101,263,395,962,551,12,"https://fbref.com/en/squads/68449f6d/2020-2021/Spezia-Stats"
"168",2021,"Spezia","Serie A","opponent",35,38,501,280,246,208,47,206,528,39,322,362,89,273,458,959,644,12,"https://fbref.com/en/squads/68449f6d/2020-2021/Spezia-Stats"
"169",2021,"Strasbourg","Ligue 1","team",26,38,633,396,313,247,73,280,615,45.5,335,303,77,226,521,1154,641,11,"https://fbref.com/en/squads/c0d3eab4/2020-2021/Strasbourg-Stats"
"170",2021,"Strasbourg","Ligue 1","opponent",26,38,539,346,233,232,74,209,508,41.1,299,375,101,274,408,947,708,10,"https://fbref.com/en/squads/c0d3eab4/2020-2021/Strasbourg-Stats"
"171",2021,"Stuttgart","Bundesliga","team",29,34,496,294,227,201,68,235,531,44.3,296,379,108,271,426,922,654,8,"https://fbref.com/en/squads/598bc722/2020-2021/Stuttgart-Stats"
"172",2021,"Stuttgart","Bundesliga","opponent",29,34,665,394,279,290,96,255,668,38.2,413,433,111,322,455,1120,564,4,"https://fbref.com/en/squads/598bc722/2020-2021/Stuttgart-Stats"
"173",2021,"Torino","Serie A","team",29,38,530,306,241,205,84,247,569,43.4,322,412,127,285,444,974,727,13,"https://fbref.com/en/squads/105360fe/2020-2021/Torino-Stats"
"174",2021,"Torino","Serie A","opponent",29,38,543,306,232,235,76,246,634,38.8,388,394,116,278,385,928,677,20,"https://fbref.com/en/squads/105360fe/2020-2021/Torino-Stats"
"175",2021,"Tottenham","Premier League","team",24,38,636,361,313,244,79,277,683,40.6,406,434,147,287,342,978,795,15,"https://fbref.com/en/squads/361ca564/2020-2021/Tottenham-Hotspur-Stats"
"176",2021,"Tottenham","Premier League","opponent",24,38,646,381,310,260,76,312,715,43.6,403,433,107,326,429,1075,615,15,"https://fbref.com/en/squads/361ca564/2020-2021/Tottenham-Hotspur-Stats"
"177",2021,"Udinese","Serie A","team",33,38,502,294,264,199,39,209,547,38.2,338,428,131,297,440,942,683,8,"https://fbref.com/en/squads/04eea015/2020-2021/Udinese-Stats"
"178",2021,"Udinese","Serie A","opponent",33,38,563,296,244,242,77,233,609,38.3,376,362,100,262,444,1007,672,19,"https://fbref.com/en/squads/04eea015/2020-2021/Udinese-Stats"
"179",2021,"Union Berlin","Bundesliga","team",27,34,503,283,240,218,45,232,501,46.3,269,367,85,282,405,908,605,9,"https://fbref.com/en/squads/7a41008f/2020-2021/Union-Berlin-Stats"
"180",2021,"Union Berlin","Bundesliga","opponent",27,34,413,265,165,193,55,183,389,47,206,354,90,264,401,814,640,7,"https://fbref.com/en/squads/7a41008f/2020-2021/Union-Berlin-Stats"
"181",2021,"Valencia","La Liga","team",30,38,463,277,241,163,59,198,592,33.4,394,372,123,249,392,855,785,12,"https://fbref.com/en/squads/dcc91a7b/2020-2021/Valencia-Stats"
"182",2021,"Valencia","La Liga","opponent",30,38,480,295,210,198,72,212,553,38.3,341,332,93,239,391,871,540,9,"https://fbref.com/en/squads/dcc91a7b/2020-2021/Valencia-Stats"
"183",2021,"Valladolid","La Liga","team",32,38,559,321,285,208,66,247,681,36.3,434,379,102,277,431,990,812,9,"https://fbref.com/en/squads/17859612/2020-2021/Valladolid-Stats"
"184",2021,"Valladolid","La Liga","opponent",32,38,541,314,256,206,79,213,504,42.3,291,311,74,237,368,909,701,12,"https://fbref.com/en/squads/17859612/2020-2021/Valladolid-Stats"
"185",2021,"Villarreal","La Liga","team",29,38,539,313,256,205,78,239,588,40.6,349,358,101,257,371,910,638,17,"https://fbref.com/en/squads/2a8183b3/2020-2021/Villarreal-Stats"
"186",2021,"Villarreal","La Liga","opponent",29,38,591,324,280,223,88,255,692,36.8,437,394,94,300,416,1007,617,12,"https://fbref.com/en/squads/2a8183b3/2020-2021/Villarreal-Stats"
"187",2021,"Werder Bremen","Bundesliga","team",27,34,542,333,270,217,55,228,556,41,328,368,101,267,407,949,798,10,"https://fbref.com/en/squads/62add3bf/2020-2021/Werder-Bremen-Stats"
"188",2021,"Werder Bremen","Bundesliga","opponent",27,34,447,270,181,204,62,179,367,48.8,188,344,82,262,413,860,517,7,"https://fbref.com/en/squads/62add3bf/2020-2021/Werder-Bremen-Stats"
"189",2021,"West Brom","Premier League","team",30,38,581,328,329,192,60,271,656,41.3,385,455,159,296,435,1016,876,13,"https://fbref.com/en/squads/60c6b05f/2020-2021/West-Bromwich-Albion-Stats"
"190",2021,"West Brom","Premier League","opponent",30,38,554,328,256,235,63,241,505,47.7,264,296,75,221,328,882,672,13,"https://fbref.com/en/squads/60c6b05f/2020-2021/West-Bromwich-Albion-Stats"
"191",2021,"West Ham","Premier League","team",24,38,514,280,269,195,50,224,573,39.1,349,405,124,281,437,951,779,11,"https://fbref.com/en/squads/7c21e445/2020-2021/West-Ham-United-Stats"
"192",2021,"West Ham","Premier League","opponent",24,38,562,328,279,218,65,244,542,45,298,405,116,289,364,926,710,9,"https://fbref.com/en/squads/7c21e445/2020-2021/West-Ham-United-Stats"
"193",2021,"Wolfsburg","Bundesliga","team",26,34,594,363,271,256,67,271,599,45.2,328,465,79,386,477,1071,700,6,"https://fbref.com/en/squads/4eaa11d7/2020-2021/Wolfsburg-Stats"
"194",2021,"Wolfsburg","Bundesliga","opponent",26,34,482,281,234,195,53,186,482,38.6,296,408,111,297,445,927,677,15,"https://fbref.com/en/squads/4eaa11d7/2020-2021/Wolfsburg-Stats"
"195",2021,"Wolves","Premier League","team",27,38,588,335,322,220,46,277,611,45.3,334,359,117,242,432,1020,727,15,"https://fbref.com/en/squads/8cec06e1/2020-2021/Wolverhampton-Wanderers-Stats"
"196",2021,"Wolves","Premier League","opponent",27,38,620,339,288,276,56,311,779,39.9,468,387,129,258,345,965,706,15,"https://fbref.com/en/squads/8cec06e1/2020-2021/Wolverhampton-Wanderers-Stats"
"197",2022,"Alavés","La Liga","team",33,38,550,324,271,221,58,262,637,41.1,375,373,106,267,376,926,890,7,"https://fbref.com/en/squads/8d6fd021/2021-2022/Alaves-Stats"
"198",2022,"Alavés","La Liga","opponent",33,38,511,273,249,193,69,233,504,46.2,271,351,87,264,311,822,729,12,"https://fbref.com/en/squads/8d6fd021/2021-2022/Alaves-Stats"
"199",2022,"Angers","Ligue 1","team",30,38,619,370,301,253,65,284,659,43.1,375,384,99,285,423,1042,631,9,"https://fbref.com/en/squads/69236f98/2021-2022/Angers-Stats"
"200",2022,"Angers","Ligue 1","opponent",30,38,811,504,365,344,102,438,839,52.2,401,347,89,258,423,1234,538,11,"https://fbref.com/en/squads/69236f98/2021-2022/Angers-Stats"
"201",2022,"Arminia","Bundesliga","team",26,34,549,311,270,235,44,238,543,43.8,305,395,110,285,421,970,770,7,"https://fbref.com/en/squads/247c4b67/2021-2022/Arminia-Stats"
"202",2022,"Arminia","Bundesliga","opponent",26,34,590,345,270,242,78,283,567,49.9,284,400,108,292,349,939,653,11,"https://fbref.com/en/squads/247c4b67/2021-2022/Arminia-Stats"
"203",2022,"Arsenal","Premier League","team",27,38,540,311,261,195,84,244,500,48.8,256,386,123,263,296,836,658,20,"https://fbref.com/en/squads/18bb7c10/2021-2022/Arsenal-Stats"
"204",2022,"Arsenal","Premier League","opponent",27,38,608,339,314,212,82,271,590,45.9,319,427,164,263,364,972,737,18,"https://fbref.com/en/squads/18bb7c10/2021-2022/Arsenal-Stats"
"205",2022,"Aston Villa","Premier League","team",31,38,634,382,300,259,75,300,649,46.2,349,453,140,313,339,973,693,13,"https://fbref.com/en/squads/8602292d/2021-2022/Aston-Villa-Stats"
"206",2022,"Aston Villa","Premier League","opponent",31,38,598,343,278,246,74,254,587,43.3,333,356,127,229,339,937,743,6,"https://fbref.com/en/squads/8602292d/2021-2022/Aston-Villa-Stats"
"207",2022,"Atalanta","Serie A","team",32,38,630,341,252,271,107,299,635,47.1,336,436,96,340,441,1071,483,6,"https://fbref.com/en/squads/922493f3/2021-2022/Atalanta-Stats"
"208",2022,"Atalanta","Serie A","opponent",32,38,683,407,385,234,64,307,679,45.2,372,515,184,331,429,1112,721,8,"https://fbref.com/en/squads/922493f3/2021-2022/Atalanta-Stats"
"209",2022,"Athletic Club","La Liga","team",26,38,508,292,217,216,75,224,582,38.5,358,411,128,283,339,847,788,8,"https://fbref.com/en/squads/2b390eca/2021-2022/Athletic-Club-Stats"
"210",2022,"Athletic Club","La Liga","opponent",26,38,573,353,293,224,56,232,529,43.9,297,393,131,262,387,960,817,14,"https://fbref.com/en/squads/2b390eca/2021-2022/Athletic-Club-Stats"
"211",2022,"Atlético Madrid","La Liga","team",26,38,636,346,290,279,67,293,619,47.3,326,372,98,274,365,1001,649,14,"https://fbref.com/en/squads/db3b9613/2021-2022/Atletico-Madrid-Stats"
"212",2022,"Atlético Madrid","La Liga","opponent",26,38,570,309,297,201,72,217,600,36.2,383,364,103,261,404,974,803,10,"https://fbref.com/en/squads/db3b9613/2021-2022/Atletico-Madrid-Stats"
"213",2022,"Augsburg","Bundesliga","team",26,34,561,335,254,236,71,250,584,42.8,334,397,116,281,363,924,769,12,"https://fbref.com/en/squads/0cdc4311/2021-2022/Augsburg-Stats"
"214",2022,"Augsburg","Bundesliga","opponent",26,34,547,324,254,231,62,249,511,48.7,262,337,81,256,361,908,606,11,"https://fbref.com/en/squads/0cdc4311/2021-2022/Augsburg-Stats"
"215",2022,"Barcelona","La Liga","team",38,38,587,331,236,270,81,244,493,49.5,249,346,85,261,325,912,467,17,"https://fbref.com/en/squads/206d90db/2021-2022/Barcelona-Stats"
"216",2022,"Barcelona","La Liga","opponent",38,38,631,352,309,250,72,273,747,36.5,474,376,109,267,392,1023,809,10,"https://fbref.com/en/squads/206d90db/2021-2022/Barcelona-Stats"
"217",2022,"Bayern Munich","Bundesliga","team",30,34,563,338,231,237,95,259,559,46.3,300,338,68,270,349,912,404,18,"https://fbref.com/en/squads/054efa67/2021-2022/Bayern-Munich-Stats"
"218",2022,"Bayern Munich","Bundesliga","opponent",30,34,678,386,367,236,75,340,832,40.9,492,457,154,303,498,1176,798,22,"https://fbref.com/en/squads/054efa67/2021-2022/Bayern-Munich-Stats"
"219",2022,"Betis","La Liga","team",31,38,662,392,322,261,79,324,695,46.6,371,386,112,274,361,1023,777,11,"https://fbref.com/en/squads/fc536746/2021-2022/Real-Betis-Stats"
"220",2022,"Betis","La Liga","opponent",31,38,647,370,331,254,62,282,654,43.1,372,416,135,281,375,1022,614,11,"https://fbref.com/en/squads/fc536746/2021-2022/Real-Betis-Stats"
"221",2022,"Bochum","Bundesliga","team",28,34,566,353,298,199,69,277,574,48.3,297,420,119,301,429,995,616,13,"https://fbref.com/en/squads/b42c6323/2021-2022/Bochum-Stats"
"222",2022,"Bochum","Bundesliga","opponent",28,34,498,314,242,205,51,216,442,48.9,226,313,86,227,293,791,591,13,"https://fbref.com/en/squads/b42c6323/2021-2022/Bochum-Stats"
"223",2022,"Bologna","Serie A","team",36,38,530,298,261,202,67,216,528,40.9,312,384,127,257,370,900,678,5,"https://fbref.com/en/squads/1d8099f8/2021-2022/Bologna-Stats"
"224",2022,"Bologna","Serie A","opponent",36,38,574,321,237,231,106,272,598,45.5,326,383,108,275,376,950,618,8,"https://fbref.com/en/squads/1d8099f8/2021-2022/Bologna-Stats"
"225",2022,"Bordeaux","Ligue 1","team",39,38,642,377,321,243,78,323,741,43.6,418,357,104,253,454,1096,688,19,"https://fbref.com/en/squads/123f3efe/2021-2022/Bordeaux-Stats"
"226",2022,"Bordeaux","Ligue 1","opponent",39,38,615,377,283,258,74,302,657,46,355,394,122,272,397,1012,641,15,"https://fbref.com/en/squads/123f3efe/2021-2022/Bordeaux-Stats"
"227",2022,"Brentford","Premier League","team",29,38,607,342,299,228,80,291,616,47.2,325,383,113,270,393,1000,863,7,"https://fbref.com/en/squads/cd051869/2021-2022/Brentford-Stats"
"228",2022,"Brentford","Premier League","opponent",29,38,505,285,216,225,64,214,476,45,262,423,132,291,381,886,830,12,"https://fbref.com/en/squads/cd051869/2021-2022/Brentford-Stats"
"229",2022,"Brest","Ligue 1","team",25,38,682,400,342,249,91,310,655,47.3,345,369,108,261,469,1151,707,4,"https://fbref.com/en/squads/fb08dbb3/2021-2022/Brest-Stats"
"230",2022,"Brest","Ligue 1","opponent",25,38,637,390,340,244,53,325,640,50.8,315,341,88,253,366,1003,616,4,"https://fbref.com/en/squads/fb08dbb3/2021-2022/Brest-Stats"
"231",2022,"Brighton","Premier League","team",26,38,668,403,306,257,105,243,563,43.2,320,480,150,330,358,1026,723,12,"https://fbref.com/en/squads/d07537b9/2021-2022/Brighton-and-Hove-Albion-Stats"
"232",2022,"Brighton","Premier League","opponent",26,38,591,358,301,224,66,242,559,43.3,317,481,140,341,389,980,752,8,"https://fbref.com/en/squads/d07537b9/2021-2022/Brighton-and-Hove-Albion-Stats"
"233",2022,"Burnley","Premier League","team",23,38,590,324,273,235,82,250,534,46.8,284,509,211,298,410,1000,887,18,"https://fbref.com/en/squads/943e8050/2021-2022/Burnley-Stats"
"234",2022,"Burnley","Premier League","opponent",23,38,512,306,249,202,61,221,479,46.1,258,369,104,265,280,792,853,9,"https://fbref.com/en/squads/943e8050/2021-2022/Burnley-Stats"
"235",2022,"Cagliari","Serie A","team",33,38,557,303,263,229,65,230,544,42.3,314,406,128,278,397,954,747,5,"https://fbref.com/en/squads/c4260e09/2021-2022/Cagliari-Stats"
"236",2022,"Cagliari","Serie A","opponent",33,38,488,275,209,212,67,227,479,47.4,252,390,117,273,306,794,637,9,"https://fbref.com/en/squads/c4260e09/2021-2022/Cagliari-Stats"
"237",2022,"Celta Vigo","La Liga","team",25,38,696,409,324,279,93,286,762,37.5,476,423,91,332,376,1072,634,11,"https://fbref.com/en/squads/f25da7fb/2021-2022/Celta-Vigo-Stats"
"238",2022,"Celta Vigo","La Liga","opponent",25,38,554,324,236,237,81,244,590,41.4,346,410,97,313,454,1008,776,14,"https://fbref.com/en/squads/f25da7fb/2021-2022/Celta-Vigo-Stats"
"239",2022,"Chelsea","Premier League","team",26,38,621,348,267,269,85,257,567,45.3,310,408,96,312,347,968,641,15,"https://fbref.com/en/squads/cff3d9bb/2021-2022/Chelsea-Stats"
"240",2022,"Chelsea","Premier League","opponent",26,38,643,356,337,237,69,260,624,41.7,364,487,169,318,376,1019,793,12,"https://fbref.com/en/squads/cff3d9bb/2021-2022/Chelsea-Stats"
"241",2022,"Clermont Foot","Ligue 1","team",28,38,622,361,285,262,75,291,665,43.8,374,372,99,273,386,1008,527,9,"https://fbref.com/en/squads/d9676424/2021-2022/Clermont-Foot-Stats"
"242",2022,"Clermont Foot","Ligue 1","opponent",28,38,682,393,288,293,101,272,599,45.4,327,395,103,292,475,1157,642,9,"https://fbref.com/en/squads/d9676424/2021-2022/Clermont-Foot-Stats"
"243",2022,"Crystal Palace","Premier League","team",24,38,637,374,323,236,78,273,575,47.5,302,452,135,317,333,970,761,5,"https://fbref.com/en/squads/47c64c55/2021-2022/Crystal-Palace-Stats"
"244",2022,"Crystal Palace","Premier League","opponent",24,38,776,440,354,310,112,305,687,44.4,382,386,110,276,378,1154,712,16,"https://fbref.com/en/squads/47c64c55/2021-2022/Crystal-Palace-Stats"
"245",2022,"Cádiz","La Liga","team",33,38,647,380,346,238,63,301,711,42.3,410,390,106,284,413,1060,768,5,"https://fbref.com/en/squads/ee7c297c/2021-2022/Cadiz-Stats"
"246",2022,"Cádiz","La Liga","opponent",33,38,529,312,265,197,67,238,519,45.9,281,328,89,239,323,852,792,12,"https://fbref.com/en/squads/ee7c297c/2021-2022/Cadiz-Stats"
"247",2022,"Dortmund","Bundesliga","team",33,34,541,322,232,236,73,255,550,46.4,295,351,82,269,347,888,519,11,"https://fbref.com/en/squads/add600ae/2021-2022/Dortmund-Stats"
"248",2022,"Dortmund","Bundesliga","opponent",33,34,594,342,292,229,73,284,636,44.7,352,402,104,298,481,1075,573,12,"https://fbref.com/en/squads/add600ae/2021-2022/Dortmund-Stats"
"249",2022,"Eint Frankfurt","Bundesliga","team",27,34,595,330,260,252,83,283,673,42.1,390,435,95,340,377,972,592,12,"https://fbref.com/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats"
"250",2022,"Eint Frankfurt","Bundesliga","opponent",27,34,552,317,285,209,58,258,543,47.5,285,420,125,295,417,969,721,10,"https://fbref.com/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats"
"251",2022,"Elche","La Liga","team",28,38,589,325,335,191,63,268,622,43.1,354,367,126,241,305,894,769,14,"https://fbref.com/en/squads/6c8b07df/2021-2022/Elche-Stats"
"252",2022,"Elche","La Liga","opponent",28,38,588,346,244,268,76,258,597,43.2,339,363,87,276,359,947,617,9,"https://fbref.com/en/squads/6c8b07df/2021-2022/Elche-Stats"
"253",2022,"Empoli","Serie A","team",28,38,568,327,268,208,92,273,606,45,333,451,177,274,352,920,772,10,"https://fbref.com/en/squads/a3d88bd8/2021-2022/Empoli-Stats"
"254",2022,"Empoli","Serie A","opponent",28,38,590,361,283,215,92,255,546,46.7,291,434,142,292,377,967,706,7,"https://fbref.com/en/squads/a3d88bd8/2021-2022/Empoli-Stats"
"255",2022,"Espanyol","La Liga","team",34,38,557,338,308,196,53,275,646,42.6,371,360,114,246,326,883,892,20,"https://fbref.com/en/squads/a8661628/2021-2022/Espanyol-Stats"
"256",2022,"Espanyol","La Liga","opponent",34,38,574,350,248,249,77,243,616,39.4,373,338,98,240,287,861,591,4,"https://fbref.com/en/squads/a8661628/2021-2022/Espanyol-Stats"
"257",2022,"Everton","Premier League","team",33,38,705,402,369,252,84,336,735,45.7,399,496,140,356,365,1070,815,15,"https://fbref.com/en/squads/d3fd31cc/2021-2022/Everton-Stats"
"258",2022,"Everton","Premier League","opponent",33,38,620,336,298,240,82,295,632,46.7,337,443,146,297,333,953,653,6,"https://fbref.com/en/squads/d3fd31cc/2021-2022/Everton-Stats"
"259",2022,"Fiorentina","Serie A","team",28,38,508,301,232,203,73,268,540,49.6,272,357,91,266,244,752,407,15,"https://fbref.com/en/squads/421387cf/2021-2022/Fiorentina-Stats"
"260",2022,"Fiorentina","Serie A","opponent",28,38,515,289,264,191,60,240,541,44.4,301,386,119,267,351,866,687,4,"https://fbref.com/en/squads/421387cf/2021-2022/Fiorentina-Stats"
"261",2022,"Freiburg","Bundesliga","team",26,34,518,299,246,207,65,215,477,45.1,262,352,130,222,355,873,751,13,"https://fbref.com/en/squads/a486e511/2021-2022/Freiburg-Stats"
"262",2022,"Freiburg","Bundesliga","opponent",26,34,413,239,181,161,71,194,420,46.2,226,387,100,287,333,746,692,11,"https://fbref.com/en/squads/a486e511/2021-2022/Freiburg-Stats"
"263",2022,"Genoa","Serie A","team",40,38,739,416,324,302,113,349,727,48,378,487,134,353,449,1188,751,15,"https://fbref.com/en/squads/658bf2de/2021-2022/Genoa-Stats"
"264",2022,"Genoa","Serie A","opponent",40,38,651,370,277,304,70,278,580,47.9,302,418,105,313,350,1001,736,7,"https://fbref.com/en/squads/658bf2de/2021-2022/Genoa-Stats"
"265",2022,"Getafe","La Liga","team",31,38,587,360,266,243,78,248,594,41.8,346,400,96,304,401,988,719,8,"https://fbref.com/en/squads/7848bd64/2021-2022/Getafe-Stats"
"266",2022,"Getafe","La Liga","opponent",31,38,511,279,204,239,68,210,452,46.5,242,343,106,237,357,868,668,8,"https://fbref.com/en/squads/7848bd64/2021-2022/Getafe-Stats"
"267",2022,"Gladbach","Bundesliga","team",26,34,572,345,260,252,60,285,615,46.3,330,402,91,311,326,898,553,13,"https://fbref.com/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats"
"268",2022,"Gladbach","Bundesliga","opponent",26,34,560,321,247,260,53,251,610,41.1,359,434,134,300,364,924,499,12,"https://fbref.com/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats"
"269",2022,"Granada","La Liga","team",32,38,611,343,310,240,61,274,632,43.4,358,437,130,307,326,937,841,8,"https://fbref.com/en/squads/a0435291/2021-2022/Granada-Stats"
"270",2022,"Granada","La Liga","opponent",32,38,546,280,268,193,85,225,495,45.5,270,359,106,253,307,853,662,11,"https://fbref.com/en/squads/a0435291/2021-2022/Granada-Stats"
"271",2022,"Greuther Fürth","Bundesliga","team",29,34,568,336,258,252,58,270,567,47.6,297,416,124,292,374,942,712,8,"https://fbref.com/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats"
"272",2022,"Greuther Fürth","Bundesliga","opponent",29,34,578,325,266,251,61,270,536,50.4,266,368,82,286,312,890,549,7,"https://fbref.com/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats"
"273",2022,"Hellas Verona","Serie A","team",31,38,534,308,248,214,72,238,557,42.7,319,414,107,307,392,926,779,9,"https://fbref.com/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats"
