"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Url"
"138",2021,"Paris S-G","Ligue 1","opponent",33,38,15345,13582,1705,512,23,164,530,556,148,66,61,0,12123,58,281,"https://fbref.com/en/squads/e2d8892c/2020-2021/Paris-Saint-Germain-Stats"
"139",2021,"Parma","Serie A","team",42,38,18427,16577,1772,542,15,188,643,654,154,52,68,1,14837,78,327,"https://fbref.com/en/squads/eab4234c/2020-2021/Parma-Stats"
"140",2021,"Parma","Serie A","opponent",42,38,20320,18458,1798,577,27,153,846,681,206,73,101,0,16664,64,373,"https://fbref.com/en/squads/eab4234c/2020-2021/Parma-Stats"
"141",2021,"RB Leipzig","Bundesliga","team",25,34,21450,19713,1656,472,19,99,649,761,185,90,68,0,17500,81,338,"https://fbref.com/en/squads/acbb6a5b/2020-2021/RB-Leipzig-Stats"
"142",2021,"RB Leipzig","Bundesliga","opponent",25,34,14505,12704,1725,494,11,87,440,700,123,61,46,0,10611,76,309,"https://fbref.com/en/squads/acbb6a5b/2020-2021/RB-Leipzig-Stats"
"143",2021,"Real Madrid","La Liga","team",30,38,24119,22248,1785,501,32,351,771,759,224,70,65,1,20652,86,346,"https://fbref.com/en/squads/53a2f082/2020-2021/Real-Madrid-Stats"
"144",2021,"Real Madrid","La Liga","opponent",30,38,16672,14886,1747,462,21,174,637,677,152,55,64,1,13187,39,319,"https://fbref.com/en/squads/53a2f082/2020-2021/Real-Madrid-Stats"
"145",2021,"Real Sociedad","La Liga","team",30,38,18995,17052,1857,545,40,103,712,823,196,87,82,1,14915,86,369,"https://fbref.com/en/squads/e31d1cd9/2020-2021/Real-Sociedad-Stats"
"146",2021,"Real Sociedad","La Liga","opponent",30,38,15816,13837,1890,622,18,196,533,756,127,40,46,2,11867,89,293,"https://fbref.com/en/squads/e31d1cd9/2020-2021/Real-Sociedad-Stats"
"147",2021,"Reims","Ligue 1","team",29,38,17170,15309,1800,454,11,155,539,758,145,68,64,0,13535,61,229,"https://fbref.com/en/squads/7fdd64e0/2020-2021/Reims-Stats"
"148",2021,"Reims","Ligue 1","opponent",29,38,21250,19397,1813,465,28,158,775,809,182,85,74,0,17443,40,272,"https://fbref.com/en/squads/7fdd64e0/2020-2021/Reims-Stats"
"149",2021,"Rennes","Ligue 1","team",32,38,23914,22015,1865,527,22,186,764,804,198,90,91,0,20011,34,305,"https://fbref.com/en/squads/b3072e00/2020-2021/Rennes-Stats"
"150",2021,"Rennes","Ligue 1","opponent",32,38,16512,14661,1794,509,36,143,515,767,126,54,47,4,12782,57,302,"https://fbref.com/en/squads/b3072e00/2020-2021/Rennes-Stats"
"151",2021,"Roma","Serie A","team",31,38,19977,18303,1615,527,57,133,679,562,213,91,98,1,16561,59,323,"https://fbref.com/en/squads/cf74a709/2020-2021/Roma-Stats"
"152",2021,"Roma","Serie A","opponent",31,38,18427,16687,1618,561,19,119,501,557,146,44,67,0,15055,122,310,"https://fbref.com/en/squads/cf74a709/2020-2021/Roma-Stats"
"153",2021,"Saint-Étienne","Ligue 1","team",40,38,17666,15586,2031,523,12,174,779,949,191,82,83,3,13609,49,338,"https://fbref.com/en/squads/d298ef2c/2020-2021/Saint-Etienne-Stats"
"154",2021,"Saint-Étienne","Ligue 1","opponent",40,38,19010,16849,2120,527,25,170,644,1035,183,71,88,1,14835,41,327,"https://fbref.com/en/squads/d298ef2c/2020-2021/Saint-Etienne-Stats"
"155",2021,"Sampdoria","Serie A","team",27,38,17643,15658,1923,609,7,187,787,758,199,65,96,0,13423,62,338,"https://fbref.com/en/squads/8ff9e3b3/2020-2021/Sampdoria-Stats"
"156",2021,"Sampdoria","Serie A","opponent",27,38,21424,19550,1763,538,17,153,756,708,201,73,82,0,17299,111,390,"https://fbref.com/en/squads/8ff9e3b3/2020-2021/Sampdoria-Stats"
"157",2021,"Sassuolo","Serie A","team",28,38,23660,21905,1698,549,22,110,588,574,208,81,82,0,20368,57,320,"https://fbref.com/en/squads/e2befd26/2020-2021/Sassuolo-Stats"
"158",2021,"Sassuolo","Serie A","opponent",28,38,15458,13647,1720,512,15,128,690,645,203,75,95,2,12070,91,295,"https://fbref.com/en/squads/e2befd26/2020-2021/Sassuolo-Stats"
"159",2021,"Schalke 04","Bundesliga","team",42,34,14706,12891,1747,486,19,123,425,715,124,46,71,0,11084,68,321,"https://fbref.com/en/squads/c539e393/2020-2021/Schalke-04-Stats"
"160",2021,"Schalke 04","Bundesliga","opponent",42,34,18465,16697,1690,454,31,117,681,780,204,81,87,0,14720,78,334,"https://fbref.com/en/squads/c539e393/2020-2021/Schalke-04-Stats"
"161",2021,"Sevilla","La Liga","team",26,38,22873,21025,1779,516,27,384,731,797,167,35,65,0,19248,69,301,"https://fbref.com/en/squads/ad2be733/2020-2021/Sevilla-Stats"
"162",2021,"Sevilla","La Liga","opponent",26,38,14857,12969,1854,536,16,156,680,723,157,59,62,2,11221,34,272,"https://fbref.com/en/squads/ad2be733/2020-2021/Sevilla-Stats"
"163",2021,"Sheffield Utd","Premier League","team",27,38,16264,14542,1649,347,13,115,666,750,170,118,29,4,12146,73,308,"https://fbref.com/en/squads/1df6b87e/2020-2021/Sheffield-United-Stats"
"164",2021,"Sheffield Utd","Premier League","opponent",27,38,23109,21188,1864,502,24,163,718,841,243,81,101,18,18988,57,340,"https://fbref.com/en/squads/1df6b87e/2020-2021/Sheffield-United-Stats"
"165",2021,"Southampton","Premier League","team",29,38,19288,17388,1824,496,16,87,554,809,177,82,79,8,14928,76,343,"https://fbref.com/en/squads/33c895d4/2020-2021/Southampton-Stats"
"166",2021,"Southampton","Premier League","opponent",29,38,18167,16217,1861,465,25,120,667,873,196,72,55,11,13758,89,390,"https://fbref.com/en/squads/33c895d4/2020-2021/Southampton-Stats"
"167",2021,"Spezia","Serie A","team",35,38,19567,17600,1885,677,16,201,602,744,150,9,98,0,15565,82,338,"https://fbref.com/en/squads/68449f6d/2020-2021/Spezia-Stats"
"168",2021,"Spezia","Serie A","opponent",35,38,18160,16144,1876,636,31,122,540,770,138,43,67,0,14228,140,299,"https://fbref.com/en/squads/68449f6d/2020-2021/Spezia-Stats"
"169",2021,"Strasbourg","Ligue 1","team",26,38,17175,15254,1882,451,8,265,713,873,165,73,72,0,13120,39,338,"https://fbref.com/en/squads/c0d3eab4/2020-2021/Strasbourg-Stats"
"170",2021,"Strasbourg","Ligue 1","opponent",26,38,20605,18667,1888,505,19,137,698,839,187,95,74,1,16696,50,296,"https://fbref.com/en/squads/c0d3eab4/2020-2021/Strasbourg-Stats"
"171",2021,"Stuttgart","Bundesliga","team",29,34,17768,15983,1730,474,23,113,539,723,155,59,77,2,14115,55,356,"https://fbref.com/en/squads/598bc722/2020-2021/Stuttgart-Stats"
"172",2021,"Stuttgart","Bundesliga","opponent",29,34,16812,15135,1633,451,13,98,660,681,162,68,70,0,12966,44,322,"https://fbref.com/en/squads/598bc722/2020-2021/Stuttgart-Stats"
"173",2021,"Torino","Serie A","team",29,38,17163,15195,1909,659,23,210,740,663,171,39,110,0,13369,59,314,"https://fbref.com/en/squads/105360fe/2020-2021/Torino-Stats"
"174",2021,"Torino","Serie A","opponent",29,38,19345,17471,1799,609,22,158,732,643,181,61,90,0,15621,75,334,"https://fbref.com/en/squads/105360fe/2020-2021/Torino-Stats"
"175",2021,"Tottenham","Premier League","team",24,38,20571,18738,1788,524,28,147,526,750,168,117,37,0,16508,45,361,"https://fbref.com/en/squads/361ca564/2020-2021/Tottenham-Hotspur-Stats"
"176",2021,"Tottenham","Premier League","opponent",24,38,19385,17666,1643,463,11,109,754,656,201,92,65,12,15362,76,344,"https://fbref.com/en/squads/361ca564/2020-2021/Tottenham-Hotspur-Stats"
"177",2021,"Udinese","Serie A","team",33,38,17414,15576,1756,574,21,101,703,651,163,50,83,0,13917,82,307,"https://fbref.com/en/squads/04eea015/2020-2021/Udinese-Stats"
"178",2021,"Udinese","Serie A","opponent",33,38,20420,18654,1724,551,16,182,686,630,194,70,73,0,16888,42,354,"https://fbref.com/en/squads/04eea015/2020-2021/Udinese-Stats"
"179",2021,"Union Berlin","Bundesliga","team",27,34,15951,14267,1600,420,15,97,640,728,140,63,70,2,11859,84,321,"https://fbref.com/en/squads/7a41008f/2020-2021/Union-Berlin-Stats"
"180",2021,"Union Berlin","Bundesliga","opponent",27,34,19632,17834,1749,500,14,126,531,771,141,54,70,0,15603,49,315,"https://fbref.com/en/squads/7a41008f/2020-2021/Union-Berlin-Stats"
"181",2021,"Valencia","La Liga","team",30,38,16480,14548,1842,584,22,218,613,666,163,58,51,2,12755,90,297,"https://fbref.com/en/squads/dcc91a7b/2020-2021/Valencia-Stats"
"182",2021,"Valencia","La Liga","opponent",30,38,18941,17081,1787,508,21,216,858,731,200,77,85,0,15047,73,300,"https://fbref.com/en/squads/dcc91a7b/2020-2021/Valencia-Stats"
"183",2021,"Valladolid","La Liga","team",32,38,15385,13372,1938,571,20,193,744,796,145,53,39,1,11145,75,312,"https://fbref.com/en/squads/17859612/2020-2021/Valladolid-Stats"
"184",2021,"Valladolid","La Liga","opponent",32,38,18827,16803,1954,544,21,218,775,861,194,65,71,4,14587,70,341,"https://fbref.com/en/squads/17859612/2020-2021/Valladolid-Stats"
"185",2021,"Villarreal","La Liga","team",29,38,21129,19245,1796,539,47,178,579,711,160,58,33,1,17508,88,348,"https://fbref.com/en/squads/2a8183b3/2020-2021/Villarreal-Stats"
"186",2021,"Villarreal","La Liga","opponent",29,38,17408,15576,1756,503,13,188,777,753,147,54,40,1,13685,76,311,"https://fbref.com/en/squads/2a8183b3/2020-2021/Villarreal-Stats"
"187",2021,"Werder Bremen","Bundesliga","team",27,34,15559,13764,1727,536,11,142,548,706,116,40,61,0,11648,68,298,"https://fbref.com/en/squads/62add3bf/2020-2021/Werder-Bremen-Stats"
"188",2021,"Werder Bremen","Bundesliga","opponent",27,34,19910,18159,1670,438,13,148,740,778,170,71,59,0,15964,81,324,"https://fbref.com/en/squads/62add3bf/2020-2021/Werder-Bremen-Stats"
"189",2021,"West Brom","Premier League","team",30,38,13978,12147,1756,463,13,105,604,727,144,75,21,16,9769,75,275,"https://fbref.com/en/squads/60c6b05f/2020-2021/West-Bromwich-Albion-Stats"
"190",2021,"West Brom","Premier League","opponent",30,38,23277,21362,1855,441,32,138,841,822,266,129,99,8,18892,60,355,"https://fbref.com/en/squads/60c6b05f/2020-2021/West-Bromwich-Albion-Stats"
"191",2021,"West Ham","Premier League","team",24,38,16901,15140,1687,398,15,109,775,741,167,92,60,1,12725,74,357,"https://fbref.com/en/squads/7c21e445/2020-2021/West-Ham-United-Stats"
"192",2021,"West Ham","Premier League","opponent",24,38,22463,20785,1619,425,34,114,740,670,182,85,59,9,18302,59,339,"https://fbref.com/en/squads/7c21e445/2020-2021/West-Ham-United-Stats"
"193",2021,"Wolfsburg","Bundesliga","team",26,34,17236,15503,1656,431,20,118,643,759,176,92,48,0,13133,77,348,"https://fbref.com/en/squads/4eaa11d7/2020-2021/Wolfsburg-Stats"
"194",2021,"Wolfsburg","Bundesliga","opponent",26,34,16502,14533,1914,497,18,135,610,868,178,83,75,1,12302,55,427,"https://fbref.com/en/squads/4eaa11d7/2020-2021/Wolfsburg-Stats"
"195",2021,"Wolves","Premier League","team",27,38,19225,17437,1751,444,20,141,775,735,208,65,70,3,15548,37,336,"https://fbref.com/en/squads/8cec06e1/2020-2021/Wolverhampton-Wanderers-Stats"
"196",2021,"Wolves","Premier League","opponent",27,38,19966,18258,1643,434,28,148,736,676,185,76,67,7,16265,65,290,"https://fbref.com/en/squads/8cec06e1/2020-2021/Wolverhampton-Wanderers-Stats"
"197",2022,"Alavés","La Liga","team",33,38,14175,12142,1961,543,27,188,758,825,139,54,63,1,9676,72,310,"https://fbref.com/en/squads/8d6fd021/2021-2022/Alaves-Stats"
"198",2022,"Alavés","La Liga","opponent",33,38,19908,17714,2105,567,77,202,789,962,231,50,110,3,15404,89,322,"https://fbref.com/en/squads/8d6fd021/2021-2022/Alaves-Stats"
"199",2022,"Angers","Ligue 1","team",30,38,18797,16901,1850,548,30,147,572,717,186,60,81,2,15307,46,292,"https://fbref.com/en/squads/69236f98/2021-2022/Angers-Stats"
"200",2022,"Angers","Ligue 1","opponent",30,38,20089,18169,1826,477,53,221,727,822,178,69,72,0,16296,94,319,"https://fbref.com/en/squads/69236f98/2021-2022/Angers-Stats"
"201",2022,"Arminia","Bundesliga","team",26,34,13511,11765,1692,385,25,69,487,743,147,67,48,1,9382,54,325,"https://fbref.com/en/squads/247c4b67/2021-2022/Arminia-Stats"
"202",2022,"Arminia","Bundesliga","opponent",26,34,20046,18187,1771,459,55,126,682,808,197,92,83,1,15867,88,320,"https://fbref.com/en/squads/247c4b67/2021-2022/Arminia-Stats"
"203",2022,"Arsenal","Premier League","team",27,38,19843,18149,1628,404,77,132,633,679,208,153,23,5,16176,66,309,"https://fbref.com/en/squads/18bb7c10/2021-2022/Arsenal-Stats"
"204",2022,"Arsenal","Premier League","opponent",27,38,18006,16238,1704,401,49,102,606,744,175,90,50,3,14226,64,295,"https://fbref.com/en/squads/18bb7c10/2021-2022/Arsenal-Stats"
"205",2022,"Aston Villa","Premier League","team",31,38,16499,14615,1832,525,71,97,670,716,196,111,42,11,12748,52,278,"https://fbref.com/en/squads/8602292d/2021-2022/Aston-Villa-Stats"
"206",2022,"Aston Villa","Premier League","opponent",31,38,19079,17229,1811,424,48,233,685,815,220,118,64,3,15222,39,372,"https://fbref.com/en/squads/8602292d/2021-2022/Aston-Villa-Stats"
"207",2022,"Atalanta","Serie A","team",32,38,21261,19317,1876,539,36,192,661,782,229,114,84,1,17108,68,383,"https://fbref.com/en/squads/922493f3/2021-2022/Atalanta-Stats"
"208",2022,"Atalanta","Serie A","opponent",32,38,17503,15571,1863,555,47,116,468,737,134,60,39,1,13368,69,366,"https://fbref.com/en/squads/922493f3/2021-2022/Atalanta-Stats"
"209",2022,"Athletic Club","La Liga","team",26,38,17283,15195,1999,552,42,184,798,880,224,52,102,0,12947,89,332,"https://fbref.com/en/squads/2b390eca/2021-2022/Athletic-Club-Stats"
"210",2022,"Athletic Club","La Liga","opponent",26,38,18950,16909,1974,551,29,332,754,859,161,68,54,1,14696,67,340,"https://fbref.com/en/squads/2b390eca/2021-2022/Athletic-Club-Stats"
"211",2022,"Atlético Madrid","La Liga","team",26,38,19098,17082,1931,534,80,228,703,832,201,72,83,0,15076,85,298,"https://fbref.com/en/squads/db3b9613/2021-2022/Atletico-Madrid-Stats"
"212",2022,"Atlético Madrid","La Liga","opponent",26,38,18803,16917,1850,529,32,209,601,729,149,67,64,1,14882,36,316,"https://fbref.com/en/squads/db3b9613/2021-2022/Atletico-Madrid-Stats"
"213",2022,"Augsburg","Bundesliga","team",26,34,13035,11240,1722,415,28,159,592,784,145,56,82,1,9181,73,293,"https://fbref.com/en/squads/0cdc4311/2021-2022/Augsburg-Stats"
"214",2022,"Augsburg","Bundesliga","opponent",26,34,18679,16797,1825,487,50,95,685,805,195,83,86,1,14770,57,324,"https://fbref.com/en/squads/0cdc4311/2021-2022/Augsburg-Stats"
"215",2022,"Barcelona","La Liga","team",38,38,25006,23093,1814,567,90,193,798,712,219,70,82,0,21489,99,309,"https://fbref.com/en/squads/206d90db/2021-2022/Barcelona-Stats"
"216",2022,"Barcelona","La Liga","opponent",38,38,13908,12019,1811,571,39,128,500,644,128,52,52,1,10460,78,301,"https://fbref.com/en/squads/206d90db/2021-2022/Barcelona-Stats"
"217",2022,"Bayern Munich","Bundesliga","team",30,34,23780,22043,1661,434,108,149,656,736,215,102,78,5,20087,76,316,"https://fbref.com/en/squads/054efa67/2021-2022/Bayern-Munich-Stats"
"218",2022,"Bayern Munich","Bundesliga","opponent",30,34,13089,11510,1497,362,38,80,441,543,107,61,30,1,9519,82,300,"https://fbref.com/en/squads/054efa67/2021-2022/Bayern-Munich-Stats"
"219",2022,"Betis","La Liga","team",31,38,19444,17513,1860,586,66,181,547,749,174,56,78,0,15702,71,310,"https://fbref.com/en/squads/fc536746/2021-2022/Real-Betis-Stats"
"220",2022,"Betis","La Liga","opponent",31,38,16934,14870,1935,530,43,168,764,808,215,96,80,2,13052,129,323,"https://fbref.com/en/squads/fc536746/2021-2022/Real-Betis-Stats"
"221",2022,"Bochum","Bundesliga","team",28,34,13679,11928,1678,421,26,124,600,779,122,53,48,0,9624,73,261,"https://fbref.com/en/squads/b42c6323/2021-2022/Bochum-Stats"
"222",2022,"Bochum","Bundesliga","opponent",28,34,16907,15041,1819,460,53,100,581,850,178,81,81,2,12790,47,330,"https://fbref.com/en/squads/b42c6323/2021-2022/Bochum-Stats"
"223",2022,"Bologna","Serie A","team",36,38,18249,16283,1910,590,58,109,601,730,183,103,21,1,14442,56,317,"https://fbref.com/en/squads/1d8099f8/2021-2022/Bologna-Stats"
"224",2022,"Bologna","Serie A","opponent",36,38,17994,16245,1661,465,39,153,680,691,167,66,74,1,14275,88,297,"https://fbref.com/en/squads/1d8099f8/2021-2022/Bologna-Stats"
"225",2022,"Bordeaux","Ligue 1","team",39,38,17385,15441,1886,464,52,176,611,815,150,80,47,1,13552,58,315,"https://fbref.com/en/squads/123f3efe/2021-2022/Bordeaux-Stats"
"226",2022,"Bordeaux","Ligue 1","opponent",39,38,19419,17487,1855,482,42,154,703,802,210,90,91,1,15514,77,293,"https://fbref.com/en/squads/123f3efe/2021-2022/Bordeaux-Stats"
"227",2022,"Brentford","Premier League","team",29,38,16272,14443,1763,432,50,70,640,778,159,84,47,9,11676,66,333,"https://fbref.com/en/squads/cd051869/2021-2022/Brentford-Stats"
"228",2022,"Brentford","Premier League","opponent",29,38,20238,18429,1738,405,73,104,812,774,229,128,69,2,15770,71,329,"https://fbref.com/en/squads/cd051869/2021-2022/Brentford-Stats"
"229",2022,"Brest","Ligue 1","team",25,38,16506,14535,1924,484,20,156,710,846,171,95,56,0,12684,47,288,"https://fbref.com/en/squads/fb08dbb3/2021-2022/Brest-Stats"
"230",2022,"Brest","Ligue 1","opponent",25,38,21518,19645,1805,450,53,111,672,795,205,88,88,0,17707,68,302,"https://fbref.com/en/squads/fb08dbb3/2021-2022/Brest-Stats"
"231",2022,"Brighton","Premier League","team",26,38,20588,18838,1697,390,58,152,728,784,200,84,96,0,16410,53,397,"https://fbref.com/en/squads/d07537b9/2021-2022/Brighton-and-Hove-Albion-Stats"
"232",2022,"Brighton","Premier League","opponent",26,38,17380,15605,1733,417,36,113,680,740,211,106,55,6,13304,42,374,"https://fbref.com/en/squads/d07537b9/2021-2022/Brighton-and-Hove-Albion-Stats"
"233",2022,"Burnley","Premier League","team",23,38,14107,12275,1731,370,32,135,747,783,183,152,14,1,9454,101,334,"https://fbref.com/en/squads/943e8050/2021-2022/Burnley-Stats"
"234",2022,"Burnley","Premier League","opponent",23,38,21508,19529,1925,473,44,168,861,846,265,95,79,5,16821,54,364,"https://fbref.com/en/squads/943e8050/2021-2022/Burnley-Stats"
"235",2022,"Cagliari","Serie A","team",33,38,15761,13729,1962,574,16,119,675,791,143,48,71,2,11503,70,315,"https://fbref.com/en/squads/c4260e09/2021-2022/Cagliari-Stats"
"236",2022,"Cagliari","Serie A","opponent",33,38,19924,17954,1894,586,56,123,693,786,199,68,78,1,15763,76,330,"https://fbref.com/en/squads/c4260e09/2021-2022/Cagliari-Stats"
"237",2022,"Celta Vigo","La Liga","team",25,38,20591,18578,1930,501,60,169,768,898,167,81,60,1,16007,83,360,"https://fbref.com/en/squads/f25da7fb/2021-2022/Celta-Vigo-Stats"
"238",2022,"Celta Vigo","La Liga","opponent",25,38,16708,14678,1995,562,22,184,609,925,146,56,57,0,12362,35,394,"https://fbref.com/en/squads/f25da7fb/2021-2022/Celta-Vigo-Stats"
"239",2022,"Chelsea","Premier League","team",26,38,24888,23158,1661,434,77,101,745,713,241,113,100,0,21190,69,364,"https://fbref.com/en/squads/cff3d9bb/2021-2022/Chelsea-Stats"
"240",2022,"Chelsea","Premier League","opponent",26,38,15424,13651,1706,451,63,90,533,697,151,66,52,4,11678,67,346,"https://fbref.com/en/squads/cff3d9bb/2021-2022/Chelsea-Stats"
"241",2022,"Clermont Foot","Ligue 1","team",28,38,19560,17599,1908,526,28,156,713,828,179,76,60,1,15713,53,332,"https://fbref.com/en/squads/d9676424/2021-2022/Clermont-Foot-Stats"
"242",2022,"Clermont Foot","Ligue 1","opponent",28,38,19625,17890,1695,424,35,165,592,739,164,76,68,2,15954,40,307,"https://fbref.com/en/squads/d9676424/2021-2022/Clermont-Foot-Stats"
"243",2022,"Crystal Palace","Premier League","team",24,38,19081,17115,1903,528,40,120,643,844,175,88,44,8,14983,63,316,"https://fbref.com/en/squads/47c64c55/2021-2022/Crystal-Palace-Stats"
"244",2022,"Crystal Palace","Premier League","opponent",24,38,18471,16628,1790,453,42,130,664,825,184,74,96,0,14264,53,360,"https://fbref.com/en/squads/47c64c55/2021-2022/Crystal-Palace-Stats"
"245",2022,"Cádiz","La Liga","team",33,38,14415,12460,1886,511,37,183,865,795,181,79,63,1,10136,69,312,"https://fbref.com/en/squads/ee7c297c/2021-2022/Cadiz-Stats"
"246",2022,"Cádiz","La Liga","opponent",33,38,20783,18843,1877,515,50,183,750,806,176,60,76,3,16729,63,337,"https://fbref.com/en/squads/ee7c297c/2021-2022/Cadiz-Stats"
"247",2022,"Dortmund","Bundesliga","team",33,34,21052,19358,1621,447,67,121,491,681,182,74,76,1,17410,73,314,"https://fbref.com/en/squads/add600ae/2021-2022/Dortmund-Stats"
"248",2022,"Dortmund","Bundesliga","opponent",33,34,14551,12940,1544,409,46,115,510,620,145,79,54,1,10982,67,305,"https://fbref.com/en/squads/add600ae/2021-2022/Dortmund-Stats"
"249",2022,"Eint Frankfurt","Bundesliga","team",27,34,17023,15216,1754,387,44,106,697,825,193,78,91,2,12628,53,357,"https://fbref.com/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats"
"250",2022,"Eint Frankfurt","Bundesliga","opponent",27,34,17401,15561,1756,453,32,101,586,776,160,81,45,0,13117,84,369,"https://fbref.com/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats"
"251",2022,"Elche","La Liga","team",28,38,16836,14819,1943,591,34,180,720,763,155,63,70,1,12948,74,335,"https://fbref.com/en/squads/6c8b07df/2021-2022/Elche-Stats"
"252",2022,"Elche","La Liga","opponent",28,38,18212,16269,1839,547,78,195,767,775,195,74,74,0,14329,104,279,"https://fbref.com/en/squads/6c8b07df/2021-2022/Elche-Stats"
"253",2022,"Empoli","Serie A","team",28,38,16700,14627,1990,528,36,76,704,827,189,63,87,0,12796,83,347,"https://fbref.com/en/squads/a3d88bd8/2021-2022/Empoli-Stats"
"254",2022,"Empoli","Serie A","opponent",28,38,18693,16720,1907,561,48,250,787,743,217,91,76,0,14955,66,327,"https://fbref.com/en/squads/a3d88bd8/2021-2022/Empoli-Stats"
"255",2022,"Espanyol","La Liga","team",34,38,16919,15003,1846,590,29,196,627,659,172,65,67,1,13360,70,287,"https://fbref.com/en/squads/a8661628/2021-2022/Espanyol-Stats"
"256",2022,"Espanyol","La Liga","opponent",34,38,19314,17461,1767,487,56,190,888,716,223,83,84,1,15516,86,313,"https://fbref.com/en/squads/a8661628/2021-2022/Espanyol-Stats"
"257",2022,"Everton","Premier League","team",33,38,14557,12746,1758,413,30,70,653,783,161,83,60,0,10366,53,345,"https://fbref.com/en/squads/d3fd31cc/2021-2022/Everton-Stats"
"258",2022,"Everton","Premier League","opponent",33,38,22270,20390,1837,397,44,129,719,859,219,114,62,8,18019,43,415,"https://fbref.com/en/squads/d3fd31cc/2021-2022/Everton-Stats"
"259",2022,"Fiorentina","Serie A","team",28,38,20910,19005,1848,664,37,246,776,693,195,23,129,0,17418,57,331,"https://fbref.com/en/squads/421387cf/2021-2022/Fiorentina-Stats"
"260",2022,"Fiorentina","Serie A","opponent",28,38,15395,13564,1712,506,54,77,437,657,127,48,57,0,11993,119,292,"https://fbref.com/en/squads/421387cf/2021-2022/Fiorentina-Stats"
"261",2022,"Freiburg","Bundesliga","team",26,34,15652,13970,1624,421,33,120,633,672,181,116,44,1,11641,58,328,"https://fbref.com/en/squads/a486e511/2021-2022/Freiburg-Stats"
"262",2022,"Freiburg","Bundesliga","opponent",26,34,16596,14810,1732,432,40,106,622,758,175,86,70,0,12623,54,249,"https://fbref.com/en/squads/a486e511/2021-2022/Freiburg-Stats"
"263",2022,"Genoa","Serie A","team",40,38,15587,13605,1910,559,29,74,661,777,155,57,76,1,11185,72,365,"https://fbref.com/en/squads/658bf2de/2021-2022/Genoa-Stats"
"264",2022,"Genoa","Serie A","opponent",40,38,20272,18174,2039,609,35,157,648,888,192,60,87,2,15866,59,410,"https://fbref.com/en/squads/658bf2de/2021-2022/Genoa-Stats"
"265",2022,"Getafe","La Liga","team",31,38,14607,12625,1929,579,17,194,621,842,136,65,58,0,10278,53,299,"https://fbref.com/en/squads/7848bd64/2021-2022/Getafe-Stats"
"266",2022,"Getafe","La Liga","opponent",31,38,21156,19121,1926,575,58,282,752,846,186,60,87,1,16725,109,365,"https://fbref.com/en/squads/7848bd64/2021-2022/Getafe-Stats"
"267",2022,"Gladbach","Bundesliga","team",26,34,17978,16210,1697,535,74,89,440,681,152,60,66,3,14537,71,315,"https://fbref.com/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats"
"268",2022,"Gladbach","Bundesliga","opponent",26,34,15346,13736,1521,396,54,112,606,661,162,88,48,6,11762,89,356,"https://fbref.com/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats"
"269",2022,"Granada","La Liga","team",32,38,14889,12856,1971,544,28,142,691,791,159,70,60,1,10582,62,295,"https://fbref.com/en/squads/a0435291/2021-2022/Granada-Stats"
"270",2022,"Granada","La Liga","opponent",32,38,18856,16832,1955,504,56,176,824,850,205,60,91,2,14611,69,384,"https://fbref.com/en/squads/a0435291/2021-2022/Granada-Stats"
"271",2022,"Greuther Fürth","Bundesliga","team",29,34,13971,12140,1762,482,24,54,478,738,138,92,37,4,10180,69,325,"https://fbref.com/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats"
"272",2022,"Greuther Fürth","Bundesliga","opponent",29,34,18256,16478,1723,480,56,133,678,782,185,73,78,0,14382,55,327,"https://fbref.com/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats"
"273",2022,"Hellas Verona","Serie A","team",31,38,17398,15513,1788,467,36,101,593,777,166,75,43,0,13047,97,347,"https://fbref.com/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats"
"274",2022,"Hellas Verona","Serie A","opponent",31,38,17056,14925,2099,630,30,87,682,850,187,72,79,1,12510,32,368,"https://fbref.com/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats"
"275",2022,"Hertha BSC","Bundesliga","team",36,34,14077,12218,1786,516,30,94,505,746,141,64,66,0,10314,73,321,"https://fbref.com/en/squads/2818f8bc/2021-2022/Hertha-BSC-Stats"
"276",2022,"Hertha BSC","Bundesliga","opponent",36,34,18324,16461,1772,460,52,139,698,814,194,88,78,2,14462,91,317,"https://fbref.com/en/squads/2818f8bc/2021-2022/Hertha-BSC-Stats"
"277",2022,"Hoffenheim","Bundesliga","team",32,34,18141,16308,1763,445,36,91,703,798,190,90,52,0,14323,70,350,"https://fbref.com/en/squads/033ea6b8/2021-2022/Hoffenheim-Stats"
