"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Age","Poss","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","Url"
"485",2023,"Leicester City","Premier League","team",28,26.1,47.7,38,418,3420,38,49,36,85,46,3,6,63,2,50.5,45.7,38.4,84.1,580,1304,1.29,0.95,2.24,1.21,2.16,1.33,1.01,2.34,1.2,2.21,"https://fbref.com/en/squads/a2d435b3/2022-2023/Leicester-City-Stats"
"486",2023,"Leicester City","Premier League","opponent",28,26.6,52.4,38,418,3420,38,63,46,109,59,4,5,64,2,63.3,59.8,47.9,107.7,721,1575,1.66,1.21,2.87,1.55,2.76,1.66,1.26,2.93,1.57,2.83,"https://fbref.com/en/squads/a2d435b3/2022-2023/Leicester-City-Stats"
"487",2023,"Lens","Ligue 1","team",29,26.4,55.6,38,418,3420,38,66,49,115,60,6,9,63,3,66.7,59.8,47.4,107.2,738,1829,1.74,1.29,3.03,1.58,2.87,1.76,1.25,3,1.57,2.82,"https://fbref.com/en/squads/fd4e0f7d/2022-2023/Lens-Stats"
"488",2023,"Lens","Ligue 1","opponent",29,26,44.4,38,418,3420,38,28,19,47,25,3,3,79,3,43.5,41.1,31.7,72.8,544,1268,0.74,0.5,1.24,0.66,1.16,1.14,0.83,1.98,1.08,1.92,"https://fbref.com/en/squads/fd4e0f7d/2022-2023/Lens-Stats"
"489",2023,"Leverkusen","Bundesliga","team",27,24.7,52,34,374,3060,34,57,44,101,52,5,7,75,7,51.4,46,38.9,85,678,1243,1.68,1.29,2.97,1.53,2.82,1.51,1.15,2.66,1.35,2.5,"https://fbref.com/en/squads/c7a9f859/2022-2023/Bayer-Leverkusen-Stats"
"490",2023,"Leverkusen","Bundesliga","opponent",27,26.5,48,34,374,3060,34,47,29,76,40,7,7,95,1,42.8,37.3,28.8,66.1,481,1254,1.38,0.85,2.24,1.18,2.03,1.26,0.85,2.11,1.1,1.94,"https://fbref.com/en/squads/c7a9f859/2022-2023/Bayer-Leverkusen-Stats"
"491",2023,"Lille","Ligue 1","team",26,26,60.5,38,418,3420,38,65,40,105,54,11,12,82,1,68.7,60,46.4,106.5,798,1982,1.71,1.05,2.76,1.42,2.47,1.81,1.22,3.03,1.58,2.8,"https://fbref.com/en/squads/cb188c0c/2022-2023/Lille-Stats"
"492",2023,"Lille","Ligue 1","opponent",26,26.2,39.5,38,418,3420,38,41,26,67,37,4,5,75,6,40.5,36.6,27.8,64.3,513,1060,1.08,0.68,1.76,0.97,1.66,1.07,0.73,1.8,0.96,1.69,"https://fbref.com/en/squads/cb188c0c/2022-2023/Lille-Stats"
"493",2023,"Liverpool","Premier League","team",28,27.4,60.8,38,418,3420,38,71,58,129,69,2,4,57,1,71.5,68.4,55.6,124.1,719,1992,1.87,1.53,3.39,1.82,3.34,1.88,1.46,3.35,1.8,3.26,"https://fbref.com/en/squads/822bd0ba/2022-2023/Liverpool-Stats"
"494",2023,"Liverpool","Premier League","opponent",28,26.6,38.9,38,418,3420,38,45,32,77,43,2,4,59,1,50.8,47.9,37.8,85.7,506,1101,1.18,0.84,2.03,1.13,1.97,1.34,0.99,2.33,1.26,2.26,"https://fbref.com/en/squads/822bd0ba/2022-2023/Liverpool-Stats"
"495",2023,"Lorient","Ligue 1","team",30,25.2,46.6,38,418,3420,38,49,32,81,45,4,6,48,4,44.5,39.8,29.4,69.2,753,1329,1.29,0.84,2.13,1.18,2.03,1.17,0.77,1.94,1.05,1.82,"https://fbref.com/en/squads/d2c87802/2022-2023/Lorient-Stats"
"496",2023,"Lorient","Ligue 1","opponent",30,26.4,53.4,38,418,3420,38,52,36,88,50,2,2,80,4,58.2,56.6,43,99.6,759,2065,1.37,0.95,2.32,1.32,2.26,1.53,1.13,2.66,1.49,2.62,"https://fbref.com/en/squads/d2c87802/2022-2023/Lorient-Stats"
"497",2023,"Lyon","Ligue 1","team",29,25.5,58.1,38,418,3420,38,63,45,108,57,6,8,61,3,61.1,54.8,45.1,99.9,709,1883,1.66,1.18,2.84,1.5,2.68,1.61,1.19,2.8,1.44,2.63,"https://fbref.com/en/squads/d53c0b06/2022-2023/Lyon-Stats"
"498",2023,"Lyon","Ligue 1","opponent",29,26.1,41.9,38,418,3420,38,44,24,68,33,11,11,66,4,51.6,43,34.1,77.1,677,1277,1.16,0.63,1.79,0.87,1.5,1.36,0.9,2.26,1.13,2.03,"https://fbref.com/en/squads/d53c0b06/2022-2023/Lyon-Stats"
"499",2023,"Mainz 05","Bundesliga","team",27,27,44.8,34,374,3060,34,54,35,89,50,4,6,69,1,47.1,42.4,30,72.4,364,1155,1.59,1.03,2.62,1.47,2.5,1.39,0.88,2.27,1.25,2.13,"https://fbref.com/en/squads/a224b06a/2022-2023/Mainz-05-Stats"
"500",2023,"Mainz 05","Bundesliga","opponent",27,26.6,55.2,34,374,3060,34,55,42,97,51,4,8,72,5,53.6,47.5,39,86.5,595,1279,1.62,1.24,2.85,1.5,2.74,1.58,1.15,2.72,1.4,2.54,"https://fbref.com/en/squads/a224b06a/2022-2023/Mainz-05-Stats"
"501",2023,"Mallorca","La Liga","team",31,27.7,41.1,38,418,3420,38,36,27,63,32,4,5,120,5,35.2,31.1,26.5,57.7,476,948,0.95,0.71,1.66,0.84,1.55,0.93,0.7,1.62,0.82,1.52,"https://fbref.com/en/squads/2aa12281/2022-2023/Mallorca-Stats"
"502",2023,"Mallorca","La Liga","opponent",31,27.4,58.9,38,418,3420,38,43,31,74,37,6,7,94,4,46.4,41,31.8,72.8,795,1706,1.13,0.82,1.95,0.97,1.79,1.22,0.84,2.06,1.08,1.92,"https://fbref.com/en/squads/2aa12281/2022-2023/Mallorca-Stats"
"503",2023,"Manchester City","Premier League","team",24,27.2,64.7,38,418,3420,38,92,69,161,83,9,10,44,1,78.6,71.1,57.5,128.6,988,2073,2.42,1.82,4.24,2.18,4,2.07,1.51,3.58,1.87,3.38,"https://fbref.com/en/squads/b8fd03ef/2022-2023/Manchester-City-Stats"
"504",2023,"Manchester City","Premier League","opponent",24,26.6,34.7,38,418,3420,38,32,21,53,29,3,3,80,2,32.1,29.8,23.8,53.5,434,860,0.84,0.55,1.39,0.76,1.32,0.85,0.63,1.47,0.78,1.41,"https://fbref.com/en/squads/b8fd03ef/2022-2023/Manchester-City-Stats"
"505",2023,"Manchester Utd","Premier League","team",26,26.9,53.7,38,418,3420,38,56,42,98,53,3,3,78,2,67.7,65.3,52.2,117.5,711,1595,1.47,1.11,2.58,1.39,2.5,1.78,1.37,3.15,1.72,3.09,"https://fbref.com/en/squads/19538871/2022-2023/Manchester-United-Stats"
"506",2023,"Manchester Utd","Premier League","opponent",26,26.4,46,38,418,3420,38,42,28,70,40,2,3,50,0,50.4,48,37.4,85.4,697,1355,1.11,0.74,1.84,1.05,1.79,1.33,0.98,2.31,1.26,2.25,"https://fbref.com/en/squads/19538871/2022-2023/Manchester-United-Stats"
"507",2023,"Marseille","Ligue 1","team",30,27.3,56.7,38,418,3420,38,61,38,99,55,6,7,63,4,65.3,60,47,107,759,1919,1.61,1,2.61,1.45,2.45,1.72,1.24,2.95,1.58,2.82,"https://fbref.com/en/squads/5725cc7b/2022-2023/Marseille-Stats"
"508",2023,"Marseille","Ligue 1","opponent",30,26.2,43.3,38,418,3420,38,37,22,59,32,5,5,64,0,42.5,38.5,30.2,68.8,577,1146,0.97,0.58,1.55,0.84,1.42,1.12,0.8,1.91,1.01,1.81,"https://fbref.com/en/squads/5725cc7b/2022-2023/Marseille-Stats"
"509",2023,"Milan","Serie A","team",30,26,55.6,38,418,3420,38,61,49,110,56,5,5,90,2,58.8,55.1,46,101.1,795,1584,1.61,1.29,2.89,1.47,2.76,1.55,1.21,2.76,1.45,2.66,"https://fbref.com/en/squads/dc56fe14/2022-2023/Milan-Stats"
"510",2023,"Milan","Serie A","opponent",30,26.7,44.4,38,418,3420,38,42,32,74,38,4,5,113,1,41.1,37.2,31,68.2,546,1168,1.11,0.84,1.95,1,1.84,1.08,0.82,1.9,0.98,1.8,"https://fbref.com/en/squads/dc56fe14/2022-2023/Milan-Stats"
"511",2023,"Monaco","Ligue 1","team",27,24.7,48.2,38,418,3420,38,69,47,116,64,5,8,64,5,62.1,55.7,42.2,97.9,719,1820,1.82,1.24,3.05,1.68,2.92,1.63,1.11,2.74,1.47,2.58,"https://fbref.com/en/squads/fd6114db/2022-2023/Monaco-Stats"
"512",2023,"Monaco","Ligue 1","opponent",27,26.3,51.8,38,418,3420,38,55,40,95,50,5,5,58,2,53.2,49.7,38.2,87.9,647,1518,1.45,1.05,2.5,1.32,2.37,1.4,1,2.41,1.31,2.31,"https://fbref.com/en/squads/fd6114db/2022-2023/Monaco-Stats"
"513",2023,"Montpellier","Ligue 1","team",31,26,45.8,38,418,3420,38,64,41,105,57,7,7,68,10,52.2,46.7,34.3,80.9,556,1250,1.68,1.08,2.76,1.5,2.58,1.37,0.9,2.27,1.23,2.13,"https://fbref.com/en/squads/281b0e73/2022-2023/Montpellier-Stats"
"514",2023,"Montpellier","Ligue 1","opponent",31,26.5,54.2,38,418,3420,38,60,42,102,54,6,11,82,10,62.2,53.5,39.4,92.9,794,1799,1.58,1.11,2.68,1.42,2.53,1.64,1.04,2.67,1.41,2.45,"https://fbref.com/en/squads/281b0e73/2022-2023/Montpellier-Stats"
"515",2023,"Monza","Serie A","team",31,26.6,55.2,38,418,3420,38,46,31,77,41,5,6,90,4,45.9,41.2,33.8,75,708,1362,1.21,0.82,2.03,1.08,1.89,1.21,0.89,2.1,1.08,1.97,"https://fbref.com/en/squads/21680aa4/2022-2023/Monza-Stats"
"516",2023,"Monza","Serie A","opponent",31,26.4,44.8,38,418,3420,38,51,32,83,48,3,3,78,5,51.3,49,38,87,768,1449,1.34,0.84,2.18,1.26,2.11,1.35,1,2.35,1.29,2.29,"https://fbref.com/en/squads/21680aa4/2022-2023/Monza-Stats"
"517",2023,"Nantes","Ligue 1","team",29,26.7,45.9,38,418,3420,38,35,27,62,32,3,5,65,4,42.8,39,31.8,70.8,705,1565,0.92,0.71,1.63,0.84,1.55,1.13,0.84,1.96,1.03,1.86,"https://fbref.com/en/squads/d7a486cd/2022-2023/Nantes-Stats"
"518",2023,"Nantes","Ligue 1","opponent",29,26.3,54.1,38,418,3420,38,51,29,80,42,9,9,61,5,52.4,45.5,34.5,80,750,1771,1.34,0.76,2.11,1.11,1.87,1.38,0.91,2.29,1.2,2.11,"https://fbref.com/en/squads/d7a486cd/2022-2023/Nantes-Stats"
"519",2023,"Napoli","Serie A","team",27,26.4,61.8,38,418,3420,38,75,57,132,67,8,10,47,1,64.7,56.8,46.8,103.6,907,1804,1.97,1.5,3.47,1.76,3.26,1.7,1.23,2.94,1.5,2.73,"https://fbref.com/en/squads/d48ad4ff/2022-2023/Napoli-Stats"
"520",2023,"Napoli","Serie A","opponent",27,26.4,38.2,38,418,3420,38,28,18,46,27,1,2,92,4,31.8,30.2,24.6,54.8,509,1013,0.74,0.47,1.21,0.71,1.18,0.84,0.65,1.48,0.8,1.44,"https://fbref.com/en/squads/d48ad4ff/2022-2023/Napoli-Stats"
"521",2023,"Newcastle Utd","Premier League","team",27,27.3,52.3,38,418,3420,38,64,42,106,58,6,6,61,1,71.9,67.3,51.8,119.1,695,1618,1.68,1.11,2.79,1.53,2.63,1.89,1.36,3.26,1.77,3.13,"https://fbref.com/en/squads/b2b47a98/2022-2023/Newcastle-United-Stats"
"522",2023,"Newcastle Utd","Premier League","opponent",27,26.8,47.6,38,418,3420,38,31,23,54,29,2,5,80,2,39.5,35.6,29.6,65.2,600,1201,0.82,0.61,1.42,0.76,1.37,1.04,0.78,1.82,0.94,1.72,"https://fbref.com/en/squads/b2b47a98/2022-2023/Newcastle-United-Stats"
"523",2023,"Nice","Ligue 1","team",34,26.5,51.5,38,418,3420,38,47,32,79,41,6,7,53,3,57.2,51.7,39.3,91.1,774,1534,1.24,0.84,2.08,1.08,1.92,1.51,1.04,2.54,1.36,2.4,"https://fbref.com/en/squads/132ebc33/2022-2023/Nice-Stats"
"524",2023,"Nice","Ligue 1","opponent",34,26.3,48.5,38,418,3420,38,37,25,62,34,3,5,44,4,44.6,40.6,32.7,73.3,704,1606,0.97,0.66,1.63,0.89,1.55,1.17,0.86,2.04,1.07,1.93,"https://fbref.com/en/squads/132ebc33/2022-2023/Nice-Stats"
"525",2023,"Nott'ham Forest","Premier League","team",33,26.5,37.6,38,418,3420,38,36,22,58,33,3,6,84,0,39.3,34.6,26.3,61,436,859,0.95,0.58,1.53,0.87,1.45,1.03,0.69,1.73,0.91,1.6,"https://fbref.com/en/squads/e4a775cb/2022-2023/Nottingham-Forest-Stats"
"526",2023,"Nott'ham Forest","Premier League","opponent",33,26.8,62.8,38,418,3420,38,68,45,113,62,6,9,65,0,64.2,57.5,45,102.5,813,1904,1.79,1.18,2.97,1.63,2.82,1.69,1.18,2.87,1.51,2.7,"https://fbref.com/en/squads/e4a775cb/2022-2023/Nottingham-Forest-Stats"
"527",2023,"Osasuna","La Liga","team",26,27.5,48,38,418,3420,38,36,30,66,32,4,5,93,7,39.8,35.9,28.4,64.3,545,1356,0.95,0.79,1.74,0.84,1.63,1.05,0.75,1.8,0.94,1.69,"https://fbref.com/en/squads/03c57e2b/2022-2023/Osasuna-Stats"
"528",2023,"Osasuna","La Liga","opponent",26,27.4,52,38,418,3420,38,40,29,69,39,1,4,81,9,45.7,42.5,34.8,77.3,680,1371,1.05,0.76,1.82,1.03,1.79,1.2,0.92,2.12,1.12,2.03,"https://fbref.com/en/squads/03c57e2b/2022-2023/Osasuna-Stats"
"529",2023,"Paris S-G","Ligue 1","team",26,26.9,60.7,38,418,3420,38,86,62,148,81,5,7,57,5,78.2,72.6,56.8,129.3,810,2029,2.26,1.63,3.89,2.13,3.76,2.06,1.49,3.55,1.91,3.4,"https://fbref.com/en/squads/e2d8892c/2022-2023/Paris-Saint-Germain-Stats"
"530",2023,"Paris S-G","Ligue 1","opponent",26,26.1,39.3,38,418,3420,38,39,27,66,37,2,5,50,4,48.3,44.3,34.7,79,698,1316,1.03,0.71,1.74,0.97,1.68,1.27,0.91,2.18,1.17,2.08,"https://fbref.com/en/squads/e2d8892c/2022-2023/Paris-Saint-Germain-Stats"
"531",2023,"RB Leipzig","Bundesliga","team",25,26.3,58.1,34,374,3060,34,64,39,103,58,6,7,69,2,62.7,57.4,43.2,100.6,599,1450,1.88,1.15,3.03,1.71,2.85,1.84,1.27,3.11,1.69,2.96,"https://fbref.com/en/squads/acbb6a5b/2022-2023/RB-Leipzig-Stats"
"532",2023,"RB Leipzig","Bundesliga","opponent",25,26.6,41.9,34,374,3060,34,39,23,62,32,7,8,81,1,37.2,30.9,23.5,54.4,424,1009,1.15,0.68,1.82,0.94,1.62,1.09,0.69,1.79,0.91,1.6,"https://fbref.com/en/squads/acbb6a5b/2022-2023/RB-Leipzig-Stats"
"533",2023,"Rayo Vallecano","La Liga","team",28,27.9,51.2,38,418,3420,38,41,29,70,37,4,8,90,6,43.9,37.8,30,67.8,703,1390,1.08,0.76,1.84,0.97,1.74,1.16,0.79,1.95,0.99,1.78,"https://fbref.com/en/squads/98e8af82/2022-2023/Rayo-Vallecano-Stats"
"534",2023,"Rayo Vallecano","La Liga","opponent",28,27.2,48.8,38,418,3420,38,49,34,83,45,4,5,93,7,50.3,46.6,36.8,83.4,589,1231,1.29,0.89,2.18,1.18,2.08,1.32,0.97,2.29,1.23,2.2,"https://fbref.com/en/squads/98e8af82/2022-2023/Rayo-Vallecano-Stats"
"535",2023,"Real Madrid","La Liga","team",26,27.4,60.9,38,418,3420,38,73,56,129,64,9,12,72,3,75.5,66.1,56.8,122.9,1008,2017,1.92,1.47,3.39,1.68,3.16,1.99,1.49,3.48,1.74,3.23,"https://fbref.com/en/squads/53a2f082/2022-2023/Real-Madrid-Stats"
"536",2023,"Real Madrid","La Liga","opponent",26,27.3,39.1,38,418,3420,38,35,21,56,31,4,5,97,7,38.9,35,27.8,62.8,631,1189,0.92,0.55,1.47,0.82,1.37,1.02,0.73,1.76,0.92,1.65,"https://fbref.com/en/squads/53a2f082/2022-2023/Real-Madrid-Stats"
"537",2023,"Real Sociedad","La Liga","team",30,25.9,54.6,38,418,3420,38,47,36,83,45,2,4,90,2,52.9,49.7,39.7,89.4,692,1483,1.24,0.95,2.18,1.18,2.13,1.39,1.04,2.44,1.31,2.35,"https://fbref.com/en/squads/e31d1cd9/2022-2023/Real-Sociedad-Stats"
"538",2023,"Real Sociedad","La Liga","opponent",30,27.5,45.4,38,418,3420,38,33,26,59,32,1,2,98,10,33,31.5,24.8,56.3,575,1025,0.87,0.68,1.55,0.84,1.53,0.87,0.65,1.52,0.83,1.48,"https://fbref.com/en/squads/e31d1cd9/2022-2023/Real-Sociedad-Stats"
"539",2023,"Reims","Ligue 1","team",34,24.9,48.7,38,418,3420,38,45,31,76,38,7,8,70,9,61.5,55.2,43.4,98.6,712,1717,1.18,0.82,2,1,1.82,1.62,1.14,2.76,1.45,2.59,"https://fbref.com/en/squads/7fdd64e0/2022-2023/Reims-Stats"
"540",2023,"Reims","Ligue 1","opponent",34,26.4,51.3,38,418,3420,38,43,28,71,40,3,3,66,6,52.7,50.3,40.4,90.8,663,1588,1.13,0.74,1.87,1.05,1.79,1.39,1.06,2.45,1.32,2.39,"https://fbref.com/en/squads/7fdd64e0/2022-2023/Reims-Stats"
"541",2023,"Rennes","Ligue 1","team",32,25.2,55.4,38,418,3420,38,66,47,113,63,3,3,58,6,61.4,59,45.4,104.4,774,1922,1.74,1.24,2.97,1.66,2.89,1.62,1.2,2.81,1.55,2.75,"https://fbref.com/en/squads/b3072e00/2022-2023/Rennes-Stats"
"542",2023,"Rennes","Ligue 1","opponent",32,26.2,44.6,38,418,3420,38,38,27,65,35,3,5,55,5,44.1,40.2,30.4,70.6,564,1323,1,0.71,1.71,0.92,1.63,1.16,0.8,1.96,1.06,1.86,"https://fbref.com/en/squads/b3072e00/2022-2023/Rennes-Stats"
"543",2023,"Roma","Serie A","team",30,27.4,48.6,38,418,3420,38,50,33,83,43,7,10,83,4,57.7,50.2,39.1,89.3,684,1217,1.32,0.87,2.18,1.13,2,1.52,1.03,2.55,1.32,2.35,"https://fbref.com/en/squads/cf74a709/2022-2023/Roma-Stats"
"544",2023,"Roma","Serie A","opponent",30,26.6,51.4,38,418,3420,38,37,26,63,35,2,3,124,8,32.3,30,21.9,51.9,635,1362,0.97,0.68,1.66,0.92,1.61,0.85,0.58,1.43,0.79,1.37,"https://fbref.com/en/squads/cf74a709/2022-2023/Roma-Stats"
"545",2023,"Salernitana","Serie A","team",30,27.2,44.9,38,418,3420,38,46,34,80,44,2,2,85,4,36.7,35.2,26.9,62,519,1089,1.21,0.89,2.11,1.16,2.05,0.96,0.71,1.67,0.93,1.63,"https://fbref.com/en/squads/c5577084/2022-2023/Salernitana-Stats"
"546",2023,"Salernitana","Serie A","opponent",30,26.6,55.1,38,418,3420,38,62,40,102,55,7,11,74,6,67.1,58,44.7,102.7,770,1624,1.63,1.05,2.68,1.45,2.5,1.77,1.18,2.94,1.53,2.7,"https://fbref.com/en/squads/c5577084/2022-2023/Salernitana-Stats"
"547",2023,"Sampdoria","Serie A","team",40,27.9,46.1,38,418,3420,38,23,18,41,22,1,2,108,3,34.1,32.5,24.4,56.9,466,1126,0.61,0.47,1.08,0.58,1.05,0.9,0.64,1.54,0.85,1.5,"https://fbref.com/en/squads/8ff9e3b3/2022-2023/Sampdoria-Stats"
"548",2023,"Sampdoria","Serie A","opponent",40,26.7,53.9,38,418,3420,38,69,53,122,61,8,11,79,1,66.3,57.9,47.6,105.5,723,1603,1.82,1.39,3.21,1.61,3,1.75,1.25,3,1.52,2.78,"https://fbref.com/en/squads/8ff9e3b3/2022-2023/Sampdoria-Stats"
"549",2023,"Sassuolo","Serie A","team",31,26.1,49.2,38,418,3420,38,46,30,76,37,9,10,90,6,51.6,43.9,36.1,80,761,1565,1.21,0.79,2,0.97,1.76,1.36,0.95,2.31,1.16,2.11,"https://fbref.com/en/squads/e2befd26/2022-2023/Sassuolo-Stats"
"550",2023,"Sassuolo","Serie A","opponent",31,26.5,50.8,38,418,3420,38,59,44,103,55,4,4,86,4,49.7,47.1,38.7,85.8,672,1349,1.55,1.16,2.71,1.45,2.61,1.31,1.02,2.33,1.24,2.26,"https://fbref.com/en/squads/e2befd26/2022-2023/Sassuolo-Stats"
"551",2023,"Schalke 04","Bundesliga","team",35,27.5,46,34,374,3060,34,32,24,56,28,4,5,68,1,39.6,35.9,28.7,64.6,415,934,0.94,0.71,1.65,0.82,1.53,1.16,0.84,2.01,1.06,1.9,"https://fbref.com/en/squads/c539e393/2022-2023/Schalke-04-Stats"
"552",2023,"Schalke 04","Bundesliga","opponent",35,26.6,54,34,374,3060,34,70,50,120,65,5,6,78,3,57.1,52.5,40.7,93.1,577,1240,2.06,1.47,3.53,1.91,3.38,1.68,1.2,2.88,1.54,2.74,"https://fbref.com/en/squads/c539e393/2022-2023/Schalke-04-Stats"
"553",2023,"Sevilla","La Liga","team",35,28.7,52.6,38,418,3420,38,47,31,78,43,4,5,121,13,46.3,42.4,32,74.5,558,1513,1.24,0.82,2.05,1.13,1.95,1.22,0.84,2.06,1.12,1.96,"https://fbref.com/en/squads/ad2be733/2022-2023/Sevilla-Stats"
"554",2023,"Sevilla","La Liga","opponent",35,27.3,47.4,38,418,3420,38,51,40,91,49,2,3,95,8,54.2,51.8,42,93.7,643,1275,1.34,1.05,2.39,1.29,2.34,1.43,1.1,2.53,1.36,2.47,"https://fbref.com/en/squads/ad2be733/2022-2023/Sevilla-Stats"
"555",2023,"Southampton","Premier League","team",36,24.7,44.5,38,418,3420,38,36,25,61,34,2,4,73,0,37.8,34.6,28.1,62.7,588,1125,0.95,0.66,1.61,0.89,1.55,0.99,0.74,1.73,0.91,1.65,"https://fbref.com/en/squads/33c895d4/2022-2023/Southampton-Stats"
"556",2023,"Southampton","Premier League","opponent",36,26.7,55.6,38,418,3420,38,68,55,123,66,2,3,63,2,60.8,58.4,46.2,104.6,653,1735,1.79,1.45,3.24,1.74,3.18,1.6,1.21,2.81,1.54,2.75,"https://fbref.com/en/squads/33c895d4/2022-2023/Southampton-Stats"
"557",2023,"Spezia","Serie A","team",34,25.7,47.4,38,418,3420,38,29,18,47,25,4,4,103,6,41.5,38.5,29.3,67.8,553,1163,0.76,0.47,1.24,0.66,1.13,1.09,0.77,1.86,1.01,1.78,"https://fbref.com/en/squads/68449f6d/2022-2023/Spezia-Stats"
"558",2023,"Spezia","Serie A","opponent",34,27,52.6,38,418,3420,38,59,41,100,54,5,7,61,2,59.5,54,43.2,97.2,671,1440,1.55,1.08,2.63,1.42,2.5,1.57,1.14,2.7,1.42,2.56,"https://fbref.com/en/squads/68449f6d/2022-2023/Spezia-Stats"
"559",2023,"Strasbourg","Ligue 1","team",29,27.3,45.9,38,418,3420,38,48,28,76,43,5,7,73,7,48.5,42.8,32.1,74.8,610,1351,1.26,0.74,2,1.13,1.87,1.28,0.84,2.12,1.13,1.97,"https://fbref.com/en/squads/c0d3eab4/2022-2023/Strasbourg-Stats"
"560",2023,"Strasbourg","Ligue 1","opponent",29,26.2,54.1,38,418,3420,38,59,34,93,49,10,11,68,7,55.3,47.1,34.9,81.9,691,1478,1.55,0.89,2.45,1.29,2.18,1.45,0.92,2.37,1.24,2.16,"https://fbref.com/en/squads/c0d3eab4/2022-2023/Strasbourg-Stats"
"561",2023,"Stuttgart","Bundesliga","team",30,24.7,50.2,34,374,3060,34,45,34,79,40,5,5,72,5,47.6,43.7,38.1,81.7,609,1278,1.32,1,2.32,1.18,2.18,1.4,1.12,2.52,1.28,2.4,"https://fbref.com/en/squads/598bc722/2022-2023/Stuttgart-Stats"
"562",2023,"Stuttgart","Bundesliga","opponent",30,26.6,49.8,34,374,3060,34,56,39,95,50,6,6,78,1,45.2,40.6,32.1,72.7,461,1226,1.65,1.15,2.79,1.47,2.62,1.33,0.94,2.27,1.19,2.14,"https://fbref.com/en/squads/598bc722/2022-2023/Stuttgart-Stats"
"563",2023,"Torino","Serie A","team",28,25.2,53.2,38,418,3420,38,41,34,75,39,2,2,81,0,41.8,40.2,35,75.2,684,1328,1.08,0.89,1.97,1.03,1.92,1.1,0.92,2.02,1.06,1.98,"https://fbref.com/en/squads/105360fe/2022-2023/Torino-Stats"
"564",2023,"Torino","Serie A","opponent",28,26.6,46.8,38,418,3420,38,41,28,69,36,5,6,66,1,40,35.3,28.2,63.5,524,1100,1.08,0.74,1.82,0.95,1.68,1.05,0.74,1.79,0.93,1.67,"https://fbref.com/en/squads/105360fe/2022-2023/Torino-Stats"
"565",2023,"Tottenham","Premier League","team",29,27.6,50,38,418,3420,38,68,46,114,63,5,6,77,3,57,52.3,43,95.4,692,1449,1.79,1.21,3,1.66,2.87,1.5,1.13,2.63,1.38,2.51,"https://fbref.com/en/squads/361ca564/2022-2023/Tottenham-Hotspur-Stats"
"566",2023,"Tottenham","Premier League","opponent",29,26.7,50.1,38,418,3420,38,62,45,107,59,3,4,79,2,49.6,46.5,36.3,82.8,685,1516,1.63,1.18,2.82,1.55,2.74,1.31,0.95,2.26,1.22,2.18,"https://fbref.com/en/squads/361ca564/2022-2023/Tottenham-Hotspur-Stats"
"567",2023,"Toulouse","Ligue 1","team",29,25.1,51.3,38,418,3420,38,50,33,83,46,4,4,62,3,52.5,49.4,35.8,85.2,648,1737,1.32,0.87,2.18,1.21,2.08,1.38,0.94,2.33,1.3,2.24,"https://fbref.com/en/squads/3f8c4b5f/2022-2023/Toulouse-Stats"
"568",2023,"Toulouse","Ligue 1","opponent",29,26.4,48.7,38,418,3420,38,54,31,85,50,4,7,64,2,57,51.4,37.5,88.9,743,1597,1.42,0.82,2.24,1.32,2.13,1.5,0.99,2.49,1.35,2.34,"https://fbref.com/en/squads/3f8c4b5f/2022-2023/Toulouse-Stats"
"569",2023,"Troyes","Ligue 1","team",32,25.8,42.6,38,418,3420,38,43,26,69,38,5,5,55,5,39.1,35.6,27.9,63.5,638,1235,1.13,0.68,1.82,1,1.68,1.03,0.73,1.76,0.94,1.67,"https://fbref.com/en/squads/54195385/2022-2023/Troyes-Stats"
"570",2023,"Troyes","Ligue 1","opponent",32,26.3,57.4,38,418,3420,38,79,51,130,72,7,8,47,5,78,71.7,54.5,126.2,791,2004,2.08,1.34,3.42,1.89,3.24,2.05,1.43,3.49,1.89,3.32,"https://fbref.com/en/squads/54195385/2022-2023/Troyes-Stats"
"571",2023,"Udinese","Serie A","team",30,26.1,48,38,418,3420,38,46,41,87,45,1,2,88,3,46.9,45.4,37.8,83.2,646,1354,1.21,1.08,2.29,1.18,2.26,1.24,0.99,2.23,1.2,2.19,"https://fbref.com/en/squads/04eea015/2022-2023/Udinese-Stats"
"572",2023,"Udinese","Serie A","opponent",30,26.8,52,38,418,3420,38,46,32,78,40,6,7,86,3,51.8,46.7,36.5,83.1,631,1462,1.21,0.84,2.05,1.05,1.89,1.36,0.96,2.32,1.23,2.19,"https://fbref.com/en/squads/04eea015/2022-2023/Udinese-Stats"
"573",2023,"Union Berlin","Bundesliga","team",28,27.9,43.8,34,374,3060,34,49,38,87,46,3,7,65,2,37.9,32.5,25.9,58.4,375,1012,1.44,1.12,2.56,1.35,2.47,1.12,0.76,1.88,0.95,1.72,"https://fbref.com/en/squads/7a41008f/2022-2023/Union-Berlin-Stats"
