"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Age","Poss","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","Url"
"241",2022,"Clermont Foot","Ligue 1","team",28,26.9,50,38,418,3420,38,36,25,61,34,2,3,65,8,44.4,41.9,32.6,74.4,617,1370,0.95,0.66,1.61,0.89,1.55,1.17,0.86,2.03,1.1,1.96,"https://fbref.com/en/squads/d9676424/2021-2022/Clermont-Foot-Stats"
"242",2022,"Clermont Foot","Ligue 1","opponent",28,25.7,50,38,418,3420,38,66,44,110,61,5,5,77,6,52.4,48.4,38.6,87,592,1448,1.74,1.16,2.89,1.61,2.76,1.38,1.02,2.39,1.27,2.29,"https://fbref.com/en/squads/d9676424/2021-2022/Clermont-Foot-Stats"
"243",2022,"Crystal Palace","Premier League","team",24,27.1,51.1,38,418,3420,38,50,31,81,44,6,8,69,1,46.4,40.1,31,71.1,592,1229,1.32,0.82,2.13,1.16,1.97,1.22,0.82,2.04,1.06,1.87,"https://fbref.com/en/squads/47c64c55/2021-2022/Crystal-Palace-Stats"
"244",2022,"Crystal Palace","Premier League","opponent",24,26.8,49.1,38,418,3420,38,44,30,74,41,3,4,74,3,40.7,37.6,28.3,65.9,563,1402,1.16,0.79,1.95,1.08,1.87,1.07,0.74,1.82,0.99,1.73,"https://fbref.com/en/squads/47c64c55/2021-2022/Crystal-Palace-Stats"
"245",2022,"Cádiz","La Liga","team",33,28.5,41.3,38,418,3420,38,35,21,56,32,3,6,105,3,39.5,34.8,24.6,59.4,571,1080,0.92,0.55,1.47,0.84,1.39,1.04,0.65,1.69,0.91,1.56,"https://fbref.com/en/squads/ee7c297c/2021-2022/Cadiz-Stats"
"246",2022,"Cádiz","La Liga","opponent",33,27.6,59.1,38,418,3420,38,51,31,82,40,11,13,98,6,48.3,38.2,30.4,68.5,735,1805,1.34,0.82,2.16,1.05,1.87,1.27,0.8,2.07,1,1.8,"https://fbref.com/en/squads/ee7c297c/2021-2022/Cadiz-Stats"
"247",2022,"Dortmund","Bundesliga","team",33,25.9,59.2,34,374,3060,34,81,57,138,70,11,11,63,1,64,55.9,45,100.8,670,1468,2.38,1.68,4.06,2.06,3.74,1.88,1.32,3.21,1.64,2.97,"https://fbref.com/en/squads/add600ae/2021-2022/Dortmund-Stats"
"248",2022,"Dortmund","Bundesliga","opponent",33,26,40.4,34,374,3060,34,50,32,82,44,6,6,69,0,46.3,41.6,31.5,73.1,489,1056,1.47,0.94,2.41,1.29,2.24,1.36,0.93,2.29,1.22,2.15,"https://fbref.com/en/squads/add600ae/2021-2022/Dortmund-Stats"
"249",2022,"Eint Frankfurt","Bundesliga","team",27,26.2,49.6,34,374,3060,34,43,33,76,42,1,2,61,1,41.6,40.1,32,72.1,609,1255,1.26,0.97,2.24,1.24,2.21,1.22,0.94,2.16,1.18,2.12,"https://fbref.com/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats"
"250",2022,"Eint Frankfurt","Bundesliga","opponent",27,26.1,50.4,34,374,3060,34,48,33,81,44,4,4,61,1,47,43.8,33.3,77.1,519,1236,1.41,0.97,2.38,1.29,2.26,1.38,0.98,2.36,1.29,2.27,"https://fbref.com/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats"
"251",2022,"Elche","La Liga","team",28,29.1,48.4,38,418,3420,38,39,29,68,38,1,1,104,6,33.7,32.9,27.6,60.5,531,1102,1.03,0.76,1.79,1,1.76,0.89,0.73,1.61,0.86,1.59,"https://fbref.com/en/squads/6c8b07df/2021-2022/Elche-Stats"
"252",2022,"Elche","La Liga","opponent",28,27.4,51.6,38,418,3420,38,52,41,93,45,7,9,80,2,59.1,52.1,41.7,93.8,657,1477,1.37,1.08,2.45,1.18,2.26,1.56,1.1,2.65,1.37,2.47,"https://fbref.com/en/squads/6c8b07df/2021-2022/Elche-Stats"
"253",2022,"Empoli","Serie A","team",28,24.5,47.4,38,418,3420,38,47,27,74,40,7,7,87,5,44.9,39.3,28.9,68.3,658,1477,1.24,0.71,1.95,1.05,1.76,1.18,0.76,1.94,1.04,1.8,"https://fbref.com/en/squads/a3d88bd8/2021-2022/Empoli-Stats"
"254",2022,"Empoli","Serie A","opponent",28,27,52.9,38,418,3420,38,64,44,108,59,5,10,80,1,66,58.4,48.2,106.6,823,1678,1.68,1.16,2.84,1.55,2.71,1.74,1.27,3.01,1.54,2.81,"https://fbref.com/en/squads/a3d88bd8/2021-2022/Empoli-Stats"
"255",2022,"Espanyol","La Liga","team",34,27.7,46.9,38,418,3420,38,39,25,64,34,5,5,99,7,36.7,32.9,25.8,58.7,610,1212,1.03,0.66,1.68,0.89,1.55,0.97,0.68,1.65,0.87,1.55,"https://fbref.com/en/squads/a8661628/2021-2022/Espanyol-Stats"
"256",2022,"Espanyol","La Liga","opponent",34,27.5,52.9,38,418,3420,38,51,39,90,47,4,5,120,7,51.2,47.3,36.7,84.1,800,1705,1.34,1.03,2.37,1.24,2.26,1.35,0.97,2.31,1.25,2.21,"https://fbref.com/en/squads/a8661628/2021-2022/Espanyol-Stats"
"257",2022,"Everton","Premier League","team",33,26.7,40,38,418,3420,38,42,29,71,36,6,7,82,6,41.2,35.8,28.5,64.3,512,1100,1.11,0.76,1.87,0.95,1.71,1.09,0.75,1.83,0.94,1.69,"https://fbref.com/en/squads/d3fd31cc/2021-2022/Everton-Stats"
"258",2022,"Everton","Premier League","opponent",33,26.8,60.3,38,418,3420,38,61,46,107,59,2,2,72,0,55.4,53.9,41.8,95.8,735,1799,1.61,1.21,2.82,1.55,2.76,1.46,1.1,2.56,1.42,2.52,"https://fbref.com/en/squads/d3fd31cc/2021-2022/Everton-Stats"
"259",2022,"Fiorentina","Serie A","team",28,26.4,57.7,38,418,3420,38,59,33,92,50,9,12,89,8,60,50.8,39.2,90.1,755,1584,1.55,0.87,2.42,1.32,2.18,1.58,1.03,2.61,1.34,2.37,"https://fbref.com/en/squads/421387cf/2021-2022/Fiorentina-Stats"
"260",2022,"Fiorentina","Serie A","opponent",28,26.7,41.8,38,418,3420,38,49,33,82,46,3,5,103,4,40.6,37.1,30.3,67.3,480,979,1.29,0.87,2.16,1.21,2.08,1.07,0.8,1.87,0.98,1.77,"https://fbref.com/en/squads/421387cf/2021-2022/Fiorentina-Stats"
"261",2022,"Freiburg","Bundesliga","team",26,26.5,49,34,374,3060,34,55,37,92,50,5,6,34,0,50.4,45.7,34.5,80.2,401,1229,1.62,1.09,2.71,1.47,2.56,1.48,1.01,2.5,1.35,2.36,"https://fbref.com/en/squads/a486e511/2021-2022/Freiburg-Stats"
"262",2022,"Freiburg","Bundesliga","opponent",26,26.2,50.8,34,374,3060,34,45,35,80,43,2,2,65,2,44,42.5,33.2,75.7,582,1123,1.32,1.03,2.35,1.26,2.29,1.29,0.98,2.27,1.25,2.23,"https://fbref.com/en/squads/a486e511/2021-2022/Freiburg-Stats"
"263",2022,"Genoa","Serie A","team",40,27,43.9,38,418,3420,38,26,19,45,20,6,7,92,3,37.2,31.8,26.3,58.1,517,1101,0.68,0.5,1.18,0.53,1.03,0.98,0.69,1.67,0.84,1.53,"https://fbref.com/en/squads/658bf2de/2021-2022/Genoa-Stats"
"264",2022,"Genoa","Serie A","opponent",40,26.7,56.1,38,418,3420,38,58,35,93,54,4,5,82,1,54.1,50.1,38.7,88.9,684,1572,1.53,0.92,2.45,1.42,2.34,1.42,1.02,2.44,1.32,2.34,"https://fbref.com/en/squads/658bf2de/2021-2022/Genoa-Stats"
"265",2022,"Getafe","La Liga","team",31,26.6,41.5,38,418,3420,38,31,26,57,28,3,5,121,8,29.3,25.3,19.4,44.7,399,917,0.82,0.68,1.5,0.74,1.42,0.77,0.51,1.28,0.67,1.18,"https://fbref.com/en/squads/7848bd64/2021-2022/Getafe-Stats"
"266",2022,"Getafe","La Liga","opponent",31,27.8,58.8,38,418,3420,38,40,30,70,38,2,4,110,4,38.6,35.5,27.4,63,612,1521,1.05,0.79,1.84,1,1.79,1.02,0.72,1.74,0.94,1.66,"https://fbref.com/en/squads/7848bd64/2021-2022/Getafe-Stats"
"267",2022,"Gladbach","Bundesliga","team",26,26,54,34,374,3060,34,54,38,92,49,5,7,67,1,56.2,50.6,37.8,88.4,527,1291,1.59,1.12,2.71,1.44,2.56,1.65,1.11,2.76,1.49,2.6,"https://fbref.com/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats"
"268",2022,"Gladbach","Bundesliga","opponent",26,26.2,45.6,34,374,3060,34,61,46,107,58,3,5,73,4,55,50.8,39.4,90.2,540,1193,1.79,1.35,3.15,1.71,3.06,1.62,1.16,2.78,1.49,2.65,"https://fbref.com/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats"
"269",2022,"Granada","La Liga","team",32,28.1,44.7,38,418,3420,38,43,28,71,40,3,5,105,4,39,35.1,26.7,61.8,435,1047,1.13,0.74,1.87,1.05,1.79,1.03,0.7,1.73,0.92,1.63,"https://fbref.com/en/squads/a0435291/2021-2022/Granada-Stats"
"270",2022,"Granada","La Liga","opponent",32,27.6,66,38,418,3420,38,59,46,105,52,7,9,101,9,61.2,54.6,44.6,99.2,706,1611,1.55,1.21,2.76,1.37,2.58,1.61,1.17,2.79,1.44,2.61,"https://fbref.com/en/squads/a0435291/2021-2022/Granada-Stats"
"271",2022,"Greuther Fürth","Bundesliga","team",29,25.9,43.6,34,374,3060,34,26,15,41,21,5,5,61,0,30,26.2,18.8,44.9,413,976,0.76,0.44,1.21,0.62,1.06,0.88,0.55,1.43,0.77,1.32,"https://fbref.com/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats"
"272",2022,"Greuther Fürth","Bundesliga","opponent",29,26.3,56.6,34,374,3060,34,77,56,133,71,6,6,49,2,60.2,55.5,42.4,97.9,619,1501,2.26,1.65,3.91,2.09,3.74,1.77,1.25,3.02,1.63,2.88,"https://fbref.com/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats"
"273",2022,"Hellas Verona","Serie A","team",31,26.8,50.6,38,418,3420,38,63,44,107,56,7,8,100,7,50.4,44.2,34.1,78.4,677,1587,1.66,1.16,2.82,1.47,2.63,1.33,0.9,2.23,1.16,2.06,"https://fbref.com/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats"
"274",2022,"Hellas Verona","Serie A","opponent",31,26.8,49.4,38,418,3420,38,57,38,95,54,3,4,74,3,49,45.7,35.5,81.2,568,1159,1.5,1,2.5,1.42,2.42,1.29,0.94,2.23,1.2,2.14,"https://fbref.com/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats"
"275",2022,"Hertha BSC","Bundesliga","team",36,26.7,43.7,34,374,3060,34,35,23,58,32,3,3,62,2,33.3,30.9,25,55.9,462,975,1.03,0.68,1.71,0.94,1.62,0.98,0.73,1.71,0.91,1.64,"https://fbref.com/en/squads/2818f8bc/2021-2022/Hertha-BSC-Stats"
"276",2022,"Hertha BSC","Bundesliga","opponent",36,26.2,56.5,34,374,3060,34,71,44,115,63,8,8,47,0,54.3,48.1,36.9,85,519,1500,2.09,1.29,3.38,1.85,3.15,1.6,1.09,2.68,1.41,2.5,"https://fbref.com/en/squads/2818f8bc/2021-2022/Hertha-BSC-Stats"
"277",2022,"Hoffenheim","Bundesliga","team",32,26.1,53.2,34,374,3060,34,55,42,97,55,0,0,75,0,58.3,58.3,46.8,105.1,588,1474,1.62,1.24,2.85,1.62,2.85,1.71,1.38,3.09,1.71,3.09,"https://fbref.com/en/squads/033ea6b8/2021-2022/Hoffenheim-Stats"
"278",2022,"Hoffenheim","Bundesliga","opponent",32,26.3,46.4,34,374,3060,34,59,46,105,57,2,4,47,3,54.6,51.4,40.4,91.8,509,1073,1.74,1.35,3.09,1.68,3.03,1.61,1.19,2.79,1.51,2.7,"https://fbref.com/en/squads/033ea6b8/2021-2022/Hoffenheim-Stats"
"279",2022,"Inter","Serie A","team",27,28.9,56.5,38,418,3420,38,83,57,140,76,7,11,71,0,81.6,73.6,57.3,130.9,782,1778,2.18,1.5,3.68,2,3.5,2.15,1.51,3.66,1.94,3.45,"https://fbref.com/en/squads/d609edc0/2021-2022/Internazionale-Stats"
"280",2022,"Inter","Serie A","opponent",27,26.7,43.4,38,418,3420,38,31,19,50,27,4,4,79,5,39.1,36,25.5,61.5,569,1095,0.82,0.5,1.32,0.71,1.21,1.03,0.67,1.7,0.95,1.62,"https://fbref.com/en/squads/d609edc0/2021-2022/Internazionale-Stats"
"281",2022,"Juventus","Serie A","team",32,27.4,51.5,38,418,3420,38,56,37,93,51,5,6,77,2,51.4,46.7,36.3,83,701,1464,1.47,0.97,2.45,1.34,2.32,1.35,0.96,2.31,1.23,2.18,"https://fbref.com/en/squads/e0652b02/2021-2022/Juventus-Stats"
"282",2022,"Juventus","Serie A","opponent",32,26.8,48.3,38,418,3420,38,36,21,57,32,4,7,94,4,38.1,32.5,24.3,56.8,719,1471,0.95,0.55,1.5,0.84,1.39,1,0.64,1.64,0.86,1.5,"https://fbref.com/en/squads/e0652b02/2021-2022/Juventus-Stats"
"283",2022,"Köln","Bundesliga","team",26,27,54.8,34,374,3060,34,52,40,92,51,1,1,68,1,50.1,49.3,38.6,87.9,550,1406,1.53,1.18,2.71,1.5,2.68,1.47,1.14,2.61,1.45,2.59,"https://fbref.com/en/squads/bc357bf7/2021-2022/Koln-Stats"
"284",2022,"Köln","Bundesliga","opponent",26,26,44.9,34,374,3060,34,47,38,85,47,0,1,65,0,50.6,49.8,39.2,89,494,1085,1.38,1.12,2.5,1.38,2.5,1.49,1.15,2.64,1.46,2.62,"https://fbref.com/en/squads/bc357bf7/2021-2022/Koln-Stats"
"285",2022,"Lazio","Serie A","team",27,29,55.4,38,418,3420,38,74,48,122,67,7,9,88,5,55.3,48.2,38.8,87,788,1527,1.95,1.26,3.21,1.76,3.03,1.46,1.02,2.48,1.27,2.29,"https://fbref.com/en/squads/7213da33/2021-2022/Lazio-Stats"
"286",2022,"Lazio","Serie A","opponent",27,26.5,44.4,38,418,3420,38,57,40,97,52,5,6,100,7,47.7,43,34.3,77.3,579,1293,1.5,1.05,2.55,1.37,2.42,1.25,0.9,2.16,1.13,2.03,"https://fbref.com/en/squads/7213da33/2021-2022/Lazio-Stats"
"287",2022,"Leeds United","Premier League","team",29,26.1,52.3,38,418,3420,38,42,26,68,37,5,5,101,3,44.4,40.4,31.3,71.8,671,1483,1.11,0.68,1.79,0.97,1.66,1.17,0.82,1.99,1.06,1.89,"https://fbref.com/en/squads/5bfb9659/2021-2022/Leeds-United-Stats"
"288",2022,"Leeds United","Premier League","opponent",29,26.9,47.5,38,418,3420,38,78,59,137,73,5,5,74,3,67.8,64,48.5,112.4,700,1359,2.05,1.55,3.61,1.92,3.47,1.79,1.28,3.06,1.68,2.96,"https://fbref.com/en/squads/5bfb9659/2021-2022/Leeds-United-Stats"
"289",2022,"Leicester City","Premier League","team",28,26.5,52,38,418,3420,38,62,46,108,60,2,2,55,1,47.8,46.2,34.2,80.4,622,1356,1.63,1.21,2.84,1.58,2.79,1.26,0.9,2.16,1.22,2.12,"https://fbref.com/en/squads/a2d435b3/2021-2022/Leicester-City-Stats"
"290",2022,"Leicester City","Premier League","opponent",28,26.8,47.9,38,418,3420,38,58,36,94,51,7,9,60,0,59.3,52.6,39.8,92.4,732,1496,1.53,0.95,2.47,1.34,2.29,1.56,1.05,2.61,1.38,2.43,"https://fbref.com/en/squads/a2d435b3/2021-2022/Leicester-City-Stats"
"291",2022,"Lens","Ligue 1","team",28,26.1,50.7,38,418,3420,38,60,39,99,55,5,5,73,7,50.2,46.4,34.9,81.3,763,1692,1.58,1.03,2.61,1.45,2.47,1.32,0.92,2.24,1.22,2.14,"https://fbref.com/en/squads/fd4e0f7d/2021-2022/Lens-Stats"
"292",2022,"Lens","Ligue 1","opponent",28,25.9,49.2,38,418,3420,38,48,31,79,44,4,5,84,7,42.7,38.7,28.8,67.5,654,1332,1.26,0.82,2.08,1.16,1.97,1.12,0.76,1.88,1.02,1.78,"https://fbref.com/en/squads/fd4e0f7d/2021-2022/Lens-Stats"
"293",2022,"Levante","La Liga","team",31,28,47.2,38,418,3420,38,51,34,85,43,8,13,109,6,55.1,45.1,31.7,76.9,569,1343,1.34,0.89,2.24,1.13,2.03,1.45,0.84,2.28,1.19,2.02,"https://fbref.com/en/squads/9800b6a1/2021-2022/Levante-Stats"
"294",2022,"Levante","La Liga","opponent",31,27.4,53.1,38,418,3420,38,76,59,135,71,5,6,104,5,55,50.2,41.2,91.4,716,1448,2,1.55,3.55,1.87,3.42,1.45,1.08,2.53,1.32,2.41,"https://fbref.com/en/squads/9800b6a1/2021-2022/Levante-Stats"
"295",2022,"Leverkusen","Bundesliga","team",29,24.4,53.7,34,374,3060,34,76,58,134,74,2,6,66,2,62.6,57.8,46.2,104,709,1341,2.24,1.71,3.94,2.18,3.88,1.84,1.36,3.2,1.7,3.06,"https://fbref.com/en/squads/c7a9f859/2021-2022/Bayer-Leverkusen-Stats"
"296",2022,"Leverkusen","Bundesliga","opponent",29,26.3,46.1,34,374,3060,34,46,25,71,44,2,4,50,1,44,40.9,28.8,69.6,553,1288,1.35,0.74,2.09,1.29,2.03,1.29,0.85,2.14,1.2,2.05,"https://fbref.com/en/squads/c7a9f859/2021-2022/Bayer-Leverkusen-Stats"
"297",2022,"Lille","Ligue 1","team",26,26.1,50.8,38,418,3420,38,45,29,74,41,4,5,98,6,50.5,46.6,33.7,80.4,725,1487,1.18,0.76,1.95,1.08,1.84,1.33,0.89,2.22,1.23,2.11,"https://fbref.com/en/squads/cb188c0c/2021-2022/Lille-Stats"
"298",2022,"Lille","Ligue 1","opponent",26,25.8,49.2,38,418,3420,38,46,24,70,40,6,6,86,8,39.9,35.4,24,59.4,723,1476,1.21,0.63,1.84,1.05,1.68,1.05,0.63,1.68,0.93,1.56,"https://fbref.com/en/squads/cb188c0c/2021-2022/Lille-Stats"
"299",2022,"Liverpool","Premier League","team",27,27.7,62.7,38,418,3420,38,94,71,165,87,7,8,50,1,88.7,82.7,63.5,146.2,885,2243,2.47,1.87,4.34,2.29,4.16,2.33,1.67,4,2.18,3.85,"https://fbref.com/en/squads/822bd0ba/2021-2022/Liverpool-Stats"
"300",2022,"Liverpool","Premier League","opponent",27,26.7,36.7,38,418,3420,38,25,18,43,25,0,0,63,3,33.8,33.8,27.5,61.3,469,912,0.66,0.47,1.13,0.66,1.13,0.89,0.72,1.61,0.89,1.61,"https://fbref.com/en/squads/822bd0ba/2021-2022/Liverpool-Stats"
"301",2022,"Lorient","Ligue 1","team",29,26.2,44.4,38,418,3420,38,35,20,55,32,3,3,69,4,41.3,39,29.7,68.7,569,1258,0.92,0.53,1.45,0.84,1.37,1.09,0.78,1.87,1.03,1.81,"https://fbref.com/en/squads/d2c87802/2021-2022/Lorient-Stats"
"302",2022,"Lorient","Ligue 1","opponent",29,26,55.7,38,418,3420,38,60,39,99,55,5,6,72,10,50.5,45.8,34.3,80.1,755,1625,1.58,1.03,2.61,1.45,2.47,1.33,0.9,2.23,1.21,2.11,"https://fbref.com/en/squads/d2c87802/2021-2022/Lorient-Stats"
"303",2022,"Lyon","Ligue 1","team",30,25.6,58.4,38,418,3420,38,64,45,109,56,8,8,65,6,66.9,60.7,48.3,109,781,1756,1.68,1.18,2.87,1.47,2.66,1.76,1.27,3.03,1.6,2.87,"https://fbref.com/en/squads/d53c0b06/2021-2022/Lyon-Stats"
"304",2022,"Lyon","Ligue 1","opponent",30,26,41.2,38,418,3420,38,48,30,78,41,7,8,63,0,54.6,48.2,39.1,87.3,661,1321,1.26,0.79,2.05,1.08,1.87,1.44,1.03,2.46,1.27,2.3,"https://fbref.com/en/squads/d53c0b06/2021-2022/Lyon-Stats"
"305",2022,"Mainz 05","Bundesliga","team",28,26.2,46.5,34,374,3060,34,49,36,85,45,4,4,62,4,50.4,47.2,36.4,83.6,444,1178,1.44,1.06,2.5,1.32,2.38,1.48,1.07,2.55,1.39,2.46,"https://fbref.com/en/squads/a224b06a/2021-2022/Mainz-05-Stats"
"306",2022,"Mainz 05","Bundesliga","opponent",28,26.2,53.7,34,374,3060,34,44,32,76,39,5,6,69,0,43.9,39.8,29.4,69.1,528,1190,1.29,0.94,2.24,1.15,2.09,1.29,0.86,2.15,1.17,2.03,"https://fbref.com/en/squads/a224b06a/2021-2022/Mainz-05-Stats"
"307",2022,"Mallorca","La Liga","team",33,27.9,45.3,38,418,3420,38,33,23,56,27,6,7,114,7,38.8,33.3,25.7,59,575,1129,0.87,0.61,1.47,0.71,1.32,1.02,0.68,1.7,0.88,1.55,"https://fbref.com/en/squads/2aa12281/2021-2022/Mallorca-Stats"
"308",2022,"Mallorca","La Liga","opponent",33,27.7,54.9,38,418,3420,38,59,40,99,53,6,8,114,6,49.3,43,33.8,76.8,650,1379,1.55,1.05,2.61,1.39,2.45,1.3,0.89,2.19,1.13,2.02,"https://fbref.com/en/squads/2aa12281/2021-2022/Mallorca-Stats"
"309",2022,"Manchester City","Premier League","team",26,27,67.9,38,418,3420,38,96,63,159,89,7,9,42,1,88.7,81.4,65.5,146.9,1145,2421,2.53,1.66,4.18,2.34,4,2.33,1.72,4.06,2.14,3.87,"https://fbref.com/en/squads/b8fd03ef/2021-2022/Manchester-City-Stats"
"310",2022,"Manchester City","Premier League","opponent",26,26.9,31.5,38,418,3420,38,26,23,49,25,1,1,68,3,24.6,23.9,19,42.8,392,757,0.68,0.61,1.29,0.66,1.26,0.65,0.5,1.15,0.63,1.13,"https://fbref.com/en/squads/b8fd03ef/2021-2022/Manchester-City-Stats"
"311",2022,"Manchester Utd","Premier League","team",29,27.2,52.7,38,418,3420,38,56,46,102,53,3,5,77,2,55.8,51.9,42.5,94.3,784,1568,1.47,1.21,2.68,1.39,2.61,1.47,1.12,2.59,1.36,2.48,"https://fbref.com/en/squads/19538871/2021-2022/Manchester-United-Stats"
"312",2022,"Manchester Utd","Premier League","opponent",29,27,47.1,38,418,3420,38,54,41,95,51,3,5,48,1,53,49.4,39,88.4,672,1404,1.42,1.08,2.5,1.34,2.42,1.39,1.03,2.42,1.3,2.33,"https://fbref.com/en/squads/19538871/2021-2022/Manchester-United-Stats"
"313",2022,"Marseille","Ligue 1","team",27,25,61.7,38,418,3420,38,61,40,101,51,10,10,61,3,58.2,50.5,41.1,91.6,762,1866,1.61,1.05,2.66,1.34,2.39,1.53,1.08,2.61,1.33,2.41,"https://fbref.com/en/squads/5725cc7b/2021-2022/Marseille-Stats"
"314",2022,"Marseille","Ligue 1","opponent",27,25.8,38,38,418,3420,38,37,27,64,33,4,4,84,7,39,35.9,28.6,64.6,502,1122,0.97,0.71,1.68,0.87,1.58,1.03,0.75,1.78,0.95,1.7,"https://fbref.com/en/squads/5725cc7b/2021-2022/Marseille-Stats"
"315",2022,"Metz","Ligue 1","team",36,25.9,42.9,38,418,3420,38,33,24,57,32,1,1,94,9,29.2,28.4,21.5,49.9,572,1015,0.87,0.63,1.5,0.84,1.47,0.77,0.57,1.33,0.75,1.31,"https://fbref.com/en/squads/f83960ae/2021-2022/Metz-Stats"
"316",2022,"Metz","Ligue 1","opponent",36,26.1,57.2,38,418,3420,38,67,50,117,62,5,5,67,2,62.5,58.6,45.2,103.8,732,1742,1.76,1.32,3.08,1.63,2.95,1.65,1.19,2.83,1.54,2.73,"https://fbref.com/en/squads/f83960ae/2021-2022/Metz-Stats"
"317",2022,"Milan","Serie A","team",28,25.6,54,38,418,3420,38,66,39,105,61,5,8,76,3,59.7,54.1,42.8,96.9,806,1486,1.74,1.03,2.76,1.61,2.63,1.57,1.13,2.7,1.42,2.55,"https://fbref.com/en/squads/dc56fe14/2021-2022/Milan-Stats"
"318",2022,"Milan","Serie A","opponent",28,27,45.8,38,418,3420,38,29,19,48,25,4,5,91,6,35.9,32.1,25.7,57.8,542,1298,0.76,0.5,1.26,0.66,1.16,0.95,0.68,1.62,0.84,1.52,"https://fbref.com/en/squads/dc56fe14/2021-2022/Milan-Stats"
"319",2022,"Monaco","Ligue 1","team",27,24.4,54.1,38,418,3420,38,62,45,107,53,9,9,85,4,59.3,52.3,44.1,96.3,750,1871,1.63,1.18,2.82,1.39,2.58,1.56,1.16,2.72,1.38,2.54,"https://fbref.com/en/squads/fd6114db/2021-2022/Monaco-Stats"
"320",2022,"Monaco","Ligue 1","opponent",27,25.9,45.8,38,418,3420,38,37,25,62,29,8,9,66,2,40.3,33.4,26.2,59.5,561,1253,0.97,0.66,1.63,0.76,1.42,1.06,0.69,1.75,0.88,1.57,"https://fbref.com/en/squads/fd6114db/2021-2022/Monaco-Stats"
"321",2022,"Montpellier","Ligue 1","team",27,25.8,48.2,38,418,3420,38,48,31,79,45,3,4,77,8,42.7,39.6,28.6,68.2,604,1282,1.26,0.82,2.08,1.18,2,1.12,0.75,1.88,1.04,1.79,"https://fbref.com/en/squads/281b0e73/2021-2022/Montpellier-Stats"
"322",2022,"Montpellier","Ligue 1","opponent",27,26,51.9,38,418,3420,38,60,41,101,55,5,6,87,4,57.1,52.4,43.5,95.9,905,1660,1.58,1.08,2.66,1.45,2.53,1.5,1.14,2.65,1.38,2.52,"https://fbref.com/en/squads/281b0e73/2021-2022/Montpellier-Stats"
"323",2022,"Nantes","Ligue 1","team",26,26.1,43.9,38,418,3420,38,53,37,90,48,5,5,80,4,45.5,41.6,34.7,76.3,607,1330,1.39,0.97,2.37,1.26,2.24,1.2,0.91,2.11,1.1,2.01,"https://fbref.com/en/squads/d7a486cd/2021-2022/Nantes-Stats"
"324",2022,"Nantes","Ligue 1","opponent",26,25.8,56.3,38,418,3420,38,47,34,81,43,4,7,61,9,52.7,47.3,35,82.3,697,1707,1.24,0.89,2.13,1.13,2.03,1.39,0.92,2.31,1.25,2.17,"https://fbref.com/en/squads/d7a486cd/2021-2022/Nantes-Stats"
"325",2022,"Napoli","Serie A","team",27,27.9,58.3,38,418,3420,38,74,46,120,64,10,14,63,2,57.8,46.6,37.1,83.7,827,1665,1.95,1.21,3.16,1.68,2.89,1.52,0.98,2.5,1.23,2.2,"https://fbref.com/en/squads/d48ad4ff/2021-2022/Napoli-Stats"
"326",2022,"Napoli","Serie A","opponent",27,26.6,41.5,38,418,3420,38,30,19,49,29,1,1,101,9,32.5,31.8,25.2,57,565,1254,0.79,0.5,1.29,0.76,1.26,0.85,0.66,1.52,0.84,1.5,"https://fbref.com/en/squads/d48ad4ff/2021-2022/Napoli-Stats"
"327",2022,"Newcastle Utd","Premier League","team",29,27.5,40.4,38,418,3420,38,41,23,64,38,3,3,81,2,38.1,35.9,25.8,61.7,544,923,1.08,0.61,1.68,1,1.61,1,0.68,1.68,0.94,1.62,"https://fbref.com/en/squads/b2b47a98/2021-2022/Newcastle-United-Stats"
"328",2022,"Newcastle Utd","Premier League","opponent",29,26.8,60.1,38,418,3420,38,60,43,103,55,5,6,75,3,57.1,52.6,42.7,95.3,774,1725,1.58,1.13,2.71,1.45,2.58,1.5,1.12,2.63,1.39,2.51,"https://fbref.com/en/squads/b2b47a98/2021-2022/Newcastle-United-Stats"
"329",2022,"Nice","Ligue 1","team",27,25,51.5,38,418,3420,38,52,35,87,44,8,10,77,6,55.6,48,39,86.9,732,1474,1.37,0.92,2.29,1.16,2.08,1.46,1.03,2.49,1.26,2.29,"https://fbref.com/en/squads/132ebc33/2021-2022/Nice-Stats"
