"","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90","GA","GA90","SoTA","Saves","Save_percent","W","D","L","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty","Url"
"372",2022,"Rennes","Ligue 1","Doğan Alemdar","TUR","GK","18",2002,12,12,1080,12,13,1.08,36,22,66.7,6,1,5,4,33.3,2,1,1,0,50,"https://fbref.com/en/players/9e17ccff/Dogan-Alemdar"
"373",2022,"Rennes","Ligue 1","Alfred Gomis","SEN","GK","27",1993,25,25,2250,25,25,1,67,43,68.7,14,5,6,10,40,4,4,0,0,0,"https://fbref.com/en/players/cecbce23/Alfred-Gomis"
"374",2022,"Rennes","Ligue 1","Romain Salin","FRA","GK","37",1984,1,1,90,1,2,2,3,1,33.3,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/74733221/Romain-Salin"
"375",2022,"Roma","Serie A","Rui Patrício","POR","GK","33",1988,38,38,3420,38,43,1.13,146,104,74,18,9,11,15,39.5,6,5,1,0,16.7,"https://fbref.com/en/players/79b0d6a0/Rui-Patricio"
"376",2022,"Saint-Étienne","Ligue 1","Stefan Bajic","FRA","GK","19",2001,7,4,510,5.7,13,2.29,29,16,62.1,0,1,3,0,0,2,2,0,0,0,"https://fbref.com/en/players/be13e5a8/Stefan-Bajic"
"377",2022,"Saint-Étienne","Ligue 1","Paul Bernardoni","FRA","GK","24",1997,19,19,1710,19,37,1.95,93,58,65.6,5,5,9,3,15.8,5,5,0,0,0,"https://fbref.com/en/players/28dabd43/Paul-Bernardoni"
"378",2022,"Saint-Étienne","Ligue 1","Etienne Green","ENG","GK","21",2000,15,15,1197,13.3,27,2.03,67,42,61.2,2,5,8,1,6.7,1,1,0,0,0,"https://fbref.com/en/players/667b65da/Etienne-Green"
"379",2022,"Salernitana","Serie A","Vid Belec","SVN","GK","31",1990,23,21,1938,21.5,49,2.28,135,87,65.9,3,2,16,1,4.8,5,3,1,1,25,"https://fbref.com/en/players/4f8ce0e1/Vid-Belec"
"380",2022,"Salernitana","Serie A","Vincenzo Fiorillo","ITA","GK","31",1990,1,1,90,1,5,5,8,3,37.5,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/a2565f79/Vincenzo-Fiorillo"
"381",2022,"Salernitana","Serie A","Luigi Sepe","ITA","GK","30",1991,16,16,1392,15.5,24,1.55,78,54,73.1,4,8,4,1,6.3,3,3,0,0,0,"https://fbref.com/en/players/343f753a/Luigi-Sepe"
"382",2022,"Sampdoria","Serie A","Emil Audero","IDN","GK","24",1997,29,29,2560,28.4,48,1.69,130,82,63.8,8,5,16,5,17.2,2,1,1,0,50,"https://fbref.com/en/players/649b01d8/Emil-Audero"
"383",2022,"Sampdoria","Serie A","Wladimiro Falcone","ITA","GK","26",1995,10,9,855,9.5,14,1.47,54,41,75.9,2,1,6,2,22.2,1,1,0,0,0,"https://fbref.com/en/players/9f5a610b/Wladimiro-Falcone"
"384",2022,"Sampdoria","Serie A","Nicola Ravaglia","ITA","GK","32",1988,1,0,5,0.1,1,18,1,0,100,0,0,0,0,NA,1,1,0,0,0,"https://fbref.com/en/players/d7a35008/Nicola-Ravaglia"
"385",2022,"Sassuolo","Serie A","Andrea Consigli","ITA","GK","34",1987,37,37,3322,36.9,63,1.71,171,108,67.8,13,11,13,3,8.1,9,8,1,0,11.1,"https://fbref.com/en/players/8cabdc1e/Andrea-Consigli"
"386",2022,"Sassuolo","Serie A","Gianluca Pegolo","ITA","GK","40",1981,1,1,90,1,3,3,5,2,40,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/f058ed1f/Gianluca-Pegolo"
"387",2022,"Sassuolo","Serie A","Giacomo Satalino","ITA","GK","22",1999,1,0,8,0.1,0,0,1,1,100,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/b1f0b916/Giacomo-Satalino"
"388",2022,"Sevilla","La Liga","Yassine Bounou","MAR","GK","30",1991,31,31,2790,31,24,0.77,100,75,78,14,13,4,13,41.9,4,2,1,1,33.3,"https://fbref.com/en/players/f6798fc3/Yassine-Bounou"
"389",2022,"Sevilla","La Liga","Javier Díaz","ESP","GK","24",1997,1,1,90,1,1,1,2,1,50,0,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/17a1299d/Javier-Diaz"
"390",2022,"Sevilla","La Liga","Marko Dmitrović","SRB","GK","29",1992,6,6,540,6,5,0.83,19,14,73.7,4,2,0,4,66.7,0,0,0,0,NA,"https://fbref.com/en/players/ac295d9e/Marko-Dmitrovic"
"391",2022,"Southampton","Premier League","Willy Caballero","ARG","GK","39",1981,2,2,180,2,5,2.5,11,6,54.5,0,1,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/a179d516/Willy-Caballero"
"392",2022,"Southampton","Premier League","Fraser Forster","ENG","GK","33",1988,19,19,1710,19,35,1.84,101,68,67.3,6,5,8,3,15.8,2,2,0,0,0,"https://fbref.com/en/players/c3e39f12/Fraser-Forster"
"393",2022,"Southampton","Premier League","Alex McCarthy","ENG","GK","31",1989,17,17,1530,17,27,1.59,71,44,62,3,7,7,5,29.4,0,0,0,0,NA,"https://fbref.com/en/players/36c2ca73/Alex-McCarthy"
"394",2022,"Spezia","Serie A","Ivan Provedel","ITA","GK","27",1994,31,31,2761,30.7,52,1.7,165,116,73.9,9,5,17,7,22.6,11,9,0,2,0,"https://fbref.com/en/players/277da414/Ivan-Provedel"
"395",2022,"Spezia","Serie A","Jeroen Zoet","NED","GK","30",1991,7,7,630,7,19,2.71,43,23,58.1,1,1,5,0,0,2,1,1,0,50,"https://fbref.com/en/players/cc1a0c57/Jeroen-Zoet"
"396",2022,"Spezia","Serie A","Petar Zovko","BIH","GK","19",2002,1,0,29,0.3,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/54f6afe3/Petar-Zovko"
"397",2022,"Strasbourg","Ligue 1","Eiji Kawashima","JPN","GK","38",1983,1,1,90,1,0,0,1,1,100,1,0,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/a4527d33/Eiji-Kawashima"
"398",2022,"Strasbourg","Ligue 1","Matz Sels","BEL","GK","29",1992,37,37,3330,37,43,1.16,130,88,70,16,12,9,13,35.1,4,4,0,0,0,"https://fbref.com/en/players/834b5c4c/Matz-Sels"
"399",2022,"Stuttgart","Bundesliga","Fabian Bredlow","GER","GK","26",1995,4,4,360,4,7,1.75,24,17,70.8,0,2,2,0,0,0,0,0,0,NA,"https://fbref.com/en/players/d28339cb/Fabian-Bredlow"
"400",2022,"Stuttgart","Bundesliga","Florian Müller","GER","GK","23",1997,30,30,2700,30,52,1.73,139,88,65.5,7,10,13,4,13.3,4,4,0,0,0,"https://fbref.com/en/players/cbac6ec9/Florian-Muller"
"401",2022,"Torino","Serie A","Etrit Berisha","ALB","GK","32",1989,10,10,900,10,8,0.8,41,32,85.4,3,4,3,4,40,3,2,1,0,33.3,"https://fbref.com/en/players/ee833569/Etrit-Berisha"
"402",2022,"Torino","Serie A","Luca Gemello","ITA","GK","21",2000,1,1,90,1,0,0,3,3,100,1,0,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/53e494ec/Luca-Gemello"
"403",2022,"Torino","Serie A","Vanja Milinković-Savić","SRB","GK","24",1997,27,27,2430,27,33,1.22,80,46,67.5,9,7,11,4,14.8,8,7,1,0,12.5,"https://fbref.com/en/players/9fa26bc2/Vanja-Milinkovic-Savic"
"404",2022,"Tottenham","Premier League","Hugo Lloris","FRA","GK","34",1986,38,38,3420,38,40,1.05,137,98,72.3,22,5,11,16,42.1,2,2,0,0,0,"https://fbref.com/en/players/8f62b6ee/Hugo-Lloris"
"405",2022,"Troyes","Ligue 1","Gauthier Gallon","FRA","GK","28",1993,31,31,2790,31,45,1.45,135,92,72.6,8,8,15,8,25.8,8,8,0,0,0,"https://fbref.com/en/players/db3164e1/Gauthier-Gallon"
"406",2022,"Troyes","Ligue 1","Jessy Moulin","FRA","GK","35",1986,7,7,630,7,8,1.14,24,16,75,1,3,3,1,14.3,2,2,0,0,0,"https://fbref.com/en/players/28a65a2c/Jessy-Moulin"
"407",2022,"Udinese","Serie A","Daniele Padelli","ITA","GK","35",1985,3,3,270,3,8,2.67,21,13,61.9,1,0,2,1,33.3,0,0,0,0,NA,"https://fbref.com/en/players/cf1c23d8/Daniele-Padelli"
"408",2022,"Udinese","Serie A","Marco Silvestri","ITA","GK","30",1991,35,35,3150,35,50,1.43,141,92,68.1,10,14,11,7,20,7,5,0,2,0,"https://fbref.com/en/players/0d422df7/Marco-Silvestri"
"409",2022,"Union Berlin","Bundesliga","Andreas Luthe","GER","GK","34",1987,27,27,2430,27,39,1.44,104,68,64.4,11,7,9,6,22.2,2,2,0,0,0,"https://fbref.com/en/players/7fe12375/Andreas-Luthe"
"410",2022,"Union Berlin","Bundesliga","Frederik Rønnow","DEN","GK","28",1992,7,7,630,7,5,0.71,18,14,72.2,5,2,0,2,28.6,0,0,0,0,NA,"https://fbref.com/en/players/a70b8345/Frederik-Ronnow"
"411",2022,"Valencia","La Liga","Jasper Cillessen","NED","GK","32",1989,17,17,1457,16.2,29,1.79,77,49,68.8,4,8,5,3,17.6,6,5,1,0,16.7,"https://fbref.com/en/players/04ac8285/Jasper-Cillessen"
"412",2022,"Valencia","La Liga","Jaume Doménech","ESP","GK","30",1990,4,3,343,3.8,4,1.05,11,8,63.6,2,0,1,1,33.3,0,0,0,0,NA,"https://fbref.com/en/players/c9cb972b/Jaume-Domenech"
"413",2022,"Valencia","La Liga","Giorgi Mamardashvili","GEO","GK","20",2000,18,18,1620,18,20,1.11,75,55,76,5,7,6,8,44.4,2,2,0,0,0,"https://fbref.com/en/players/d4b73232/Giorgi-Mamardashvili"
"414",2022,"Venezia","Serie A","Luca Lezzerini","ITA","GK","26",1995,6,6,495,5.5,9,1.64,39,30,76.9,2,1,3,0,0,0,0,0,0,NA,"https://fbref.com/en/players/c9c32262/Luca-Lezzerini"
"415",2022,"Venezia","Serie A","Niki Mäenpää","FIN","GK","36",1985,17,16,1485,16.5,27,1.64,84,57,73.8,1,4,11,1,6.3,6,5,0,1,0,"https://fbref.com/en/players/14a96e1c/Niki-Maenpaa"
"416",2022,"Venezia","Serie A","Sergio Romero","ARG","GK","34",1987,16,16,1440,16,33,2.06,105,74,74.3,3,4,9,3,18.8,6,6,0,0,0,"https://fbref.com/en/players/1e26e376/Sergio-Romero"
"417",2022,"Villarreal","La Liga","Sergio Asenjo","ESP","GK","32",1989,6,6,540,6,9,1.5,28,19,71.4,2,2,2,0,0,1,1,0,0,0,"https://fbref.com/en/players/9f0ea33f/Sergio-Asenjo"
"418",2022,"Villarreal","La Liga","Gerónimo Rulli","ARG","GK","29",1992,32,32,2880,32,28,0.87,100,72,75,14,9,9,14,43.8,4,3,1,0,25,"https://fbref.com/en/players/625c144a/Geronimo-Rulli"
"419",2022,"Watford","Premier League","Daniel Bachmann","AUT","GK","27",1994,12,12,1080,12,28,2.33,72,46,65.3,1,0,11,0,0,3,3,0,0,0,"https://fbref.com/en/players/1c0eea98/Daniel-Bachmann"
"420",2022,"Watford","Premier League","Ben Foster","ENG","GK","38",1983,26,26,2340,26,49,1.88,116,67,60.3,5,5,16,4,15.4,4,3,1,0,25,"https://fbref.com/en/players/d0b3ceb9/Ben-Foster"
"421",2022,"West Ham","Premier League","Alphonse Areola","FRA","GK","28",1993,1,1,90,1,1,1,3,2,66.7,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/2f965a72/Alphonse-Areola"
"422",2022,"West Ham","Premier League","Łukasz Fabiański","POL","GK","36",1985,37,37,3330,37,50,1.35,162,111,70.4,16,8,13,8,21.6,6,2,3,1,60,"https://fbref.com/en/players/9328b835/Lukasz-Fabianski"
"423",2022,"Wolfsburg","Bundesliga","Koen Casteels","BEL","GK","29",1992,28,28,2520,28,40,1.43,118,76,68.6,11,6,11,10,35.7,6,3,2,1,40,"https://fbref.com/en/players/db401046/Koen-Casteels"
"424",2022,"Wolfsburg","Bundesliga","Pavao Pervan","AUT","GK","33",1987,6,6,540,6,14,2.33,38,25,65.8,1,0,5,1,16.7,1,1,0,0,0,"https://fbref.com/en/players/c89e8aae/Pavao-Pervan"
"425",2022,"Wolves","Premier League","John Ruddy","ENG","GK","34",1986,2,1,135,1.5,3,2,7,4,57.1,0,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/da8b19e2/John-Ruddy"
"426",2022,"Wolves","Premier League","José Sá","POR","GK","28",1993,37,37,3285,36.5,40,1.1,160,121,80.6,15,5,17,11,29.7,10,9,0,1,0,"https://fbref.com/en/players/903b6e8b/Jose-Sa"
"427",2023,"Ajaccio","Ligue 1","Benjamin Leroy","FRA","GK","33",1989,32,32,2798,31.1,60,1.93,133,74,60.9,6,4,22,4,12.5,9,8,0,1,0,"https://fbref.com/en/players/1e7aea56/Benjamin-Leroy"
"428",2023,"Ajaccio","Ligue 1","Ghjuvanni Quilichini","FRA","GK","19",2002,1,0,82,0.9,0,0,4,4,100,0,0,0,1,NA,0,0,0,0,NA,"https://fbref.com/en/players/1b729a98/Ghjuvanni-Quilichini"
"429",2023,"Ajaccio","Ligue 1","François-Joseph Sollacaro","FRA","GK","28",1994,6,6,540,6,14,2.33,24,11,45.8,1,1,4,1,16.7,1,1,0,0,0,"https://fbref.com/en/players/f19f32b1/Francois-Joseph-Sollacaro"
"430",2023,"Almería","La Liga","Fernando","ESP","GK","32",1990,37,37,3285,36.5,61,1.67,193,132,70.5,11,8,18,4,10.8,6,4,1,1,20,"https://fbref.com/en/players/dabb2827/Fernando"
"431",2023,"Almería","La Liga","Diego Mariño","ESP","GK","32",1990,1,0,45,0.5,2,4,5,3,60,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/d9235a45/Diego-Marino"
"432",2023,"Almería","La Liga","Fernando Pacheco","ESP","GK","30",1992,1,1,90,1,2,2,5,3,60,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/97852360/Fernando-Pacheco"
"433",2023,"Angers","Ligue 1","Paul Bernardoni","FRA","GK","25",1997,27,27,2430,27,62,2.3,143,84,62.2,1,5,21,3,11.1,9,8,0,1,0,"https://fbref.com/en/players/28dabd43/Paul-Bernardoni"
"434",2023,"Angers","Ligue 1","Yahia Fofana","CIV","GK","21",2000,11,11,990,11,19,1.73,54,35,66.7,3,1,7,1,9.1,2,1,1,0,50,"https://fbref.com/en/players/9d420dad/Yahia-Fofana"
"435",2023,"Arsenal","Premier League","Aaron Ramsdale","ENG","GK","24",1998,38,38,3420,38,43,1.13,136,94,70.6,26,6,6,14,36.8,5,3,0,2,0,"https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale"
"436",2023,"Aston Villa","Premier League","Emiliano Martínez","ARG","GK","29",1992,36,36,3139,34.9,38,1.09,132,97,74.2,17,7,12,11,30.6,5,4,1,0,20,"https://fbref.com/en/players/7956236f/Emiliano-Martinez"
"437",2023,"Aston Villa","Premier League","Robin Olsen","SWE","GK","32",1990,4,2,281,3.1,8,2.56,19,11,63.2,1,0,1,1,50,1,1,0,0,0,"https://fbref.com/en/players/e7ee38c3/Robin-Olsen"
"438",2023,"Atalanta","Serie A","Juan Musso","ARG","GK","28",1994,24,24,2077,23.1,27,1.17,89,64,71.9,13,4,7,7,29.2,2,2,0,0,0,"https://fbref.com/en/players/a111cf41/Juan-Musso"
"439",2023,"Atalanta","Serie A","Francesco Rossi","ITA","GK","31",1991,1,0,4,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/7b5f516f/Francesco-Rossi"
"440",2023,"Atalanta","Serie A","Marco Sportiello","ITA","GK","30",1992,15,14,1339,14.9,21,1.41,64,43,68.8,6,3,5,2,14.3,1,1,0,0,0,"https://fbref.com/en/players/ac4003af/Marco-Sportiello"
"441",2023,"Athletic Club","La Liga","Julen Agirrezabala","ESP","GK","21",2000,8,7,675,7.5,6,0.8,19,13,68.4,1,3,3,2,28.6,0,0,0,0,NA,"https://fbref.com/en/players/a2c1a8d3/Julen-Agirrezabala"
"442",2023,"Athletic Club","La Liga","Unai Simón","ESP","GK","25",1997,31,31,2745,30.5,37,1.21,104,70,67.3,13,6,12,9,29,3,3,0,0,0,"https://fbref.com/en/players/5dcf3e90/Unai-Simon"
"443",2023,"Atlético Madrid","La Liga","Antonio Gomis","ESP","GK","19",2003,1,0,6,0.1,1,15,1,0,0,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/f0f4671c/Antonio-Gomis"
"444",2023,"Atlético Madrid","La Liga","Ivo Grbić","CRO","GK","26",1996,12,10,922,10.2,12,1.17,48,36,81.3,6,3,1,2,20,3,3,0,0,0,"https://fbref.com/en/players/3f034750/Ivo-Grbic"
"445",2023,"Atlético Madrid","La Liga","Jan Oblak","SVN","GK","29",1993,28,28,2492,27.7,20,0.72,79,59,75.9,17,5,6,11,39.3,2,1,0,1,0,"https://fbref.com/en/players/ee8508c0/Jan-Oblak"
"446",2023,"Augsburg","Bundesliga","Rafał Gikiewicz","POL","GK","34",1987,23,23,2070,23,41,1.78,136,93,70.6,8,3,12,5,21.7,4,1,2,1,66.7,"https://fbref.com/en/players/17376543/Rafal-Gikiewicz"
"447",2023,"Augsburg","Bundesliga","Tomáš Koubek","CZE","GK","29",1992,11,11,990,11,22,2,65,45,66.2,1,4,6,1,9.1,0,0,0,0,NA,"https://fbref.com/en/players/dc366c36/Tomas-Koubek"
"448",2023,"Auxerre","Ligue 1","Benoît Costil","FRA","GK","35",1987,19,19,1710,19,41,2.16,96,55,60.4,3,4,12,2,10.5,3,3,0,0,0,"https://fbref.com/en/players/2434f24a/Benoit-Costil"
"449",2023,"Auxerre","Ligue 1","Donovan Léon","GUF","GK","29",1992,2,2,180,2,2,1,11,9,90.9,1,1,0,0,0,1,1,0,0,0,"https://fbref.com/en/players/51c83a90/Donovan-Leon"
"450",2023,"Auxerre","Ligue 1","Ionuț Radu","ROU","GK","25",1997,17,17,1530,17,20,1.18,74,53,73,4,6,7,5,29.4,2,0,2,0,100,"https://fbref.com/en/players/67f649be/Ionut-Radu"
"451",2023,"Barcelona","La Liga","Iñaki Peña","ESP","GK","23",1999,2,0,73,0.8,2,2.47,4,2,50,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/cc1c5035/Inaki-Pena"
"452",2023,"Barcelona","La Liga","Marc-André ter Stegen","GER","GK","30",1992,38,38,3347,37.2,18,0.48,98,83,84.7,28,4,6,26,68.4,3,3,0,0,0,"https://fbref.com/en/players/6f51e382/Marc-Andre-ter-Stegen"
"453",2023,"Bayern Munich","Bundesliga","Manuel Neuer","GER","GK","36",1986,12,12,1080,12,11,0.92,44,33,79.5,7,4,1,4,33.3,2,2,0,0,0,"https://fbref.com/en/players/8778c910/Manuel-Neuer"
"454",2023,"Bayern Munich","Bundesliga","Yann Sommer","SUI","GK","33",1988,19,19,1710,19,25,1.32,55,30,67.3,11,4,4,5,26.3,7,7,0,0,0,"https://fbref.com/en/players/420c18a1/Yann-Sommer"
"455",2023,"Bayern Munich","Bundesliga","Sven Ulreich","GER","GK","33",1988,3,3,270,3,2,0.67,8,5,75,3,0,0,2,66.7,1,0,1,0,100,"https://fbref.com/en/players/7d3e7da6/Sven-Ulreich"
"456",2023,"Betis","La Liga","Claudio Bravo","CHI","GK","39",1983,12,12,1080,12,9,0.75,42,33,81,5,5,2,4,33.3,1,1,0,0,0,"https://fbref.com/en/players/10072610/Claudio-Bravo"
"457",2023,"Betis","La Liga","Rui Silva","POR","GK","28",1994,26,26,2340,26,32,1.23,104,73,71.2,12,4,10,9,34.6,2,2,0,0,0,"https://fbref.com/en/players/ea83bfa6/Rui-Silva"
"458",2023,"Bochum","Bundesliga","Manuel Riemann","GER","GK","33",1988,34,34,3060,34,72,2.12,200,128,68,10,5,19,5,14.7,14,8,3,3,27.3,"https://fbref.com/en/players/9f941969/Manuel-Riemann"
"459",2023,"Bologna","Serie A","Francesco Bardi","ITA","GK","30",1992,1,1,90,1,0,0,4,4,100,1,0,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/0acda699/Francesco-Bardi"
"460",2023,"Bologna","Serie A","Łukasz Skorupski","POL","GK","31",1991,37,37,3330,37,49,1.32,161,113,73.9,13,12,12,7,18.9,9,7,2,0,22.2,"https://fbref.com/en/players/ab4449d6/Lukasz-Skorupski"
"461",2023,"Bournemouth","Premier League","Neto","BRA","GK","33",1989,27,27,2385,26.5,39,1.47,138,100,74.6,9,6,12,6,22.2,5,4,0,1,0,"https://fbref.com/en/players/a9dc785c/Neto"
"462",2023,"Bournemouth","Premier League","Mark Travers","IRL","GK","23",1999,12,11,1035,11.5,32,2.78,66,36,54.5,2,0,9,2,18.2,2,2,0,0,0,"https://fbref.com/en/players/fe558029/Mark-Travers"
"463",2023,"Brentford","Premier League","David Raya","ESP","GK","26",1995,38,38,3420,38,46,1.21,197,154,77.7,15,14,9,12,31.6,2,2,0,0,0,"https://fbref.com/en/players/98ea5115/David-Raya"
"464",2023,"Brest","Ligue 1","Marco Bizot","NED","GK","31",1991,37,37,3330,37,54,1.46,176,122,73.3,11,10,16,8,21.6,9,7,2,0,22.2,"https://fbref.com/en/players/3d214e5f/Marco-Bizot"
"465",2023,"Brest","Ligue 1","Joaquín Blázquez","ARG","GK","21",2001,1,1,90,1,0,0,3,3,100,0,1,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/6a9e4913/Joaquin-Blazquez"
"466",2023,"Brighton","Premier League","Robert Sánchez","ESP","GK","24",1997,23,23,2070,23,30,1.3,74,46,66.2,11,5,7,6,26.1,6,5,1,0,16.7,"https://fbref.com/en/players/6a713852/Robert-Sanchez"
"467",2023,"Brighton","Premier League","Jason Steele","ENG","GK","31",1990,15,15,1350,15,23,1.53,57,36,61.4,7,3,5,6,40,2,1,1,0,50,"https://fbref.com/en/players/28300a16/Jason-Steele"
"468",2023,"Celta Vigo","La Liga","Agustín Marchesín","ARG","GK","34",1988,19,19,1710,19,29,1.53,72,42,62.5,5,5,9,6,31.6,4,2,2,0,50,"https://fbref.com/en/players/853b7c48/Agustin-Marchesin"
"469",2023,"Celta Vigo","La Liga","Iván Villar","ESP","GK","25",1997,19,19,1710,19,24,1.26,62,38,66.1,6,5,8,4,21.1,4,3,0,1,0,"https://fbref.com/en/players/cde52ef5/Ivan-Villar"
"470",2023,"Chelsea","Premier League","Kepa Arrizabalaga","ESP","GK","27",1994,29,29,2565,28.5,33,1.16,120,90,73.3,8,9,12,9,31,1,1,0,0,0,"https://fbref.com/en/players/28d596a0/Kepa-Arrizabalaga"
"471",2023,"Chelsea","Premier League","Edouard Mendy","SEN","GK","30",1992,10,9,855,9.5,14,1.47,39,25,64.1,3,2,4,1,11.1,0,0,0,0,NA,"https://fbref.com/en/players/33887998/Edouard-Mendy"
"472",2023,"Clermont Foot","Ligue 1","Mory Diaw","SEN","GK","29",1993,37,37,3330,37,47,1.27,161,110,75.8,17,8,12,10,27,12,8,4,0,33.3,"https://fbref.com/en/players/f41a69e6/Mory-Diaw"
"473",2023,"Clermont Foot","Ligue 1","Ouparine Djoco","GNB","GK","24",1998,1,1,90,1,2,2,3,1,33.3,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/62124972/Ouparine-Djoco"
"474",2023,"Cremonese","Serie A","Marco Carnesecchi","ITA","GK","22",2000,27,27,2430,27,47,1.74,153,107,70.6,4,9,14,4,14.8,2,2,0,0,0,"https://fbref.com/en/players/8ec56e62/Marco-Carnesecchi"
"475",2023,"Cremonese","Serie A","Ionuț Radu","ROU","GK","25",1997,9,9,810,9,19,2.11,64,45,75,0,3,6,1,11.1,3,3,0,0,0,"https://fbref.com/en/players/67f649be/Ionut-Radu"
"476",2023,"Cremonese","Serie A","Mouhamadou Sarr","SEN","GK","25",1997,2,2,180,2,3,1.5,8,5,62.5,1,0,1,1,50,0,0,0,0,NA,"https://fbref.com/en/players/b959a0d1/Mouhamadou-Sarr"
"477",2023,"Crystal Palace","Premier League","Vicente Guaita","ESP","GK","35",1987,27,27,2430,27,34,1.26,116,84,72.4,7,9,11,6,22.2,2,2,0,0,0,"https://fbref.com/en/players/ab13a5aa/Vicente-Guaita"
"478",2023,"Crystal Palace","Premier League","Sam Johnstone","ENG","GK","29",1993,9,9,810,9,10,1.11,34,25,76.5,4,3,2,3,33.3,2,2,0,0,0,"https://fbref.com/en/players/9e5708be/Sam-Johnstone"
"479",2023,"Crystal Palace","Premier League","Joseph Whitworth","ENG","GK","18",2004,2,2,180,2,5,2.5,10,5,50,0,0,2,0,0,0,0,0,0,NA,"https://fbref.com/en/players/3f847d95/Joseph-Whitworth"
"480",2023,"Cádiz","La Liga","David Gil","ESP","GK","28",1994,4,4,360,4,5,1.25,23,18,82.6,1,1,2,1,25,1,1,0,0,0,"https://fbref.com/en/players/fea23125/David-Gil"
"481",2023,"Cádiz","La Liga","Jeremías Ledesma","ARG","GK","29",1993,34,34,3060,34,48,1.41,179,130,77.7,9,11,14,12,35.3,9,8,1,0,11.1,"https://fbref.com/en/players/6c4776b1/Jeremias-Ledesma"
"482",2023,"Dortmund","Bundesliga","Gregor Kobel","SUI","GK","24",1997,27,27,2430,27,32,1.19,119,88,73.9,19,3,5,11,40.7,1,1,0,0,0,"https://fbref.com/en/players/cd59b9df/Gregor-Kobel"
"483",2023,"Dortmund","Bundesliga","Alexander Meyer","GER","GK","31",1991,7,7,630,7,12,1.71,32,20,62.5,3,2,2,1,14.3,0,0,0,0,NA,"https://fbref.com/en/players/b56dd813/Alexander-Meyer"
"484",2023,"Eint Frankfurt","Bundesliga","Diant Ramaj","GER","GK","20",2001,1,1,90,1,1,1,5,4,80,0,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/b90c4a43/Diant-Ramaj"
"485",2023,"Eint Frankfurt","Bundesliga","Kevin Trapp","GER","GK","32",1990,33,33,2970,33,51,1.55,130,80,62.3,13,10,10,6,18.2,2,2,0,0,0,"https://fbref.com/en/players/ce17b5eb/Kevin-Trapp"
"486",2023,"Elche","La Liga","Édgar Badía","ESP","GK","30",1992,36,36,3240,36,63,1.75,200,136,72,5,10,21,4,11.1,10,7,3,0,30,"https://fbref.com/en/players/e4346678/Edgar-Badia"
"487",2023,"Elche","La Liga","Axel Werner","ARG","GK","26",1996,2,2,180,2,4,2,8,4,50,0,0,2,0,0,0,0,0,0,NA,"https://fbref.com/en/players/c0b1a6da/Axel-Werner"
"488",2023,"Empoli","Serie A","Samuele Perisan","ITA","GK","24",1997,7,7,630,7,9,1.29,24,15,62.5,1,1,5,2,28.6,0,0,0,0,NA,"https://fbref.com/en/players/00a17eba/Samuele-Perisan"
"489",2023,"Empoli","Serie A","Samir Ujkani","KVX","GK","34",1988,1,0,7,0.1,1,12.86,1,0,0,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/96640846/Samir-Ujkani"
"490",2023,"Empoli","Serie A","Guglielmo Vicario","ITA","GK","25",1996,31,31,2783,30.9,39,1.26,134,95,73.9,9,12,10,7,22.6,6,4,1,1,20,"https://fbref.com/en/players/77d6fd4d/Guglielmo-Vicario"
"491",2023,"Espanyol","La Liga","Álvaro Fernández","ESP","GK","24",1998,11,11,990,11,18,1.64,50,33,64,3,4,4,2,18.2,0,0,0,0,NA,"https://fbref.com/en/players/f127d782/Alvaro-Fernandez"
"492",2023,"Espanyol","La Liga","Joan García","ESP","GK","21",2001,1,1,90,1,3,3,4,1,50,0,1,0,0,0,1,1,0,0,0,"https://fbref.com/en/players/87b498b0/Joan-Garcia"
