"","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Url"
"4437",2022,"Mainz 05","Bundesliga","Romario Rösch","GER","MF","22",1999,0,3,0,0,0,3,0,3,1,0,0,1,100,2,5,0,0,0,0,1,0,2,0,"https://fbref.com/en/players/87ebfdb8/Romario-Rosch"
"4438",2022,"Mainz 05","Bundesliga","Jerry St. Juste","NED","DF","24",1996,6.7,372,29,161,179,42,13,372,3,1,33.3,2,66.7,187,1170,635,11,8,2,4,2,193,5,"https://fbref.com/en/players/90339309/Jerry-St-Juste"
"4439",2022,"Mainz 05","Bundesliga","Anton Stach","GER","MF","22",1998,20.7,1265,48,252,725,316,29,1265,44,29,65.9,15,34.1,586,3577,1789,48,36,4,53,21,676,50,"https://fbref.com/en/players/0f59a7bf/Anton-Stach"
"4440",2022,"Mainz 05","Bundesliga","Kevin Stöger","AUT","MF","27",1993,4.7,393,2,47,208,144,20,393,10,8,80,2,20,196,907,458,10,9,1,11,4,251,39,"https://fbref.com/en/players/e5649a78/Kevin-Stoger"
"4441",2022,"Mainz 05","Bundesliga","Ádám Szalai","HUN","FW","33",1987,2.9,124,0,3,48,75,20,124,6,3,50,3,50,79,239,38,0,3,0,15,7,103,32,"https://fbref.com/en/players/53e07d0b/Adam-Szalai"
"4442",2022,"Mainz 05","Bundesliga","Niklas Tauer","GER","DF,MF","20",2001,5.4,261,11,107,130,26,5,261,2,2,100,0,0,85,347,163,2,3,0,5,0,104,5,"https://fbref.com/en/players/27270af4/Niklas-Tauer"
"4443",2022,"Mainz 05","Bundesliga","Silvan Widmer","SUI","DF","28",1993,32.4,1827,88,548,797,500,52,1827,38,19,50,19,50,769,3555,1778,51,35,5,26,13,915,135,"https://fbref.com/en/players/f68b64fc/Silvan-Widmer"
"4444",2022,"Mainz 05","Bundesliga","Robin Zentner","GER","GK","26",1994,32,1092,886,1069,22,1,1,1092,0,0,NA,0,NA,582,3171,1658,0,1,1,2,0,423,0,"https://fbref.com/en/players/5c4bf6ba/Robin-Zentner"
"4445",2022,"Mallorca","La Liga","Amath","SEN","FW,MF","25",1996,9.8,326,11,59,132,142,25,326,31,15,48.4,16,51.6,184,1145,476,18,16,7,25,19,213,58,"https://fbref.com/en/players/f3b1d9a2/Amath"
"4446",2022,"Mallorca","La Liga","Josep Antoni Gayá","ESP","DF","21",2000,0.6,36,11,28,8,0,0,36,0,0,NA,0,NA,15,61,26,1,0,0,1,0,21,0,"https://fbref.com/en/players/4a5f2032/Josep-Antoni-Gaya"
"4447",2022,"Mallorca","La Liga","Iddrisu Baba","GHA","MF","25",1996,21.5,1028,57,333,603,113,8,1028,31,22,71,9,29,548,2604,1121,14,24,0,29,20,515,6,"https://fbref.com/en/players/bfd381b3/Iddrisu-Baba"
"4448",2022,"Mallorca","La Liga","Rodrigo Battaglia","ARG","MF","30",1991,13.1,663,52,193,394,82,14,663,15,10,66.7,5,33.3,317,1671,932,19,9,1,12,11,336,2,"https://fbref.com/en/players/d637fc22/Rodrigo-Battaglia"
"4449",2022,"Mallorca","La Liga","Jaume Costa","ESP","DF","33",1988,20.3,1191,71,341,473,385,19,1191,14,9,64.3,5,35.7,550,2677,1570,39,33,1,15,6,609,108,"https://fbref.com/en/players/808d48f3/Jaume-Costa"
"4450",2022,"Mallorca","La Liga","Aleix Febas","ESP","MF","25",1996,1.3,70,2,8,50,13,2,70,3,1,33.3,2,66.7,32,178,103,1,0,0,3,1,48,1,"https://fbref.com/en/players/38126309/Aleix-Febas"
"4451",2022,"Mallorca","La Liga","Iñigo Ruiz de Galarreta","ESP","MF","27",1993,15.3,925,35,176,587,169,5,925,35,26,74.3,9,25.7,455,2042,1069,14,24,1,20,15,556,16,"https://fbref.com/en/players/91f7631f/Inigo-Ruiz-de-Galarreta"
"4452",2022,"Mallorca","La Liga","Giovanni González","URU","DF","26",1994,4.1,250,21,67,112,74,9,250,4,3,75,1,25,111,483,238,6,4,1,2,3,125,20,"https://fbref.com/en/players/1fc474ae/Giovanni-Gonzalez"
"4453",2022,"Mallorca","La Liga","Dominik Greif","SVK","GK","24",1997,1,33,32,33,0,0,0,33,0,0,NA,0,NA,17,65,45,0,0,0,0,0,11,0,"https://fbref.com/en/players/30061f53/Dominik-Greif"
"4454",2022,"Mallorca","La Liga","Clément Grenier","FRA","MF","30",1991,0.7,48,1,12,23,14,4,48,1,0,0,1,100,22,73,18,1,1,1,0,1,31,2,"https://fbref.com/en/players/8b298f56/Clement-Grenier"
"4455",2022,"Mallorca","La Liga","Matthew Hoppe","USA","FW,MF","20",2001,1.5,47,0,5,23,19,3,47,3,0,0,3,100,28,92,23,0,0,0,3,4,38,9,"https://fbref.com/en/players/1bc432b7/Matthew-Hoppe"
"4456",2022,"Mallorca","La Liga","Lago Junior","CIV","FW,MF","30",1990,2,74,1,13,18,44,10,74,8,3,37.5,5,62.5,57,433,225,13,2,8,3,6,63,17,"https://fbref.com/en/players/360d70f8/Lago-Junior"
"4457",2022,"Mallorca","La Liga","Lee Kang-in","KOR","MF,FW","20",2001,15.7,775,8,95,358,337,23,775,61,38,62.3,23,37.7,453,2291,950,32,25,5,47,32,532,64,"https://fbref.com/en/players/8455ad90/Lee-Kang-in"
"4458",2022,"Mallorca","La Liga","Takefusa Kubo","JPN","FW,MF","20",2001,17.8,758,8,111,298,364,63,758,64,40,62.5,24,37.5,486,3301,1735,65,31,25,59,30,513,107,"https://fbref.com/en/players/16aa3654/Takefusa-Kubo"
"4459",2022,"Mallorca","La Liga","Javier Llabrés","ESP","FW,MF","18",2002,1.5,83,0,7,35,43,4,83,6,4,66.7,2,33.3,49,261,110,3,1,2,4,1,64,15,"https://fbref.com/en/players/38b0cf42/Javier-Llabres"
"4460",2022,"Mallorca","La Liga","Pablo Maffeo","ESP","DF","24",1997,32.7,1735,102,527,746,481,45,1735,79,49,62,30,38,812,5030,2472,72,57,12,50,55,860,108,"https://fbref.com/en/players/5db04597/Pablo-Maffeo"
"4461",2022,"Mallorca","La Liga","Jordi Mboula","ESP","FW","22",1999,4.8,150,4,20,66,70,10,150,15,7,46.7,8,53.3,85,814,392,13,10,4,11,8,96,30,"https://fbref.com/en/players/4887118d/Jordi-Mboula"
"4462",2022,"Mallorca","La Liga","Vedat Muriqi","KVX","FW","27",1994,16,665,29,67,297,308,85,663,22,9,40.9,13,59.1,306,1263,555,19,11,6,42,14,497,84,"https://fbref.com/en/players/0cadc46d/Vedat-Muriqi"
"4463",2022,"Mallorca","La Liga","Fernando Niño","ESP","FW","20",2000,9.8,334,17,45,150,142,37,334,16,9,56.3,7,43.8,165,896,452,18,12,5,23,14,231,47,"https://fbref.com/en/players/81d5c497/Fernando-Nino"
"4464",2022,"Mallorca","La Liga","Brian Oliván","ESP","DF","27",1994,24.3,1228,89,446,477,311,30,1227,10,7,70,3,30,577,2991,1538,31,33,4,16,7,614,91,"https://fbref.com/en/players/a3e4bf46/Brian-Olivan"
"4465",2022,"Mallorca","La Liga","Abdón Prats","ESP","FW","28",1992,7.1,232,5,20,108,106,28,232,11,7,63.6,4,36.4,115,473,161,4,5,2,17,21,158,33,"https://fbref.com/en/players/d1b060e2/Abdon-Prats"
"4466",2022,"Mallorca","La Liga","Antonio Raillo","ESP","DF","29",1991,17,790,138,465,295,36,14,790,1,0,0,1,100,413,2664,1534,15,7,0,8,1,433,0,"https://fbref.com/en/players/b857bd29/Antonio-Raillo"
"4467",2022,"Mallorca","La Liga","Manolo Reina","ESP","GK","36",1985,21,684,576,683,1,0,0,684,0,0,NA,0,NA,311,2020,1298,0,0,0,1,0,216,0,"https://fbref.com/en/players/605eb473/Manolo-Reina"
"4468",2022,"Mallorca","La Liga","Sergio Rico","ESP","GK","27",1993,14,385,327,384,1,0,0,385,0,0,NA,0,NA,183,945,558,0,0,0,0,0,133,0,"https://fbref.com/en/players/5f0241b2/Sergio-Rico"
"4469",2022,"Mallorca","La Liga","Ángel Rodríguez","ESP","FW,MF","34",1987,17.2,442,17,57,195,198,62,442,23,13,56.5,10,43.5,250,1361,590,23,15,5,45,21,290,85,"https://fbref.com/en/players/8cfc2f69/Angel-Rodriguez"
"4470",2022,"Mallorca","La Liga","Dani Rodríguez","ESP","MF,FW","33",1988,31.5,1351,32,192,646,546,86,1351,100,60,60,40,40,800,4998,2043,65,58,15,88,81,877,130,"https://fbref.com/en/players/70f8e0bd/Dani-Rodriguez"
"4471",2022,"Mallorca","La Liga","Leo Román","ESP","GK","21",2000,2,75,63,75,0,0,0,75,1,1,100,0,0,42,199,97,0,0,0,0,0,26,0,"https://fbref.com/en/players/924ff27e/Leo-Roman"
"4472",2022,"Mallorca","La Liga","Franco Russo","ARG","DF","26",1994,16.3,816,120,421,366,37,18,816,6,5,83.3,1,16.7,384,2048,944,4,9,2,8,3,424,3,"https://fbref.com/en/players/b75ac54b/Franco-Russo"
"4473",2022,"Mallorca","La Liga","Antonio Sánchez","ESP","MF,FW","24",1997,18,942,37,251,471,238,23,942,34,18,52.9,16,47.1,508,2805,1166,24,21,4,45,20,532,50,"https://fbref.com/en/players/a254bbe0/Antonio-Sanchez"
"4474",2022,"Mallorca","La Liga","Joan Sastre Vanrell","ESP","DF","24",1997,2.9,137,14,57,54,26,1,137,5,3,60,2,40,66,340,185,4,3,0,2,2,71,5,"https://fbref.com/en/players/f9acf8bf/Joan-Sastre-Vanrell"
"4475",2022,"Mallorca","La Liga","Aleksandar Sedlar","SRB","DF,MF","29",1991,4.5,215,33,128,83,4,1,215,0,0,NA,0,NA,112,558,278,2,1,0,3,0,119,0,"https://fbref.com/en/players/a35134ae/Aleksandar-Sedlar"
"4476",2022,"Mallorca","La Liga","Salva Sevilla","ESP","MF","37",1984,16.7,1120,28,232,637,266,8,1116,7,5,71.4,2,28.6,668,3399,1793,30,21,1,20,5,713,14,"https://fbref.com/en/players/75bd85ea/Salva-Sevilla"
"4477",2022,"Mallorca","La Liga","Martin Valjent","SVK","DF","25",1995,35.3,1697,290,1042,613,51,10,1697,6,4,66.7,2,33.3,913,5242,2914,25,16,0,11,3,958,5,"https://fbref.com/en/players/f2c6ac01/Martin-Valjent"
"4478",2022,"Manchester City","Premier League","Nathan Aké","NED","DF","26",1995,10.3,956,56,332,525,103,10,956,2,0,0,2,100,677,3333,2158,12,12,0,4,3,741,8,"https://fbref.com/en/players/eaeca114/Nathan-Ake"
"4479",2022,"Manchester City","Premier League","João Cancelo","POR","DF","27",1994,35.9,3769,67,618,1931,1245,101,3769,106,56,52.8,50,47.2,2411,11313,5785,125,129,36,45,24,2749,270,"https://fbref.com/en/players/bd6351cd/Joao-Cancelo"
"4480",2022,"Manchester City","Premier League","Kayky Chagas","BRA","FW","18",2003,0.1,3,0,0,1,2,0,3,0,0,NA,0,NA,3,38,20,1,1,0,1,0,3,1,"https://fbref.com/en/players/17734ea0/Kayky-Chagas"
"4481",2022,"Manchester City","Premier League","Kevin De Bruyne","BEL","MF","30",1991,24.5,1821,25,127,685,1027,107,1821,55,31,56.4,24,43.6,1126,5397,3213,84,85,20,40,20,1350,175,"https://fbref.com/en/players/e46012d4/Kevin-De-Bruyne"
"4482",2022,"Manchester City","Premier League","Liam Delap","ENG","FW","18",2003,0.1,1,0,0,1,0,0,1,0,0,NA,0,NA,1,1,0,0,0,0,0,0,1,0,"https://fbref.com/en/players/dd897ee7/Liam-Delap"
"4483",2022,"Manchester City","Premier League","Rúben Dias","POR","DF","24",1997,26.7,2471,151,777,1606,92,33,2471,4,2,50,2,50,1715,9468,6448,33,17,0,9,3,1977,4,"https://fbref.com/en/players/31c69ef1/Ruben-Dias"
"4484",2022,"Manchester City","Premier League","Ederson","BRA","GK","27",1993,37,1169,906,1159,10,0,0,1169,0,0,NA,0,NA,795,3425,2214,0,0,0,0,0,714,0,"https://fbref.com/en/players/3bb7b8b4/Ederson"
"4485",2022,"Manchester City","Premier League","CJ Egan-Riley","ENG","DF","18",2003,0,1,1,1,0,0,0,1,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d313e8ff/CJ-Egan-Riley"
"4486",2022,"Manchester City","Premier League","Fernandinho","BRA","MF,DF","36",1985,10.7,927,35,172,622,137,17,927,11,9,81.8,2,18.2,637,2931,1483,16,18,0,6,7,742,11,"https://fbref.com/en/players/101da2b5/Fernandinho"
"4487",2022,"Manchester City","Premier League","Phil Foden","ENG","FW","21",2000,23.6,1303,6,66,426,820,137,1303,58,37,63.8,21,36.2,872,4436,1941,71,43,39,48,34,1023,248,"https://fbref.com/en/players/ed1e53f3/Phil-Foden"
"4488",2022,"Manchester City","Premier League","Jack Grealish","ENG","FW","25",1995,21.3,1173,15,68,359,761,162,1173,68,40,58.8,28,41.2,906,7308,3915,153,74,83,31,29,997,267,"https://fbref.com/en/players/b0b4fd3e/Jack-Grealish"
"4489",2022,"Manchester City","Premier League","İlkay Gündoğan","GER","MF","30",1990,20.6,1522,25,157,785,599,82,1522,35,24,68.6,11,31.4,902,4727,2052,60,45,13,25,19,1209,107,"https://fbref.com/en/players/819b3158/Ilkay-Gundogan"
"4490",2022,"Manchester City","Premier League","Gabriel Jesus","BRA","FW","24",1997,20.9,1023,12,81,315,634,161,1022,71,46,64.8,25,35.2,667,3637,1501,51,20,32,66,27,798,220,"https://fbref.com/en/players/b66315ae/Gabriel-Jesus"
"4491",2022,"Manchester City","Premier League","Aymeric Laporte","ESP","DF","27",1994,31.4,3135,210,1048,1937,158,42,3135,8,6,75,2,25,2325,12799,9256,51,49,0,4,7,2550,8,"https://fbref.com/en/players/119b9a8e/Aymeric-Laporte"
"4492",2022,"Manchester City","Premier League","Riyad Mahrez","ALG","FW","30",1991,16.6,1135,11,81,318,746,127,1130,50,26,52,24,48,775,4744,2037,74,35,44,42,21,847,234,"https://fbref.com/en/players/892d5bb1/Riyad-Mahrez"
"4493",2022,"Manchester City","Premier League","James Mcatee","ENG","MF,FW","18",2002,0.2,16,0,1,10,5,3,16,1,1,100,0,0,7,55,30,2,0,1,1,2,12,3,"https://fbref.com/en/players/96593e89/James-Mcatee"
"4494",2022,"Manchester City","Premier League","Benjamin Mendy","FRA","DF","27",1994,0.9,100,0,13,64,23,1,100,3,2,66.7,1,33.3,67,335,253,4,4,0,1,0,73,4,"https://fbref.com/en/players/5271c8f1/Benjamin-Mendy"
"4495",2022,"Manchester City","Premier League","Cole Palmer","ENG","FW,MF","19",2002,1.4,76,0,1,28,48,10,76,2,1,50,1,50,45,190,80,3,2,2,7,3,62,15,"https://fbref.com/en/players/dc7f8a28/Cole-Palmer"
"4496",2022,"Manchester City","Premier League","Rodri","ESP","MF","25",1996,32,3171,90,585,1985,622,58,3171,22,12,54.5,10,45.5,2003,8513,4473,43,54,7,18,23,2429,47,"https://fbref.com/en/players/6434f10d/Rodri"
"4497",2022,"Manchester City","Premier League","Bernardo Silva","POR","MF,FW","26",1994,31.7,2283,36,290,1009,1002,179,2283,92,53,57.6,39,42.4,1552,9305,5010,146,102,34,54,25,1766,277,"https://fbref.com/en/players/3eb22ec9/Bernardo-Silva"
"4498",2022,"Manchester City","Premier League","Zack Steffen","USA","GK","26",1995,1,42,38,42,0,0,0,42,0,0,NA,0,NA,19,86,40,0,0,0,0,0,20,0,"https://fbref.com/en/players/42130443/Zack-Steffen"
"4499",2022,"Manchester City","Premier League","Raheem Sterling","ENG","FW","26",1994,23.6,1173,8,51,339,797,191,1170,112,53,47.3,59,52.7,886,5297,2574,108,54,65,62,54,991,317,"https://fbref.com/en/players/b400bde0/Raheem-Sterling"
"4500",2022,"Manchester City","Premier League","John Stones","ENG","DF","27",1994,12.4,1072,82,356,631,91,10,1072,9,8,88.9,1,11.1,768,4519,2638,28,23,0,4,1,846,7,"https://fbref.com/en/players/5eecec3d/John-Stones"
"4501",2022,"Manchester City","Premier League","Ferrán Torres","ESP","FW","21",2000,3.4,100,0,7,27,66,24,100,6,4,66.7,2,33.3,57,246,90,5,1,3,4,2,77,26,"https://fbref.com/en/players/9e1035f8/Ferran-Torres"
"4502",2022,"Manchester City","Premier League","Kyle Walker","ENG","DF","31",1990,19.5,1770,39,344,1045,387,23,1770,14,7,50,7,50,1128,4752,2145,43,36,5,15,6,1356,65,"https://fbref.com/en/players/86dd77d1/Kyle-Walker"
"4503",2022,"Manchester City","Premier League","Oleksandr Zinchenko","UKR","DF","24",1996,11.6,1169,24,189,622,364,21,1169,12,7,58.3,5,41.7,720,3163,1844,32,36,2,10,6,879,88,"https://fbref.com/en/players/51cf8561/Oleksandr-Zinchenko"
"4504",2022,"Manchester Utd","Premier League","Eric Bailly","CIV","DF","27",1994,2.4,114,25,73,38,3,0,114,1,0,0,1,100,55,340,155,1,0,0,3,1,59,0,"https://fbref.com/en/players/a1232f4e/Eric-Bailly"
"4505",2022,"Manchester Utd","Premier League","Donny van de Beek","NED","MF","24",1997,0.8,56,2,22,19,17,3,56,5,1,20,4,80,25,116,27,0,1,0,3,3,31,4,"https://fbref.com/en/players/50dc94ce/Donny-van-de-Beek"
"4506",2022,"Manchester Utd","Premier League","Edinson Cavani","URU","FW","34",1987,8.5,298,12,54,131,114,30,298,5,4,80,1,20,144,358,111,2,5,2,12,4,217,32,"https://fbref.com/en/players/527f063d/Edinson-Cavani"
"4507",2022,"Manchester Utd","Premier League","Diogo Dalot","POR","DF","22",1999,20,1422,86,450,649,337,27,1422,25,17,68,8,32,734,3825,2193,53,29,13,25,8,826,75,"https://fbref.com/en/players/d9565625/Diogo-Dalot"
"4508",2022,"Manchester Utd","Premier League","Anthony Elanga","SWE","FW","19",2002,13.5,619,11,111,214,296,56,619,31,11,35.5,20,64.5,354,2063,993,32,24,10,37,15,447,114,"https://fbref.com/en/players/2fba6108/Anthony-Elanga"
"4509",2022,"Manchester Utd","Premier League","Bruno Fernandes","POR","MF","26",1994,34.6,2445,64,359,1135,965,100,2443,52,26,50,26,50,1450,6657,3514,78,65,24,46,40,1799,190,"https://fbref.com/en/players/507c7bdf/Bruno-Fernandes"
"4510",2022,"Manchester Utd","Premier League","Fred","BRA","MF","28",1993,22.5,1623,65,392,965,275,17,1623,36,21,58.3,15,41.7,840,3252,1564,17,16,1,41,25,1093,41,"https://fbref.com/en/players/b853e0ad/Fred"
"4511",2022,"Manchester Utd","Premier League","Alejandro Garnacho","ARG","FW,MF","17",2004,0.1,3,0,0,2,1,0,3,0,0,NA,0,NA,3,20,10,0,0,0,0,0,3,0,"https://fbref.com/en/players/7aa8adfe/Alejandro-Garnacho"
"4512",2022,"Manchester Utd","Premier League","David de Gea","ESP","GK","30",1990,38,1020,928,1019,1,0,0,1020,0,0,NA,0,NA,466,2450,1468,0,0,0,0,0,371,0,"https://fbref.com/en/players/7ba6d84e/David-de-Gea"
"4513",2022,"Manchester Utd","Premier League","Mason Greenwood","ENG","FW,MF","19",2001,14.1,652,6,78,277,310,60,652,52,32,61.5,20,38.5,425,3069,1586,48,31,23,26,16,509,109,"https://fbref.com/en/players/58eee997/Mason-Greenwood"
"4514",2022,"Manchester Utd","Premier League","Daniel James","WAL","FW","23",1997,1.4,52,1,2,20,30,8,52,1,0,0,1,100,26,214,97,5,2,1,4,3,34,16,"https://fbref.com/en/players/c931d9f9/Daniel-James"
"4515",2022,"Manchester Utd","Premier League","Phil Jones","ENG","DF","29",1992,1.8,101,17,48,50,4,0,101,1,1,100,0,0,58,214,103,1,0,0,1,0,63,0,"https://fbref.com/en/players/def899bd/Phil-Jones"
"4516",2022,"Manchester Utd","Premier League","Victor Lindelöf","SWE","DF","27",1994,26.2,1595,221,881,680,46,10,1595,3,3,100,0,0,919,5814,3385,14,17,3,8,1,1025,3,"https://fbref.com/en/players/f5deef4c/Victor-Lindelof"
"4517",2022,"Manchester Utd","Premier League","Jesse Lingard","ENG","FW,MF","28",1992,4.1,200,2,18,89,93,8,200,6,2,33.3,4,66.7,127,542,311,9,5,1,12,5,152,22,"https://fbref.com/en/players/810e3c74/Jesse-Lingard"
"4518",2022,"Manchester Utd","Premier League","Harry Maguire","ENG","DF","28",1993,27.9,1843,236,851,903,102,42,1843,5,4,80,1,20,1068,6087,3525,22,15,1,13,5,1212,5,"https://fbref.com/en/players/d8931174/Harry-Maguire"
"4519",2022,"Manchester Utd","Premier League","Anthony Martial","FRA","FW","25",1995,2.4,109,1,8,38,65,14,109,7,4,57.1,3,42.9,74,478,274,10,5,4,6,4,97,32,"https://fbref.com/en/players/8b788c01/Anthony-Martial"
"4520",2022,"Manchester Utd","Premier League","Juan Mata","ESP","MF","33",1988,2.6,245,0,38,124,85,7,245,6,3,50,3,50,157,821,355,8,8,0,6,2,194,13,"https://fbref.com/en/players/29733c72/Juan-Mata"
"4521",2022,"Manchester Utd","Premier League","Nemanja Matić","SRB","MF","32",1988,15.4,1215,55,335,709,182,8,1215,22,17,77.3,5,22.7,715,4173,2561,32,32,2,19,21,851,7,"https://fbref.com/en/players/eb7822d7/Nemanja-Matic"
"4522",2022,"Manchester Utd","Premier League","Scott McTominay","SCO","MF","24",1996,26.5,1585,92,386,919,297,27,1585,47,36,76.6,11,23.4,902,5275,2529,40,36,3,44,32,997,37,"https://fbref.com/en/players/d93c2511/Scott-McTominay"
"4523",2022,"Manchester Utd","Premier League","Hannibal Mejbri","TUN","FW","18",2003,0.8,32,0,6,13,14,0,32,2,1,50,1,50,18,111,28,0,2,0,1,1,23,4,"https://fbref.com/en/players/ca22ccb0/Hannibal-Mejbri"
"4524",2022,"Manchester Utd","Premier League","Paul Pogba","FRA","MF,FW","28",1993,15,1078,26,161,612,318,46,1078,54,39,72.2,15,27.8,670,3319,1820,34,26,7,42,27,843,62,"https://fbref.com/en/players/867239d3/Paul-Pogba"
"4525",2022,"Manchester Utd","Premier League","Marcus Rashford","ENG","FW,MF","23",1997,13.7,570,6,50,219,310,69,570,53,22,41.5,31,58.5,359,2401,1184,50,30,26,39,26,463,118,"https://fbref.com/en/players/a1d5bd30/Marcus-Rashford"
"4526",2022,"Manchester Utd","Premier League","Cristiano Ronaldo","POR","FW","36",1985,27.3,1168,30,102,500,573,170,1165,32,20,62.5,12,37.5,631,3252,1744,67,40,37,50,30,952,192,"https://fbref.com/en/players/dea698d9/Cristiano-Ronaldo"
"4527",2022,"Manchester Utd","Premier League","Jadon Sancho","ENG","FW,MF","21",2000,21.1,1188,11,146,451,610,105,1188,85,47,55.3,38,44.7,770,5515,3067,111,70,43,44,27,928,222,"https://fbref.com/en/players/dbf053da/Jadon-Sancho"
"4528",2022,"Manchester Utd","Premier League","Luke Shaw","ENG","DF","26",1995,17.8,1316,55,293,597,436,15,1316,14,7,50,7,50,682,3798,2191,48,42,3,11,14,836,69,"https://fbref.com/en/players/9c94165b/Luke-Shaw"
"4529",2022,"Manchester Utd","Premier League","Shola Shoretire","ENG","MF","17",2004,0.2,6,1,2,0,4,0,6,0,0,NA,0,NA,3,17,3,0,0,0,0,0,3,1,"https://fbref.com/en/players/00f0482f/Shola-Shoretire"
"4530",2022,"Manchester Utd","Premier League","Alex Telles","BRA","DF","28",1992,18.4,1396,66,407,562,438,18,1396,22,12,54.5,10,45.5,745,3421,1904,36,37,1,15,10,850,102,"https://fbref.com/en/players/e73c9bb2/Alex-Telles"
"4531",2022,"Manchester Utd","Premier League","Raphaël Varane","FRA","DF","28",1993,20.3,1336,162,645,659,40,15,1336,3,2,66.7,1,33.3,818,4704,2662,11,8,0,7,0,897,2,"https://fbref.com/en/players/9f8e9423/Raphael-Varane"
"4532",2022,"Manchester Utd","Premier League","Aaron Wan-Bissaka","ENG","DF","23",1997,19.9,1365,75,454,565,366,28,1365,61,36,59,25,41,716,4088,2131,55,41,8,23,13,815,90,"https://fbref.com/en/players/9e525177/Aaron-Wan-Bissaka"
"4533",2022,"Marseille","Ligue 1","Jordan Amavi","FRA","DF,FW","27",1994,1.4,104,2,24,63,18,1,104,2,0,0,2,100,59,276,127,3,3,0,2,3,70,6,"https://fbref.com/en/players/22721b88/Jordan-Amavi"
"4534",2022,"Marseille","Ligue 1","Cédric Bakambu","COD","FW","30",1991,4,113,2,8,34,71,28,113,2,1,50,1,50,75,405,148,7,3,4,10,1,85,28,"https://fbref.com/en/players/0af4dcf0/Cedric-Bakambu"
"4535",2022,"Marseille","Ligue 1","Leonardo Balerdi","ARG","DF","22",1999,10.6,919,79,404,506,11,4,919,13,11,84.6,2,15.4,621,3062,1682,6,1,0,8,6,678,2,"https://fbref.com/en/players/7c3ed041/Leonardo-Balerdi"
"4536",2022,"Marseille","Ligue 1","Salim Ben Seghir","FRA","MF","18",2003,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/1f6298f2/Salim-Ben-Seghir"
"4537",2022,"Marseille","Ligue 1","Darío Benedetto","ARG","FW,MF","31",1990,0.6,19,0,0,10,10,4,19,2,0,0,2,100,12,54,6,1,1,0,1,0,13,2,"https://fbref.com/en/players/bef0a7ac/Dario-Benedetto"
"4538",2022,"Marseille","Ligue 1","Duje Ćaleta-Car","CRO","DF","24",1996,22.9,1962,159,777,1132,58,17,1962,1,1,100,0,0,1517,7106,3903,14,16,0,8,1,1579,2,"https://fbref.com/en/players/94f8d10c/Duje-Caleta-Car"
"4539",2022,"Marseille","Ligue 1","Konrad De La Fuente","USA","FW,MF","20",2001,8.7,326,3,38,68,230,46,326,37,21,56.8,16,43.2,245,1862,1071,37,20,21,17,21,246,110,"https://fbref.com/en/players/4b77bb89/Konrad-De-La-Fuente"
"4540",2022,"Marseille","Ligue 1","Bamba Dieng","SEN","FW","21",2000,10.8,317,7,32,113,175,68,316,17,5,29.4,12,70.6,202,1281,659,24,10,17,25,13,233,82,"https://fbref.com/en/players/40774c6b/Bamba-Dieng"
"4541",2022,"Marseille","Ligue 1","Gerson","BRA","MF,FW","24",1997,28.3,1573,31,189,822,580,87,1573,47,30,63.8,17,36.2,1127,5803,2694,61,51,16,41,31,1227,172,"https://fbref.com/en/players/8827bf46/Gerson"
"4542",2022,"Marseille","Ligue 1","Álvaro González","ESP","DF","31",1990,5,395,24,174,217,5,2,395,1,0,0,1,100,274,1070,533,0,0,0,0,1,331,0,"https://fbref.com/en/players/42dcf26d/Alvaro-Gonzalez"
"4543",2022,"Marseille","Ligue 1","Mattéo Guendouzi","FRA","MF","22",1999,35,2463,33,301,1478,707,81,2463,51,30,58.8,21,41.2,1897,10370,5250,100,82,19,59,44,2025,175,"https://fbref.com/en/players/5ea8ef20/Matteo-Guendouzi"
"4544",2022,"Marseille","Ligue 1","Pape Gueye","SEN","MF","22",1999,17,1154,26,215,758,199,12,1154,13,4,30.8,9,69.2,838,4079,1817,24,25,2,19,16,883,20,"https://fbref.com/en/players/7155e3e1/Pape-Gueye"
"4545",2022,"Marseille","Ligue 1","Amine Harit","MAR","FW,MF","24",1997,12.9,863,3,59,413,402,48,863,56,25,44.6,31,55.4,682,4155,1839,50,35,14,49,32,713,118,"https://fbref.com/en/players/e7d59f4f/Amine-Harit"
"4546",2022,"Marseille","Ligue 1","Luis Henrique","BRA","FW,MF","19",2001,7.8,279,0,36,122,130,18,279,18,7,38.9,11,61.1,195,1296,541,15,12,10,22,9,207,69,"https://fbref.com/en/players/f36d5624/Luis-Henrique"
